MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,YEAR,NEXT_YEAR_WOMEN_CRIME_SHARE,TARGET_YEAR
1.2794572530150863,0.8445514096672904,0.8524501505476288,0.5730958259867002,-0.04338299745293485,1.2079259085775873,0.3908289668744641,0.30041072634158533,0.9771009382264282,1.4757513929982364,1.455423730497841,0.3808207678751687,0.8358596263829202,1.5699618061695937,1.2067871789161628,1.2505324776372198,1.0248569570265547,2.6550316104126144,1.2748867029079785,-0.11547076275706344,1.582214751977782,1.0722231805337057,1.2396105255579475,1.3446272966962896,0.7068289073816844,1.3798418538366028,1.4439922935359695,0.3808207678751687,0.49267807351950016,2008,0.1063566318106769,2009
0.8762634544707743,0.6896265561906882,-0.4030934246589593,0.24409705006288332,-0.04338299745293485,0.25296065847696914,-0.743756104015037,-0.8761933309611163,0.31444774528377095,-0.002927377411864472,0.11775474095865798,0.9255483890604623,0.1780951885660834,0.17836561306376936,0.9284695386161267,0.9263226125484793,1.158282934519357,1.4351503724069659,0.3763213630472213,-0.11547076275706344,1.0259251448035587,0.5576462345549286,0.5831869751381646,0.6863808500617096,0.5935129713940444,0.028208510682908684,0.14013580821551747,0.9255483890604623,0.20298877016916356,2001,0.0709987966305655,2002
0.9968331060386703,-2.3900097978430566,1.0545475261547914,0.0655945535825914,-0.04338299745293485,0.31270508147306936,-0.743756104015037,-0.1584097786615742,0.21022478022284893,0.12017460871725609,0.2609346121007259,0.590284966049503,0.2906534765912175,0.40391027582159256,0.8217700616528262,1.0867788831425254,0.9976145050629247,1.4006590446807976,0.4313996547627496,-0.11547076275706344,1.1065438496276054,0.6798793334298409,0.6274407884932008,0.6275272708352388,0.30967345812651687,0.09821742154967143,0.3440030645584499,0.590284966049503,-0.039158716783391154,2002,0.0609225413402959,2003
1.0371301152881884,-0.7846075969089815,0.4267757385514971,-0.30213861461172264,-0.04338299745293485,0.5588978987341796,0.08609743661719865,-0.3078924604668588,0.38646903884817757,0.09862071391330582,0.07124032645102232,0.46449882664902387,0.43406145225860826,0.552618600222118,1.252460130728502,0.04787232232300581,1.0248569570265547,1.305538126198125,0.40453797431278243,-0.11547076275706344,1.0921792208708305,0.7150968600317651,0.655678083743822,0.5504847534420807,0.2858859501548737,0.13380177594982776,0.493173872748878,0.46449882664902387,-0.25765802247882896,2003,0.0749939128317506,2004
1.0469419834341975,0.7579929017419565,-1.0308652122622535,-0.04013650179638968,-0.04338299745293485,0.6002495669514217,-0.11599613443594647,-0.7267106491558315,0.39878594965957426,0.33347981958512035,0.4605663291419763,0.46449882664902387,0.3891025753968363,0.9635243144446471,1.2956630369291373,0.27790288237099875,1.1126470070449648,1.5979382600332668,0.7877563091045126,-0.11547076275706344,1.1757206032779612,0.7159992389564264,0.7918261469242308,0.8034100023628438,0.43965500856175843,0.3221411586018239,0.8422572650988982,0.46449882664902387,0.047473676996320276,2004,0.0631139489194499,2005
1.0469419834341975,-2.3900097978430566,-1.0308652122622535,0.28339464385318464,-0.04338299745293485,0.5373984704279208,0.7138574061962895,-0.1584097786615742,0.6120181435321355,0.3894030828892731,0.5419361349610006,0.3985417872047262,0.5919022403587066,0.9290468687394773,1.2299499345951024,0.27790288237099875,1.100758502673491,0.9639927637162243,0.6582617939976084,-0.11547076275706344,1.2141011201837348,0.8585237074833199,0.7851747079571919,0.6838160304389508,0.28243144656886104,0.4294725173573921,0.8371541056926096,0.3985417872047262,-0.21013828218371616,2005,0.0845602114005285,2006
1.0662658542005587,-2.3900097978430566,0.2246783629443348,0.4245129016720761,-0.04338299745293485,1.039801137265924,0.08609743661719865,0.07745639346635225,0.6339997821256245,0.5628042723782012,0.5752853059122421,0.8659044893189304,0.5169344735922125,1.251341497280357,1.1829328964791301,0.5325384580057921,1.1800336685650215,1.9455973582090644,1.0689255326557807,-0.11547076275706344,1.3150604859967885,1.0159828885127573,0.9897274800803478,1.0511627958211038,0.623897482526886,0.5402471562661876,1.119592237938559,0.8659044893189304,0.2549147883158911,2006,0.0936363636363636,2007
1.0469419834341975,0.5986938990876169,0.2246783629443348,0.6259096429802237,-0.04338299745293485,1.1282382962423876,0.08609743661719865,-0.3942759507895007,0.6594773915458753,0.6413658883784084,0.7019043456179251,0.5445270811567869,0.8616509930003725,1.3749391614858053,1.106774428163029,0.37208218741174626,1.226638591251115,2.018470605947094,1.1778869623349064,-0.11547076275706344,1.3644320048364025,1.0211636933533614,1.018809835221177,1.143376108531477,0.6006240583062386,0.6055499797721057,1.2667855341026013,0.5445270811567869,0.4517272851003988,2007,0.0838758516275548,2008
1.2081136327557513,1.12574375330147,0.5919013177029483,0.4871153094007512,-0.04338299745293485,1.1282382962423876,-0.37654006235741516,-0.09278397547957004,0.59848166048685,0.8201813041238565,0.8950153680240087,0.8459452518997311,0.8091938114168531,1.4527466668683657,0.37460396310837707,0.6021127474597392,1.520983005009649,1.4181316513728737,1.232677365760329,-0.11547076275706344,1.3937931833471313,1.182105617993565,1.1611040780279718,1.1916835500642864,0.8478523783559742,0.7316060306729916,1.3326737591771907,0.8459452518997311,0.24007473802607365,2008,0.0698729582577132,2009
1.496826783372386,1.1806323120133888,0.4267757385514971,0.5999154096155884,-0.04338299745293485,1.3627752846927728,1.081073447853911,1.1190893840364065,1.9234194748592819,1.562984311743586,1.2541562916171658,0.2274035567412017,1.4795148749802418,2.1456612121365755,1.4483274661169812,1.2203553146729047,0.9692710542021015,1.8976356649234283,1.6287899560396377,2.8650394916562534,1.6188832447415966,1.3304860809130827,1.5068326257738662,1.4130575638300973,0.913543054453842,1.642385041814153,2.0348135714577045,0.2274035567412017,0.04997298624401336,2003,0.0798103117747956,2004
