STATE_UT,DISTRICT,YEAR,MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,HURT,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,RAPE_SHARE,KIDNAPPING_SHARE,SOURCE_DATASET,RECORD_ID,YEAR_NORMALIZED,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,MURDER_SHARE,ROBBERY_SHARE,THEFT_SHARE,BURGLARY_SHARE,SERIOUS_VIOLENT_CRIME,CLUSTER
Assam,Chirang,2014,37,19,1,29,0,58,3,6,39,95,40,19,13,33,17,170,7,33,0,60,0,18,261,863,129,186,183,46,36,0.14947856315179606,0.21552723059096177,0.21205098493626884,0.033603707995365,0.06720741599073,DATASET_03_2014,Assam_Chirang_2014,1.0,122,0.03360370799536501,0.06720741599073002,0.04287369640787949,0.006952491309385863,0.1100811123986095,0.04519119351100811,153,0
Assam,Darrang,2014,33,2,0,111,0,208,6,17,174,363,56,82,35,211,38,894,11,453,0,489,0,28,927,3901,1064,830,616,246,120,0.2727505767751858,0.2127659574468085,0.1579082286593181,0.0284542425019225,0.0533196616252243,DATASET_03_2014,Assam_Darrang_2014,1.0,1053,0.028454242501922584,0.0533196616252243,0.008459369392463471,0.004357856959753909,0.09305306331709819,0.04460394770571648,377,0
Assam,Dhemaji,2014,18,5,2,45,0,84,3,15,26,106,35,0,13,52,5,272,3,51,1,111,0,50,269,1068,211,223,185,65,5,0.19756554307116106,0.20880149812734083,0.17322097378277154,0.0421348314606741,0.0786516853932584,DATASET_03_2014,Assam_Dhemaji_2014,1.0,208,0.042134831460674156,0.07865168539325842,0.016853932584269662,0.014044943820224719,0.09925093632958802,0.024344569288389514,172,0
Assam,Dhubri,2014,58,143,1,193,0,420,23,21,280,432,113,531,187,272,82,3416,10,193,0,1186,0,103,1040,7153,1582,1052,869,459,613,0.2211659443590102,0.1470711589542849,0.12148748776737034,0.0269816860058716,0.0587166223961974,DATASET_03_2014,Assam_Dhubri_2014,1.0,1572,0.026981686005871662,0.0587166223961974,0.00810848594995107,0.0029358311198098698,0.060394240178945895,0.03914441493079827,859,0
Assam,Dibrugarh,2014,77,7,2,67,0,163,6,43,150,826,39,12,81,40,23,660,5,105,0,253,0,104,791,3108,430,470,1064,121,35,0.13835263835263836,0.15122265122265122,0.34234234234234234,0.0215572715572715,0.0524453024453024,DATASET_03_2014,Assam_Dibrugarh_2014,1.0,425,0.021557271557271558,0.05244530244530245,0.024774774774774775,0.013835263835263836,0.26576576576576577,0.04826254826254826,365,0
Assam,G. R. P.,2014,9,0,0,1,0,10,3,2,2,187,13,5,0,2,0,0,0,0,0,0,0,0,89,319,1,25,207,2,5,0.003134796238244514,0.07836990595611286,0.6489028213166145,0.0031347962382445,0.0313479623824451,DATASET_03_2014,Assam_G. R. P._2014,1.0,1,0.003134796238244514,0.03134796238244514,0.02821316614420063,0.006269592476489028,0.5862068965517241,0.006269592476489028,25,1
Assam,Goalpara,2014,44,62,0,108,0,218,21,23,243,266,99,52,17,137,28,720,8,121,0,367,0,70,476,2623,604,597,652,154,80,0.23027068242470453,0.2276019824628288,0.248570339306138,0.0411742279832253,0.0831109416698436,DATASET_03_2014,Assam_Goalpara_2014,1.0,596,0.041174227983225314,0.08311094166984369,0.01677468547464735,0.008768585589020206,0.10141059855127717,0.09264201296225696,476,0
Assam,Golaghat,2014,88,68,0,74,0,238,11,41,87,365,127,29,21,37,32,896,7,74,0,166,0,86,904,2932,321,594,631,58,61,0.10948158253751705,0.20259208731241474,0.21521145975443384,0.0252387448840382,0.0811732605729877,DATASET_03_2014,Assam_Golaghat_2014,1.0,314,0.0252387448840382,0.08117326057298772,0.030013642564802184,0.01398362892223738,0.12448840381991814,0.029672578444747612,520,0
Assam,Guwahati City,2014,84,94,1,100,0,455,20,247,924,3095,1473,155,577,449,50,358,11,143,0,486,0,283,4151,12216,740,1144,5759,1026,205,0.060576293385723644,0.09364767518009168,0.4714309102815979,0.0081859855926653,0.0372462344466273,DATASET_03_2014,Assam_Guwahati City_2014,1.0,729,0.008185985592665358,0.03724623444662738,0.0068762278978389,0.02021938441388343,0.2533562540929928,0.0756385068762279,1001,0
Assam,Hailakandi,2014,24,1,0,77,0,104,3,3,93,178,39,287,28,44,9,26,4,23,0,209,0,36,803,1940,313,235,316,72,296,0.16134020618556702,0.1211340206185567,0.16288659793814433,0.0396907216494845,0.0536082474226804,DATASET_03_2014,Assam_Hailakandi_2014,1.0,309,0.039690721649484534,0.05360824742268041,0.012371134020618556,0.0015463917525773195,0.09175257731958762,0.04793814432989691,212,0
Assam,Jorhat,2014,30,3,2,36,0,94,8,76,145,518,168,7,75,169,22,518,6,157,0,401,0,13,1313,3732,600,406,915,244,29,0.1607717041800643,0.10878885316184352,0.24517684887459806,0.0096463022508038,0.02518756698821,DATASET_03_2014,Assam_Jorhat_2014,1.0,594,0.00964630225080386,0.025187566988210074,0.008038585209003215,0.020364415862808145,0.13879957127545553,0.03885316184351554,249,0
Assam,Kamrup,2014,65,128,1,77,0,164,14,63,274,727,112,0,52,101,12,90,1,15,0,595,0,4,0,2785,688,527,1190,153,12,0.24703770197486535,0.18922800718132854,0.4272890484739677,0.0276481149012567,0.0588868940754039,DATASET_03_2014,Assam_Kamrup_2014,1.0,687,0.027648114901256734,0.05888689407540395,0.02333931777378815,0.022621184919210054,0.2610412926391382,0.09838420107719928,512,0
Assam,Karbi Anglong,2014,38,25,11,23,0,78,3,10,2,181,40,6,10,29,0,190,0,26,0,42,0,74,171,960,91,214,236,39,6,0.09479166666666666,0.22291666666666668,0.24583333333333332,0.0239583333333333,0.08125,DATASET_03_2014,Assam_Karbi Anglong_2014,1.0,91,0.023958333333333335,0.08125,0.03958333333333333,0.010416666666666666,0.18854166666666666,0.0020833333333333333,188,0
Assam,Karimganj,2014,33,42,0,75,0,119,14,8,220,199,32,57,25,82,29,418,13,10,0,337,0,15,917,2827,435,301,473,107,86,0.15387336399009552,0.10647329324372126,0.16731517509727625,0.0265298903431199,0.0420940926777502,DATASET_03_2014,Assam_Karimganj_2014,1.0,422,0.026529890343119915,0.042094092677750265,0.011673151750972763,0.002829854969932791,0.07039264237707818,0.07782101167315175,291,0
Assam,Kokrajhar,2014,60,21,0,45,0,106,5,7,46,229,19,10,3,35,35,160,3,47,0,71,1,82,504,1419,167,291,306,38,45,0.11768851303735024,0.20507399577167018,0.2156448202959831,0.0317124735729386,0.0747004933051444,DATASET_03_2014,Assam_Kokrajhar_2014,1.0,163,0.03171247357293869,0.07470049330514447,0.042283298097251586,0.004933051444679351,0.1613812544045102,0.03241719520789288,244,0
Assam,Lakhimpur,2014,40,0,0,67,0,150,1,7,137,236,70,37,39,115,6,70,4,55,0,369,0,82,1396,2872,495,320,451,154,43,0.17235376044568246,0.11142061281337047,0.157033426183844,0.0233286908077994,0.0522284122562674,DATASET_03_2014,Assam_Lakhimpur_2014,1.0,491,0.023328690807799445,0.05222841225626741,0.013927576601671309,0.002437325905292479,0.08217270194986072,0.047701949860724235,265,0
Assam,Morigaon,2014,28,77,0,81,0,174,8,12,93,234,80,130,13,127,17,444,7,328,0,349,0,53,324,2557,765,708,427,140,147,0.29917872506843957,0.27688697692608527,0.16699256941728588,0.0316777473601877,0.0680484943292921,DATASET_03_2014,Assam_Morigaon_2014,1.0,758,0.03167774736018772,0.06804849432929214,0.010950332420805632,0.004692999608916699,0.09151349237387564,0.03637074696910442,380,0
Assam,N. C. Hills,2014,76,8,15,6,0,30,0,5,17,46,11,4,0,4,2,38,0,0,0,6,0,18,25,299,12,140,79,4,6,0.04013377926421405,0.4682274247491639,0.26421404682274247,0.020066889632107,0.1003344481605351,DATASET_03_2014,Assam_N. C. Hills_2014,1.0,12,0.020066889632107024,0.10033444816053512,0.25418060200668896,0.016722408026755852,0.15384615384615385,0.056856187290969896,140,1
Assam,Nagaon,2014,104,102,10,187,0,454,55,127,455,735,122,485,226,175,98,1818,22,350,0,1162,0,239,1876,8399,1721,1389,1494,401,583,0.20490534587450887,0.16537683057506847,0.17787831884748184,0.0222645553042028,0.054054054054054,DATASET_03_2014,Assam_Nagaon_2014,1.0,1699,0.02226455530420288,0.05405405405405406,0.01238242647934278,0.015120847719966662,0.08751041790689368,0.054173115847124656,1039,0
Assam,Nalbari,2014,27,18,0,41,0,116,18,114,145,225,25,23,17,43,8,64,0,0,0,42,0,13,1239,2122,83,334,527,60,31,0.039114043355325166,0.15739868049010367,0.24835061262959474,0.0193213949104618,0.0546654099905749,DATASET_03_2014,Assam_Nalbari_2014,1.0,83,0.01932139491046183,0.05466540999057493,0.012723845428840716,0.05372290292177191,0.10603204524033931,0.06833176248821866,334,0
Assam,Sibsagar,2014,80,38,3,44,0,222,3,42,196,599,177,31,136,95,29,1622,6,153,0,333,0,67,1275,4236,536,585,1017,231,60,0.12653446647780925,0.13810198300283286,0.24008498583569404,0.0103871576959395,0.0524079320113314,DATASET_03_2014,Assam_Sibsagar_2014,1.0,530,0.010387157695939566,0.05240793201133145,0.018885741265344664,0.009915014164305949,0.14140698772426818,0.04627006610009443,432,0
Assam,Sonitpur,2014,110,81,8,112,0,222,4,27,282,566,72,90,36,146,31,454,5,20,0,381,0,168,1041,3906,518,584,951,182,121,0.13261648745519714,0.14951356886840758,0.2434715821812596,0.028673835125448,0.0568356374807987,DATASET_03_2014,Assam_Sonitpur_2014,1.0,513,0.02867383512544803,0.05683563748079877,0.02816180235535074,0.0069124423963133645,0.144905273937532,0.07219662058371736,564,0
Assam,Tinsukia,2014,90,44,0,66,0,143,6,45,106,679,125,47,88,96,16,218,3,66,0,164,0,114,1206,3309,299,460,961,184,63,0.09035962526443034,0.13901480809912362,0.290420066485343,0.0199456029011786,0.0432154729525536,DATASET_03_2014,Assam_Tinsukia_2014,1.0,296,0.019945602901178604,0.043215472952553645,0.027198549410698096,0.013599274705349048,0.20519794499848898,0.03203384708371109,394,0
Assam,Udalguri,2014,46,28,0,34,0,73,3,20,61,132,30,18,21,24,21,286,9,35,0,81,0,38,621,1453,159,239,246,45,39,0.1094287680660702,0.16448726772195457,0.16930488644184447,0.0233998623537508,0.0502408809359944,DATASET_03_2014,Assam_Udalguri_2014,1.0,150,0.02339986235375086,0.05024088093599449,0.031658637302133516,0.013764624913971095,0.09084652443220922,0.04198210598761184,204,0
Bihar,Araria,2014,53,176,5,35,0,85,16,28,49,310,36,306,24,108,11,52,17,1,0,6,0,95,2459,3898,59,399,439,132,317,0.015135967162647512,0.10236018471010774,0.11262185736275013,0.008978963571062,0.021806054386865,DATASET_03_2014,Bihar_Araria_2014,1.0,42,0.008978963571062083,0.02180605438686506,0.013596716264751155,0.007183170856849667,0.07952796305797845,0.012570548999486916,398,0
Bihar,Arwal,2014,25,29,2,6,0,26,5,8,51,78,21,82,9,42,3,50,11,4,0,0,0,25,477,991,21,105,163,51,85,0.02119071644803229,0.10595358224016145,0.16448032290615539,0.0060544904137235,0.0262361251261352,DATASET_03_2014,Bihar_Arwal_2014,1.0,10,0.006054490413723511,0.026236125126135216,0.025227043390514632,0.008072653884964682,0.07870837537840565,0.05146316851664985,101,1
Bihar,Aurangabad,2014,74,40,3,12,0,86,33,27,104,352,114,250,52,122,12,397,28,29,0,110,0,84,1135,3079,179,304,630,174,262,0.0581357583631049,0.09873335498538487,0.204611886976291,0.0038973692757388,0.0279311464761286,DATASET_03_2014,Bihar_Aurangabad_2014,1.0,151,0.003897369275738876,0.027931146476128613,0.024033777200389735,0.008769080870412472,0.11432283208834038,0.03377720038973693,275,0
Bihar,Bagaha,2014,21,0,8,14,0,76,2,8,26,147,26,123,48,33,2,16,7,38,0,56,0,22,1190,1860,115,167,209,81,125,0.06182795698924731,0.08978494623655914,0.11236559139784946,0.0075268817204301,0.0408602150537634,DATASET_03_2014,Bihar_Bagaha_2014,1.0,108,0.007526881720430108,0.04086021505376344,0.01129032258064516,0.004301075268817204,0.07903225806451612,0.013978494623655914,129,0
Bihar,Banka,2014,59,143,0,22,0,73,11,19,41,143,30,195,31,10,17,654,23,3,0,64,0,109,922,2505,112,330,244,41,212,0.04471057884231537,0.1317365269461078,0.09740518962075849,0.0087824351297405,0.0291417165668662,DATASET_03_2014,Bihar_Banka_2014,1.0,89,0.008782435129740519,0.029141716566866267,0.023552894211576848,0.007584830339321357,0.057085828343313376,0.016367265469061875,327,0
Bihar,Begusarai,2014,121,199,5,30,0,209,26,60,145,598,116,461,47,89,24,156,28,37,1,55,0,89,2416,5196,151,687,945,136,485,0.029060816012317168,0.13221709006928406,0.18187066974595842,0.0057736720554272,0.0402232486528098,DATASET_03_2014,Bihar_Begusarai_2014,1.0,123,0.005773672055427252,0.04022324865280985,0.023287143956889914,0.011547344110854504,0.11508852963818322,0.027906081601231716,650,0
Bihar,Bettiah,2014,75,9,0,33,0,115,7,11,121,497,195,508,44,155,19,20,39,0,0,106,0,134,2715,4712,178,250,831,199,527,0.03777589134125637,0.05305602716468591,0.17635823429541597,0.0070033955857385,0.0244057724957555,DATASET_03_2014,Bihar_Bettiah_2014,1.0,139,0.00700339558573854,0.02440577249575552,0.015916808149405774,0.00233446519524618,0.10547538200339558,0.02567911714770798,250,0
Bihar,Bhabhua,2014,56,105,0,12,0,86,8,21,79,344,51,97,23,49,13,10,12,0,0,44,0,89,1110,2267,68,288,503,72,110,0.02999558888398765,0.12704014115571238,0.2218791354212616,0.0052933392148213,0.0379355977062196,DATASET_03_2014,Bihar_Bhabhua_2014,1.0,56,0.00529333921482135,0.037935597706219674,0.024702249669166298,0.009263343625937363,0.1517423908248787,0.03484781649757389,288,0
Bihar,Bhagalpur,2014,102,66,5,52,0,213,13,42,225,677,299,348,44,87,10,3,20,31,0,161,0,128,2213,4763,264,524,1256,131,358,0.05542725173210162,0.11001469661977745,0.26369934914969556,0.0109174889775351,0.0447197144656729,DATASET_03_2014,Bihar_Bhagalpur_2014,1.0,244,0.010917488977535167,0.0447197144656729,0.02141507453285744,0.008817971866470712,0.1421373084190636,0.047239134998950244,493,0
Bihar,Bhojpur,2014,116,243,7,32,0,151,12,23,224,520,96,205,26,426,41,1222,46,7,0,129,0,138,1898,5488,214,591,875,452,246,0.03899416909620991,0.10768950437317784,0.15943877551020408,0.0058309037900874,0.0275145772594752,DATASET_03_2014,Bihar_Bhojpur_2014,1.0,168,0.0058309037900874635,0.027514577259475217,0.021137026239067054,0.0041909620991253645,0.09475218658892129,0.04081632653061224,584,0
Bihar,Buxar,2014,56,12,6,16,0,87,6,32,100,438,112,358,12,36,10,520,24,13,0,95,0,54,1573,3284,148,228,688,48,368,0.04506699147381242,0.06942752740560293,0.2095006090133983,0.0048721071863581,0.0264920828258221,DATASET_03_2014,Bihar_Buxar_2014,1.0,124,0.0048721071863581,0.026492082825822168,0.01705237515225335,0.0097442143727162,0.13337393422655297,0.030450669914738125,215,0
Bihar,Darbhanga,2014,71,179,6,50,0,289,12,36,145,585,196,621,56,120,28,746,30,8,0,298,0,149,2103,5368,386,651,974,176,649,0.07190760059612519,0.121274217585693,0.18144560357675113,0.0093144560357675,0.0538375558867362,DATASET_03_2014,Bihar_Darbhanga_2014,1.0,356,0.009314456035767511,0.053837555886736214,0.013226527570789865,0.0067064083457526085,0.10897913561847988,0.027011922503725784,643,0
Bihar,Gaya,2014,145,53,9,48,0,248,50,77,209,1366,632,543,35,73,5,1814,63,0,0,198,0,289,2355,7232,309,630,2334,108,548,0.042726769911504425,0.08711283185840708,0.32273230088495575,0.0066371681415929,0.03429203539823,DATASET_03_2014,Bihar_Gaya_2014,1.0,246,0.00663716814159292,0.034292035398230086,0.020049778761061947,0.010647123893805309,0.18888274336283187,0.02889933628318584,630,0
Bihar,Gopalganj,2014,87,469,2,14,0,172,10,36,79,276,59,398,23,153,18,598,33,0,6,156,0,117,1494,3879,209,790,460,176,416,0.05387986594483114,0.2036607373034287,0.11858726475895849,0.0036091776230987,0.0443413250837844,DATASET_03_2014,Bihar_Gopalganj_2014,1.0,176,0.003609177623098737,0.04434132508378448,0.02242846094354215,0.009280742459396751,0.0711523588553751,0.02036607373034287,790,0
Bihar,Jamalpur Railway,2014,9,1,0,0,0,4,3,3,2,195,11,1,0,2,0,0,0,3,0,0,0,0,72,298,3,23,214,2,1,0.010067114093959731,0.07718120805369127,0.7181208053691275,0.0,0.0134228187919463,DATASET_03_2014,Bihar_Jamalpur Railway_2014,1.0,3,0.0,0.013422818791946308,0.030201342281879196,0.010067114093959731,0.6543624161073825,0.006711409395973154,20,1
Bihar,Jamui,2014,61,187,3,23,0,70,8,33,54,124,26,133,27,23,3,158,21,10,1,46,0,53,617,1699,101,395,245,50,136,0.0594467333725721,0.23248969982342554,0.14420247204237788,0.0135373749264273,0.0412007062978222,DATASET_03_2014,Bihar_Jamui_2014,1.0,80,0.01353737492642731,0.04120070629782225,0.03590347263095939,0.01942319011183049,0.07298410829899941,0.031783402001177165,385,0
Bihar,Jehanabad,2014,38,13,3,10,0,84,8,30,40,215,61,202,4,36,11,1446,22,0,0,56,0,60,309,1968,88,186,354,40,213,0.044715447154471545,0.09451219512195122,0.1798780487804878,0.0050813008130081,0.0426829268292682,DATASET_03_2014,Bihar_Jehanabad_2014,1.0,66,0.00508130081300813,0.042682926829268296,0.019308943089430895,0.01524390243902439,0.1092479674796748,0.02032520325203252,186,0
Bihar,Katihar,2014,70,60,0,65,0,144,16,33,84,447,261,238,11,71,4,338,14,0,0,59,0,93,1668,3415,138,388,841,82,242,0.0404099560761347,0.11361639824304538,0.24626647144948755,0.0190336749633967,0.0421669106881405,DATASET_03_2014,Bihar_Katihar_2014,1.0,124,0.01903367496339678,0.04216691068814055,0.020497803806734993,0.009663250366032211,0.1308931185944363,0.02459736456808199,388,0
Bihar,Katihar Railway,2014,10,9,0,0,0,3,1,8,4,182,35,4,2,4,1,8,0,11,0,0,0,6,61,313,11,42,230,6,5,0.03514376996805112,0.134185303514377,0.7348242811501597,0.0,0.0095846645367412,DATASET_03_2014,Bihar_Katihar Railway_2014,1.0,11,0.0,0.009584664536741214,0.03194888178913738,0.025559105431309903,0.5814696485623003,0.012779552715654952,31,1
Bihar,Khagaria,2014,52,94,4,14,0,118,10,19,31,165,39,172,3,72,19,272,17,2,0,19,0,74,1452,2589,52,313,264,75,191,0.020084974893781384,0.1208960988798764,0.10196987253765932,0.0054074932406334,0.0455774430281962,DATASET_03_2014,Bihar_Khagaria_2014,1.0,35,0.005407493240633449,0.04557744302819621,0.020084974893781384,0.007338740826573967,0.06373117033603708,0.01197373503283121,311,0
Bihar,Kishanganj,2014,46,6,1,64,0,122,7,12,52,261,117,171,4,75,13,596,12,22,0,85,0,24,636,1982,183,280,449,79,184,0.09233097880928355,0.14127144298688193,0.2265388496468214,0.0322906155398587,0.0615539858728557,DATASET_03_2014,Bihar_Kishanganj_2014,1.0,171,0.03229061553985873,0.0615539858728557,0.02320887991927346,0.006054490413723511,0.13168516649848638,0.026236125126135216,258,0
Bihar,Lakhisarai,2014,46,97,6,10,0,66,6,20,21,181,52,193,47,39,10,120,8,63,1,29,0,94,585,1728,111,314,280,86,203,0.0642361111111111,0.18171296296296297,0.16203703703703703,0.005787037037037,0.0381944444444444,DATASET_03_2014,Bihar_Lakhisarai_2014,1.0,103,0.005787037037037037,0.03819444444444445,0.02662037037037037,0.011574074074074073,0.10474537037037036,0.012152777777777778,251,0
Bihar,Madhepura,2014,44,123,1,10,0,78,3,37,43,185,55,225,13,37,10,70,8,8,0,50,0,62,1235,2426,76,304,323,50,235,0.031327287716405604,0.12530915086562242,0.13314097279472384,0.0041220115416323,0.032151690024732,DATASET_03_2014,Bihar_Madhepura_2014,1.0,68,0.004122011541632316,0.03215169002473207,0.018136850783182192,0.015251442704039572,0.07625721352019786,0.01772464962901896,296,0
Bihar,Madhubani,2014,74,335,3,41,0,199,23,33,124,410,111,406,12,35,4,646,34,9,0,227,0,114,2510,5113,311,717,701,47,410,0.06082534715431254,0.1402307842753765,0.13710150596518678,0.0080187756698611,0.0389203989829845,DATASET_03_2014,Bihar_Madhubani_2014,1.0,277,0.008018775669861138,0.03892039898298455,0.01447291218462742,0.006454136514766282,0.08018775669861138,0.02425190690397027,708,0
Bihar,Motihari,2014,146,106,0,31,0,262,22,25,240,660,200,944,100,130,25,1600,75,0,0,263,0,257,5367,9490,369,592,1147,230,969,0.038883034773445735,0.06238145416227608,0.1208640674394099,0.0032665964172813,0.0276080084299262,DATASET_03_2014,Bihar_Motihari_2014,1.0,294,0.003266596417281349,0.027608008429926237,0.015384615384615385,0.0026343519494204425,0.06954689146469968,0.02528977871443625,592,0
Bihar,Munger,2014,46,21,2,11,0,52,4,28,51,199,43,195,17,62,16,14,8,5,0,48,0,54,831,1778,72,169,325,79,211,0.04049493813273341,0.09505061867266591,0.1827896512935883,0.0061867266591676,0.0292463442069741,DATASET_03_2014,Bihar_Munger_2014,1.0,64,0.006186726659167604,0.02924634420697413,0.025871766029246346,0.015748031496062992,0.11192350956130484,0.028683914510686165,164,0
Bihar,Muzaffarpur,2014,185,85,44,44,0,444,28,134,281,2097,1249,659,85,330,24,5886,178,166,0,109,5,185,1001,9373,502,1130,3789,415,683,0.05355809239304385,0.12055905259788754,0.40424623919769553,0.0046943347914221,0.0473701056225328,DATASET_03_2014,Bihar_Muzaffarpur_2014,1.0,319,0.00469433479142217,0.047370105622532806,0.01973754400938867,0.014296383228422064,0.22372772858209752,0.029979729008855222,964,0
Bihar,Muzaffarpur Railway,2014,18,0,1,2,0,9,4,1,4,316,48,7,0,0,0,12,2,1,0,0,0,0,208,596,5,36,373,0,7,0.008389261744966443,0.06040268456375839,0.6258389261744967,0.0033557046979865,0.0151006711409395,DATASET_03_2014,Bihar_Muzaffarpur Railway_2014,1.0,3,0.003355704697986577,0.015100671140939598,0.030201342281879196,0.0016778523489932886,0.5302013422818792,0.006711409395973154,35,1
Bihar,Nalanda,2014,107,52,31,29,0,207,9,58,95,464,168,328,9,157,15,1260,59,4,0,271,0,115,3818,6871,363,497,794,166,343,0.0528307378838597,0.07233299374181341,0.11555814291951681,0.0042206374617959,0.0301266191238538,DATASET_03_2014,Bihar_Nalanda_2014,1.0,304,0.004220637461795954,0.03012661912385388,0.015572696841798865,0.008441274923591908,0.06753019938873527,0.013826226167952264,493,0
Bihar,Naugachia,2014,37,4,0,10,0,54,4,16,17,76,11,84,9,25,3,20,10,3,0,88,0,75,1149,1732,111,128,124,34,87,0.06408775981524249,0.07390300230946882,0.07159353348729793,0.0057736720554272,0.0311778290993071,DATASET_03_2014,Bihar_Naugachia_2014,1.0,101,0.005773672055427252,0.03117782909930716,0.021362586605080832,0.009237875288683603,0.04387990762124711,0.009815242494226328,125,0
Bihar,Nawadah,2014,84,23,0,22,0,94,7,61,61,269,106,338,76,48,6,538,22,10,0,77,0,129,1658,3408,131,301,504,124,344,0.038438967136150234,0.08832159624413145,0.14788732394366197,0.0064553990610328,0.0275821596244131,DATASET_03_2014,Bihar_Nawadah_2014,1.0,109,0.006455399061032864,0.027582159624413145,0.02464788732394366,0.01789906103286385,0.07893192488262911,0.01789906103286385,291,0
Bihar,Patna,2014,317,26,5,86,0,752,45,177,661,3952,2179,636,125,1193,2,9144,83,0,60,535,0,493,5959,19804,764,1408,7014,1318,638,0.03857806503736619,0.07109674813169056,0.35417087457079377,0.0043425570591799,0.037972126843062,DATASET_03_2014,Bihar_Patna_2014,1.0,681,0.004342557059179963,0.03797212684306201,0.016006867299535446,0.00893758836598667,0.19955564532417694,0.0333770955362553,1408,0
Bihar,Patna Railway,2014,23,16,0,1,0,8,4,10,1,803,63,5,6,14,0,2,5,13,0,0,0,0,302,1216,19,75,881,20,5,0.015625,0.061677631578947366,0.7245065789473685,0.0008223684210526,0.006578947368421,DATASET_03_2014,Bihar_Patna Railway_2014,1.0,14,0.0008223684210526315,0.006578947368421052,0.018914473684210526,0.008223684210526315,0.6603618421052632,0.0008223684210526315,62,1
Bihar,Purnea,2014,75,2,3,66,0,174,9,37,80,449,220,321,21,222,2,470,26,30,0,115,0,119,3295,5723,237,396,795,243,323,0.041411846933426526,0.06919447842040888,0.13891315743491175,0.0115324130700681,0.0304036344574523,DATASET_03_2014,Bihar_Purnea_2014,1.0,211,0.011532413070068146,0.030403634457452384,0.013105014852350166,0.0064651406604927485,0.07845535558273632,0.01397868250917351,366,0
Bihar,Rohtas,2014,115,5,6,22,0,161,11,31,185,726,219,294,23,137,11,2936,54,0,0,106,0,208,1440,5197,182,351,1172,160,305,0.03502020396382528,0.06753896478737734,0.22551472003078699,0.0042332114681547,0.0309794111987685,DATASET_03_2014,Bihar_Rohtas_2014,1.0,128,0.004233211468154705,0.03097941119876852,0.02212815085626323,0.005964979796036175,0.13969597844910525,0.035597460073119105,351,0
Bihar,Saharsa,2014,41,118,0,14,0,115,1,27,46,289,83,549,3,148,5,72,19,0,0,70,0,46,1603,3189,103,316,446,151,554,0.032298526183756664,0.09909062402006899,0.1398557541549075,0.0043900909375979,0.0360614612731263,DATASET_03_2014,Bihar_Saharsa_2014,1.0,84,0.004390090937597993,0.03606146127312637,0.012856694888679836,0.008466603951081843,0.09062402006898715,0.014424584509250549,316,0
Bihar,Samastipur,2014,122,205,15,38,0,255,18,61,119,567,361,380,45,124,15,570,39,0,0,184,0,110,3035,5664,261,714,1126,169,395,0.04608050847457627,0.1260593220338983,0.1987994350282486,0.0067090395480225,0.0450211864406779,DATASET_03_2014,Bihar_Samastipur_2014,1.0,222,0.006709039548022599,0.045021186440677964,0.02153954802259887,0.010769774011299435,0.10010593220338983,0.021009887005649718,714,0
Bihar,Saran,2014,144,331,0,37,0,249,16,53,196,617,105,442,12,211,36,848,83,0,0,157,0,145,2431,5586,277,830,987,223,478,0.04958825635517365,0.1485857500895095,0.17669172932330826,0.0066237021124239,0.0445757250268528,DATASET_03_2014,Bihar_Saran_2014,1.0,194,0.006623702112423917,0.04457572502685284,0.02577873254564984,0.009488005728607233,0.11045470819906911,0.03508771929824561,830,0
Bihar,Sheikhpura,2014,26,0,0,5,0,51,4,11,36,113,25,136,4,93,12,144,6,18,0,72,0,25,641,1325,101,115,189,97,148,0.07622641509433963,0.08679245283018867,0.14264150943396225,0.0037735849056603,0.0384905660377358,DATASET_03_2014,Bihar_Sheikhpura_2014,1.0,95,0.0037735849056603774,0.038490566037735846,0.019622641509433963,0.00830188679245283,0.08528301886792453,0.027169811320754716,97,0
Bihar,Sheohar,2014,13,35,0,8,0,33,5,9,22,89,16,62,6,22,1,18,6,16,0,14,0,10,381,778,44,119,141,28,63,0.056555269922879174,0.15295629820051415,0.18123393316195371,0.0102827763496143,0.0424164524421593,DATASET_03_2014,Bihar_Sheohar_2014,1.0,38,0.010282776349614395,0.042416452442159386,0.016709511568123392,0.011568123393316195,0.11439588688946016,0.028277634961439587,103,0
