STATE_UT,DISTRICT,YEAR,MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,HURT,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,RAPE_SHARE,KIDNAPPING_SHARE,SOURCE_DATASET,RECORD_ID,YEAR_NORMALIZED,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,MURDER_SHARE,ROBBERY_SHARE,THEFT_SHARE,BURGLARY_SHARE,SERIOUS_VIOLENT_CRIME,CLUSTER
Kerala,KOLLAM RURAL,2013,19,46,8,92,0,12,2,14,176,186,40,515,7,188,13,1248,2,273,14,254,0,3,4171,7257,635,466,418,195,528,0.08750172247485187,0.06421386247760782,0.057599559046437925,0.0126774149097423,0.0016535758577924,DATASET_02_2013,Kerala_KOLLAM RURAL_2013,0.0,633,0.012677414909742318,0.0016535758577924762,0.0026181617748380873,0.0019291718340912222,0.025630425795783382,0.024252445914289652,193,0
Kerala,KOTTAYAM,2013,25,33,6,47,0,12,0,35,172,249,67,486,34,237,9,1900,0,251,30,216,0,4,8556,12314,544,409,523,271,495,0.044177359103459476,0.033214227708299494,0.04247198310865681,0.0038167938931297,0.0009745005684586,DATASET_02_2013,Kerala_KOTTAYAM_2013,0.0,544,0.003816793893129771,0.0009745005684586649,0.002030209517622219,0.002842293324671106,0.0202208867955173,0.013967841481240865,158,0
Kerala,KOZHIKODE COMMR.,2013,13,14,1,30,0,11,4,43,108,194,107,336,17,150,14,593,0,110,44,136,0,1,2136,3966,320,226,456,167,350,0.08068582955118507,0.05698436712052446,0.11497730711043873,0.0075642965204236,0.0027735753908219,DATASET_02_2013,Kerala_KOZHIKODE COMMR._2013,0.0,320,0.007564296520423601,0.002773575390821987,0.0032778618255168935,0.010842158345940494,0.04891578416540595,0.02723146747352496,116,0
Kerala,KOZHIKODE RURAL,2013,8,27,2,64,0,19,0,22,137,165,84,896,8,169,62,950,0,208,15,292,0,2,3086,6132,579,350,408,177,958,0.09442270058708414,0.05707762557077625,0.06653620352250489,0.0104370515329419,0.0030984996738421,DATASET_02_2013,Kerala_KOZHIKODE RURAL_2013,0.0,579,0.010437051532941943,0.0030984996738421394,0.001304631441617743,0.003587736464448793,0.026908023483365948,0.022341813437703847,142,0
Kerala,MALAPPURAM,2013,25,36,6,99,0,11,3,33,286,267,101,947,16,478,28,1000,0,272,20,651,0,5,13651,17840,1042,485,690,494,975,0.05840807174887892,0.02718609865470852,0.03867713004484305,0.00554932735426,0.0006165919282511,DATASET_02_2013,Kerala_MALAPPURAM_2013,0.0,1042,0.00554932735426009,0.000616591928251121,0.0014013452914798206,0.0018497757847533633,0.014966367713004485,0.016031390134529148,213,0
Kerala,PALAKKAD,2013,25,33,13,93,0,18,2,43,159,203,57,756,50,281,27,1296,0,161,19,402,0,2,8246,11848,675,388,464,331,783,0.056971640783254555,0.03274814314652262,0.03916272788656313,0.0078494260634706,0.0015192437542201,DATASET_02_2013,Kerala_PALAKKAD_2013,0.0,675,0.007849426063470628,0.0015192437542201215,0.002110060769750169,0.00362930452397029,0.01713369345037137,0.013419986495611073,227,0
Kerala,PATHANAMTHITTA,2013,25,32,2,45,0,4,0,37,162,161,22,423,8,230,20,1240,1,187,1,113,0,0,3300,6002,347,332,382,238,443,0.05781406197934022,0.055314895034988334,0.06364545151616129,0.0074975008330556,0.0006664445184938,DATASET_02_2013,Kerala_PATHANAMTHITTA_2013,0.0,346,0.007497500833055648,0.0006664445184938354,0.0041652782405864714,0.0061646117960679776,0.026824391869376876,0.026991002999000334,145,0
Kerala,RAILWAYS,2013,2,2,0,0,0,1,0,3,2,229,0,4,0,3,0,28,0,33,12,0,0,0,38,368,45,41,234,3,4,0.12228260869565218,0.11141304347826086,0.6358695652173914,0.0,0.0027173913043478,DATASET_02_2013,Kerala_RAILWAYS_2013,0.0,45,0.0,0.002717391304347826,0.005434782608695652,0.008152173913043478,0.6222826086956522,0.005434782608695652,8,1
Kerala,THRISSUR COMMR.,2013,19,8,6,29,0,2,2,21,75,157,27,384,14,353,8,311,1,85,17,125,0,4,4862,6485,257,172,282,367,392,0.039629915188897455,0.026522744795682344,0.043484965304548956,0.0044718581341557,0.0003084040092521,DATASET_02_2013,Kerala_THRISSUR COMMR._2013,0.0,256,0.004471858134155744,0.00030840400925212025,0.0029298380878951427,0.003238242097147263,0.02420971472629144,0.01156515034695451,87,0
Kerala,THRISSUR RURAL,2013,13,29,9,64,0,13,5,39,121,179,36,512,8,349,36,747,3,258,27,387,0,1,14390,17207,739,430,380,357,548,0.04294763758935317,0.0249898297204626,0.02208403556692044,0.0037194165165339,0.0007555064799209,DATASET_02_2013,Kerala_THRISSUR RURAL_2013,0.0,736,0.003719416516533969,0.0007555064799209624,0.0007555064799209624,0.0022665194397628874,0.010402743069680944,0.0070320218515720345,172,0
Kerala,TRIVANDRUM COMMR.,2013,12,19,7,54,0,7,3,73,106,274,83,565,27,246,6,990,1,299,33,154,0,3,7204,10171,541,474,539,273,571,0.05319044341755973,0.04660308720873071,0.05299380591878871,0.0053092124668174,0.0006882312456985,DATASET_02_2013,Kerala_TRIVANDRUM COMMR._2013,0.0,540,0.005309212466817422,0.0006882312456985547,0.0011798249926260938,0.00717726870514207,0.02693933733162914,0.010421787434863829,175,0
Kerala,TRIVANDRUM RURAL,2013,44,90,8,130,0,32,14,87,282,346,105,748,11,293,37,1870,6,641,27,349,0,3,5267,10326,1153,1046,834,304,785,0.1116598876622119,0.10129769513848538,0.08076699593259733,0.0125895797017238,0.0030989734650397,DATASET_02_2013,Kerala_TRIVANDRUM RURAL_2013,0.0,1147,0.012589579701723804,0.0030989734650397056,0.004261088514429595,0.0084253341080767,0.033507650590741817,0.027309703660662404,405,0
Kerala,WAYANADU,2013,19,14,5,50,0,7,1,16,93,65,21,238,5,114,17,789,1,114,7,84,0,3,1423,3068,256,226,196,119,255,0.08344198174706649,0.07366362451108213,0.06388526727509779,0.0162972620599739,0.0022816166883963,DATASET_02_2013,Kerala_WAYANADU_2013,0.0,255,0.016297262059973925,0.0022816166883963492,0.006192959582790091,0.005215123859191656,0.0211864406779661,0.0303129074315515,112,0
Madhya Pradesh,AGAR,2013,19,17,0,24,0,18,1,7,33,76,46,17,2,14,12,281,1,41,1,30,0,63,552,1209,97,127,163,16,29,0.08023159636062861,0.10504549214226634,0.1348221670802316,0.0198511166253101,0.0148883374689826,DATASET_02_2013,Madhya Pradesh_AGAR_2013,0.0,96,0.019851116625310174,0.01488833746898263,0.015715467328370553,0.005789909015715467,0.06286186931348221,0.02729528535980149,86,0
Madhya Pradesh,ALIRAJPUR,2013,48,31,1,29,0,18,3,8,31,67,41,16,1,4,8,232,0,14,0,19,0,70,575,1175,62,152,150,5,24,0.05276595744680851,0.12936170212765957,0.1276595744680851,0.0246808510638297,0.0153191489361702,DATASET_02_2013,Madhya Pradesh_ALIRAJPUR_2013,0.0,62,0.02468085106382979,0.015319148936170212,0.04085106382978723,0.006808510638297872,0.05702127659574468,0.026382978723404255,138,0
Madhya Pradesh,ANUPPUR,2013,27,22,2,84,0,34,4,21,158,129,56,10,11,13,7,125,9,115,13,85,0,68,920,1860,306,309,368,24,17,0.16451612903225807,0.16612903225806452,0.1978494623655914,0.0451612903225806,0.0182795698924731,DATASET_02_2013,Madhya Pradesh_ANUPPUR_2013,0.0,297,0.04516129032258064,0.01827956989247312,0.014516129032258065,0.01129032258064516,0.06935483870967742,0.08494623655913978,194,0
Madhya Pradesh,ASHOK NAGAR,2013,26,26,0,64,0,28,2,22,75,91,40,17,4,4,6,844,8,141,6,40,0,73,1053,2534,259,309,230,8,23,0.10220994475138122,0.12194159431728492,0.09076558800315707,0.0252565114443567,0.011049723756906,DATASET_02_2013,Madhya Pradesh_ASHOK NAGAR_2013,0.0,251,0.025256511444356748,0.011049723756906077,0.010260457774269928,0.008681925808997633,0.03591160220994475,0.029597474348855565,168,0
Madhya Pradesh,BALAGHAT,2013,50,12,7,99,0,5,2,10,94,100,38,51,15,33,7,239,6,140,10,92,0,123,1775,2871,347,325,244,48,58,0.12086381051898293,0.11320097526994079,0.08498780912574017,0.0344827586206896,0.0017415534656913,DATASET_02_2013,Madhya Pradesh_BALAGHAT_2013,0.0,341,0.034482758620689655,0.0017415534656913968,0.017415534656913968,0.0034831069313827935,0.034831069313827935,0.03274120515499826,185,0
Madhya Pradesh,BARWANI,2013,32,21,1,51,0,43,1,13,86,170,87,20,0,9,3,65,7,76,9,17,0,153,1483,2260,160,238,357,9,23,0.07079646017699115,0.10530973451327434,0.1579646017699115,0.0225663716814159,0.0190265486725663,DATASET_02_2013,Madhya Pradesh_BARWANI_2013,0.0,153,0.02256637168141593,0.01902654867256637,0.01415929203539823,0.005752212389380531,0.0752212389380531,0.03805309734513274,162,0
Madhya Pradesh,BETUL,2013,62,34,3,119,0,83,0,20,129,198,63,9,0,19,3,231,7,222,18,92,0,160,1954,3363,458,543,410,19,12,0.13618792744573296,0.16146297948260482,0.12191495688373476,0.0353850728516205,0.0246803449301219,DATASET_02_2013,Madhya Pradesh_BETUL_2013,0.0,451,0.035385072851620576,0.024680344930121913,0.018435920309247695,0.005947071067499257,0.058876003568242644,0.0383586083853702,321,0
Madhya Pradesh,BHIND,2013,61,100,3,57,0,55,6,73,156,337,210,64,11,44,9,1455,28,117,0,53,0,204,1491,4333,255,472,782,55,73,0.058850680821601664,0.1089314562658666,0.1804754211862451,0.013154858066005,0.0126932840987768,DATASET_02_2013,Madhya Pradesh_BHIND_2013,0.0,227,0.013154858066005077,0.01269328409877683,0.014078006000461574,0.016847449803831065,0.07777521347795985,0.036002769443803366,355,0
Madhya Pradesh,BHOPAL,2013,55,115,0,173,0,107,0,209,908,2452,1586,78,22,172,18,38,18,357,52,344,0,285,8514,13927,944,1016,5155,194,96,0.06778200617505564,0.0729518202053565,0.37014432397501257,0.0124219142672506,0.0076829180728082,DATASET_02_2013,Madhya Pradesh_BHOPAL_2013,0.0,926,0.012421914267250663,0.007682918072808214,0.003949163495368708,0.015006821282401092,0.17606088892080132,0.06519709915990522,659,0
Madhya Pradesh,BHOPAL RLY.,2013,3,5,2,5,0,5,0,31,6,1638,14,4,2,5,0,2,0,15,4,2,0,0,224,1953,26,66,1689,7,4,0.013312852022529442,0.03379416282642089,0.8648233486943164,0.0025601638504864,0.0025601638504864,DATASET_02_2013,Madhya Pradesh_BHOPAL RLY._2013,0.0,26,0.002560163850486431,0.002560163850486431,0.0015360983102918587,0.015873015873015872,0.8387096774193549,0.0030721966205837174,51,1
Madhya Pradesh,BURHANPUR,2013,15,7,0,34,0,22,1,7,47,106,42,10,3,8,1,473,5,92,9,42,0,57,697,1636,182,178,203,11,11,0.11124694376528117,0.10880195599022005,0.12408312958435208,0.0207823960880195,0.0134474327628361,DATASET_02_2013,Madhya Pradesh_BURHANPUR_2013,0.0,177,0.02078239608801956,0.013447432762836185,0.009168704156479218,0.004278728606356968,0.0647921760391198,0.028728606356968216,86,0
Madhya Pradesh,CHHATARPUR,2013,46,52,4,77,0,38,2,37,268,224,200,31,5,28,11,305,24,220,0,81,0,176,2898,4527,402,476,731,33,42,0.08880053015241882,0.10514689639938149,0.16147559089905014,0.0170090567704881,0.0083940799646565,DATASET_02_2013,Madhya Pradesh_CHHATARPUR_2013,0.0,378,0.017009056770488182,0.008394079964656506,0.010161254694057875,0.008173183123481335,0.049480892423238346,0.05920035343494588,256,0
Madhya Pradesh,CHHINDWARA,2013,78,34,3,151,0,192,1,17,187,211,100,44,9,26,32,2203,9,194,39,145,0,229,1337,5142,538,670,516,35,76,0.10462854920264489,0.13029949436017113,0.10035005834305717,0.029366005445352,0.0373395565927654,DATASET_02_2013,Madhya Pradesh_CHHINDWARA_2013,0.0,529,0.029366005445352002,0.03733955659276546,0.015169194865810968,0.0033061065733177753,0.04103461688059121,0.03636717230649553,476,0
Madhya Pradesh,DAMOH,2013,39,33,0,50,0,21,0,15,97,104,46,10,0,11,5,1016,25,147,0,59,0,109,889,2630,281,305,262,11,15,0.10684410646387833,0.11596958174904944,0.09961977186311786,0.0190114068441064,0.0079847908745247,DATASET_02_2013,Madhya Pradesh_DAMOH_2013,0.0,256,0.019011406844106463,0.007984790874524715,0.014828897338403042,0.005703422053231939,0.03954372623574144,0.03688212927756654,158,0
Madhya Pradesh,DATIYA,2013,39,52,0,27,0,24,1,30,60,123,43,13,5,12,12,254,16,64,0,40,0,91,1401,2267,147,237,257,17,25,0.06484340538156154,0.10454344949272165,0.1133656815174239,0.011910013233348,0.0105866784296427,DATASET_02_2013,Madhya Pradesh_DATIYA_2013,0.0,131,0.011910013233348038,0.0105866784296427,0.017203352448169385,0.013233348037053375,0.054256726951918834,0.02646669607410675,173,0
Madhya Pradesh,DEWAS,2013,38,54,1,81,0,19,1,14,148,437,160,32,20,22,16,372,8,124,14,101,0,236,3239,4980,328,332,760,42,48,0.06586345381526104,0.06666666666666667,0.15261044176706828,0.0162650602409638,0.0038152610441767,DATASET_02_2013,Madhya Pradesh_DEWAS_2013,0.0,320,0.016265060240963854,0.003815261044176707,0.007630522088353414,0.002811244979919679,0.08775100401606425,0.02971887550200803,208,0
Madhya Pradesh,DHAR,2013,56,40,0,108,0,175,7,33,200,602,332,61,20,37,16,400,48,211,18,115,0,334,3680,6164,500,630,1174,57,77,0.08111615833874107,0.10220635950681375,0.19046073977936404,0.017521090201168,0.0283906554185593,DATASET_02_2013,Madhya Pradesh_DHAR_2013,0.0,452,0.01752109020116807,0.028390655418559375,0.009085009733939001,0.0053536664503569115,0.09766385463984426,0.03244646333549643,419,0
Madhya Pradesh,DINDORI,2013,22,6,16,76,0,20,0,1,50,63,15,9,2,14,4,83,6,120,8,47,0,57,1386,1990,257,261,129,16,13,0.12914572864321608,0.13115577889447236,0.06482412060301508,0.0381909547738693,0.0100502512562814,DATASET_02_2013,Madhya Pradesh_DINDORI_2013,0.0,251,0.03819095477386935,0.010050251256281407,0.011055276381909548,0.0005025125628140704,0.03165829145728643,0.02512562814070352,141,0
Madhya Pradesh,GUNA,2013,39,38,1,105,0,26,5,35,156,323,170,34,5,19,10,610,5,157,18,36,0,162,1992,3788,321,406,689,24,44,0.08474128827877508,0.10718057022175291,0.18189017951425554,0.0277191129883843,0.0068637803590285,DATASET_02_2013,Madhya Pradesh_GUNA_2013,0.0,316,0.02771911298838437,0.006863780359028511,0.010295670538542767,0.009239704329461458,0.08526927138331573,0.04118268215417107,249,0
Madhya Pradesh,GWALIOR,2013,93,151,17,158,0,67,8,145,852,1641,1231,102,39,122,25,678,43,369,47,446,0,256,5356,10693,1063,1008,3877,161,127,0.09941082951463574,0.09426727765828112,0.3625736463106705,0.0147760216964369,0.0062657813522865,DATASET_02_2013,Madhya Pradesh_GWALIOR_2013,0.0,1020,0.01477602169643692,0.006265781352286543,0.008697278593472364,0.01356027307584401,0.15346488356868979,0.07967829421116618,639,0
Madhya Pradesh,HARDA,2013,14,9,2,33,0,9,0,9,35,77,47,13,1,3,5,90,3,48,3,16,0,41,689,1100,103,124,168,4,18,0.09363636363636364,0.11272727272727273,0.15272727272727274,0.03,0.0081818181818181,DATASET_02_2013,Madhya Pradesh_HARDA_2013,0.0,100,0.03,0.008181818181818182,0.012727272727272728,0.008181818181818182,0.07,0.031818181818181815,76,0
Madhya Pradesh,HOSHANGABAD,2013,40,45,0,79,0,106,2,24,178,268,142,18,8,17,15,327,10,152,17,84,0,169,2071,3630,342,448,614,25,33,0.09421487603305785,0.12341597796143251,0.16914600550964187,0.021763085399449,0.0292011019283746,DATASET_02_2013,Madhya Pradesh_HOSHANGABAD_2013,0.0,332,0.021763085399449034,0.029201101928374655,0.011019283746556474,0.006611570247933884,0.07382920110192838,0.049035812672176306,296,0
Madhya Pradesh,INDORE,2013,106,215,10,190,0,398,4,224,1455,5906,4315,84,25,143,53,1393,31,369,69,350,0,544,10669,22249,1009,1516,11904,168,137,0.04535035282484606,0.0681378938379253,0.5350352824846061,0.0085397096498719,0.0178884444244685,DATASET_02_2013,Madhya Pradesh_INDORE_2013,0.0,978,0.008539709649871904,0.017888444424468516,0.004764259067823273,0.01006786821879635,0.26545013259022876,0.0653961975819138,1147,0
Madhya Pradesh,INDORE RLY.,2013,2,1,0,3,0,6,0,6,2,367,13,2,0,0,0,0,1,9,0,0,0,0,72,471,13,27,388,0,2,0.027600849256900213,0.05732484076433121,0.8237791932059448,0.0063694267515923,0.0127388535031847,DATASET_02_2013,Madhya Pradesh_INDORE RLY._2013,0.0,12,0.006369426751592357,0.012738853503184714,0.004246284501061571,0.012738853503184714,0.7791932059447984,0.004246284501061571,18,1
Madhya Pradesh,JABALPUR,2013,76,125,5,145,0,174,3,117,509,927,551,57,21,163,27,3471,37,303,67,218,0,301,4034,10790,770,948,2107,184,84,0.07136237256719184,0.08785912882298424,0.19527340129749768,0.0134383688600556,0.0161260426320667,DATASET_02_2013,Madhya Pradesh_JABALPUR_2013,0.0,733,0.013438368860055607,0.01612604263206673,0.007043558850787767,0.010843373493975903,0.08591288229842446,0.047173308619091754,645,0
Madhya Pradesh,JABALPUR RLY.,2013,3,3,0,1,0,2,0,18,10,756,13,2,0,4,0,5,1,13,1,1,0,1,182,1005,17,40,797,4,2,0.01691542288557214,0.03980099502487562,0.7930348258706468,0.0009950248756218,0.0019900497512437,DATASET_02_2013,Madhya Pradesh_JABALPUR RLY._2013,0.0,16,0.0009950248756218905,0.001990049751243781,0.0029850746268656717,0.01791044776119403,0.7522388059701492,0.009950248756218905,27,1
Madhya Pradesh,JHABUA,2013,20,7,1,49,0,96,3,23,76,158,85,29,3,8,12,66,0,60,0,10,0,90,1786,2498,119,259,345,11,41,0.047638110488390714,0.10368294635708566,0.13811048839071258,0.0196156925540432,0.0384307445956765,DATASET_02_2013,Madhya Pradesh_JHABUA_2013,0.0,119,0.019615692554043235,0.03843074459567654,0.008006405124099279,0.009207365892714172,0.0632506004803843,0.03042433947157726,199,0
Madhya Pradesh,KATNI,2013,46,26,7,65,0,72,1,12,155,171,98,19,2,25,5,1169,13,206,8,60,0,145,1589,3803,352,435,437,27,24,0.0925585064422824,0.11438338154088877,0.11490928214567447,0.0170917696555351,0.018932421772285,DATASET_02_2013,Madhya Pradesh_KATNI_2013,0.0,339,0.017091769655535105,0.01893242177228504,0.012095713910070997,0.003155403628714173,0.044964501709176964,0.0407572968708914,229,0
Madhya Pradesh,KHANDWA,2013,34,40,0,97,0,105,1,15,214,258,87,38,8,26,5,73,6,179,13,46,1,129,2047,3336,342,471,575,34,43,0.10251798561151079,0.14118705035971224,0.1723621103117506,0.0290767386091127,0.0314748201438848,DATASET_02_2013,Madhya Pradesh_KHANDWA_2013,0.0,335,0.02907673860911271,0.03147482014388489,0.010191846522781775,0.0044964028776978415,0.07733812949640288,0.06414868105515588,292,0
Madhya Pradesh,KHARGON,2013,43,35,2,95,0,177,2,28,193,440,186,34,4,9,8,101,34,213,16,111,0,306,2946,4800,469,595,849,13,42,0.09770833333333333,0.12395833333333334,0.176875,0.0197916666666666,0.036875,DATASET_02_2013,Madhya Pradesh_KHARGON_2013,0.0,435,0.019791666666666666,0.036875,0.008958333333333334,0.005833333333333334,0.09166666666666666,0.04020833333333333,382,0
Madhya Pradesh,MANDLA,2013,28,16,2,88,0,14,0,2,63,53,28,4,1,13,2,249,2,104,11,46,0,91,1116,1906,251,254,146,14,6,0.1316894018887723,0.13326337880377753,0.07660020986358866,0.0461699895068205,0.0073452256033578,DATASET_02_2013,Madhya Pradesh_MANDLA_2013,0.0,249,0.046169989506820566,0.007345225603357817,0.014690451206715634,0.001049317943336831,0.027806925498426022,0.03305351521511018,150,0
Madhya Pradesh,MANDSAUR,2013,27,52,0,74,0,31,2,7,116,319,144,13,18,46,16,183,4,143,17,145,1,122,2434,3772,384,336,588,64,29,0.10180275715800637,0.08907741251325557,0.15588547189819724,0.0196182396606574,0.0082184517497348,DATASET_02_2013,Madhya Pradesh_MANDSAUR_2013,0.0,379,0.019618239660657476,0.008218451749734889,0.0071580063626723225,0.001855779427359491,0.08457051961823966,0.030752916224814422,193,0
Madhya Pradesh,MORENA,2013,55,128,5,60,0,48,7,52,169,519,290,99,2,44,6,1905,40,116,5,151,0,181,1979,5588,372,471,1037,46,105,0.06657122405153901,0.08428775948460988,0.18557623478883323,0.0107372942018611,0.0085898353614889,DATASET_02_2013,Madhya Pradesh_MORENA_2013,0.0,332,0.010737294201861132,0.008589835361488905,0.00984251968503937,0.009305654974946313,0.09287759484609878,0.03024337866857552,355,0
Madhya Pradesh,NARSINGHPUR,2013,30,40,1,101,0,69,1,11,184,191,83,18,6,23,13,1500,16,189,12,115,0,148,981,3649,433,442,470,29,31,0.11866264730063031,0.12112907645930392,0.1288024116196218,0.0276788161140038,0.0189092902164976,DATASET_02_2013,Madhya Pradesh_NARSINGHPUR_2013,0.0,417,0.027678816114003836,0.01890929021649767,0.00822143052891203,0.0030145245272677444,0.05234310770073993,0.050424773910660456,253,0
Madhya Pradesh,NEEMUCH,2013,8,11,0,49,0,48,0,27,107,213,104,35,37,22,1,423,0,84,10,62,3,97,1287,2525,208,227,451,59,36,0.08237623762376238,0.0899009900990099,0.1786138613861386,0.0194059405940594,0.019009900990099,DATASET_02_2013,Madhya Pradesh_NEEMUCH_2013,0.0,205,0.019405940594059406,0.01900990099009901,0.0031683168316831685,0.010693069306930694,0.08435643564356436,0.04237623762376238,143,0
Madhya Pradesh,PANNA,2013,20,23,3,45,0,14,0,5,71,48,21,0,0,8,7,197,14,85,2,29,0,84,1172,1828,175,195,145,8,7,0.09573304157549234,0.10667396061269147,0.07932166301969365,0.024617067833698,0.0076586433260393,DATASET_02_2013,Madhya Pradesh_PANNA_2013,0.0,161,0.02461706783369803,0.007658643326039387,0.010940919037199124,0.002735229759299781,0.0262582056892779,0.038840262582056896,110,0
Madhya Pradesh,RAISEN,2013,50,57,0,115,0,36,1,7,104,230,111,26,5,13,6,1852,9,204,33,94,0,219,1595,4656,455,470,453,18,32,0.0977233676975945,0.10094501718213059,0.09729381443298969,0.0246993127147766,0.0077319587628865,DATASET_02_2013,Madhya Pradesh_RAISEN_2013,0.0,446,0.02469931271477663,0.007731958762886598,0.010738831615120275,0.0015034364261168386,0.04939862542955326,0.022336769759450172,266,0
Madhya Pradesh,RAJGARH,2013,32,29,0,120,0,82,3,21,167,305,168,47,12,13,48,245,8,203,10,83,0,131,2873,4433,424,490,664,25,95,0.0956462891946763,0.11053462666365892,0.14978569817279494,0.0270697044890593,0.0184976314008572,DATASET_02_2013,Madhya Pradesh_RAJGARH_2013,0.0,416,0.027069704489059328,0.01849763140085721,0.007218587863749154,0.004737198285585382,0.06880216557635913,0.0376720054139409,287,0
Madhya Pradesh,RATLAM,2013,39,51,1,88,0,61,0,41,136,288,119,20,12,38,14,1034,10,89,5,77,2,168,1317,3497,271,370,584,50,34,0.0774949957106091,0.10580497569345153,0.16700028595939376,0.0251644266514154,0.0174435230197312,DATASET_02_2013,Madhya Pradesh_RATLAM_2013,0.0,259,0.025164426651415498,0.0174435230197312,0.011152416356877323,0.011724335144409494,0.08235630540463254,0.03889047755218759,281,0
Madhya Pradesh,REWA,2013,49,52,0,113,0,32,4,64,616,483,280,42,12,44,28,636,47,178,3,127,0,258,2948,5741,468,492,1447,56,70,0.08151889914649016,0.08569935551297683,0.25204668176275913,0.0196829820588747,0.0055739418219822,DATASET_02_2013,Madhya Pradesh_REWA_2013,0.0,421,0.01968298205887476,0.005573941821982233,0.008535098414910295,0.011147883643964466,0.08413168437554433,0.10729838007315799,314,0
Madhya Pradesh,SAGAR,2013,58,68,2,135,0,55,0,47,313,434,205,119,14,48,26,2250,36,422,40,130,0,266,3547,8016,763,787,999,62,145,0.09518463073852296,0.09817864271457086,0.12462574850299402,0.0168413173652694,0.0068612774451097,DATASET_02_2013,Madhya Pradesh_SAGAR_2013,0.0,727,0.016841317365269462,0.0068612774451097805,0.007235528942115769,0.005863273453093812,0.05414171656686627,0.03904690618762475,365,0
Madhya Pradesh,SATNA,2013,69,52,2,124,0,41,4,50,393,497,293,50,19,67,19,791,35,204,11,135,0,302,3362,6232,509,546,1237,86,69,0.08167522464698332,0.08761232349165597,0.19849165596919127,0.0198973042362002,0.006578947368421,DATASET_02_2013,Madhya Pradesh_SATNA_2013,0.0,474,0.01989730423620026,0.006578947368421052,0.011071887034659821,0.008023106546854942,0.07974967907573813,0.06306161745827984,342,0
Madhya Pradesh,SEONI,2013,29,19,1,75,0,47,1,12,88,98,33,13,3,17,4,220,15,130,8,24,0,152,1674,2632,252,314,232,20,17,0.09574468085106383,0.11930091185410334,0.08814589665653495,0.0284954407294832,0.0178571428571428,DATASET_02_2013,Madhya Pradesh_SEONI_2013,0.0,237,0.028495440729483283,0.017857142857142856,0.011018237082066869,0.004559270516717325,0.03723404255319149,0.03343465045592705,184,0
Madhya Pradesh,SHAHDOL,2013,42,34,0,115,0,130,2,20,294,225,51,21,8,23,13,546,9,216,9,193,0,107,2336,4344,542,559,592,31,34,0.12476979742173112,0.12868324125230202,0.13627992633517497,0.0264732965009208,0.0299263351749539,DATASET_02_2013,Madhya Pradesh_SHAHDOL_2013,0.0,533,0.02647329650092081,0.02992633517495396,0.009668508287292817,0.004604051565377533,0.05179558011049724,0.06767955801104972,343,0
Madhya Pradesh,SHAJAPUR,2013,14,38,0,44,0,20,0,15,125,306,135,39,12,6,17,1204,2,113,7,37,0,86,436,2523,203,244,581,18,56,0.08045977011494253,0.09671026555687673,0.23028141101862862,0.0174395560840269,0.0079270709472849,DATASET_02_2013,Madhya Pradesh_SHAJAPUR_2013,0.0,201,0.01743955608402695,0.007927070947284977,0.005548949663099485,0.005945303210463734,0.12128418549346016,0.04954419342053112,131,0
Madhya Pradesh,SHEOPUR,2013,18,9,0,32,0,7,1,9,44,76,51,36,5,17,0,850,5,45,3,39,0,45,166,1409,124,121,181,22,36,0.0880056777856636,0.0858765081618169,0.12845990063875087,0.0227111426543648,0.0049680624556423,DATASET_02_2013,Madhya Pradesh_SHEOPUR_2013,0.0,119,0.0227111426543648,0.0049680624556423,0.0127750177430802,0.0063875088715401,0.0539389638041164,0.031227821149751596,76,0
Madhya Pradesh,SHIVPURI,2013,63,44,1,106,0,32,4,50,140,251,121,50,14,28,31,844,14,211,13,78,0,173,2613,4772,422,511,566,42,81,0.0884325230511316,0.10708298407376363,0.11860854987426656,0.0222129086336965,0.0067057837384744,DATASET_02_2013,Madhya Pradesh_SHIVPURI_2013,0.0,408,0.022212908633696564,0.006705783738474434,0.013202011735121543,0.010477787091366304,0.052598491198658844,0.02933780385582565,300,0
Madhya Pradesh,SIDHI,2013,21,24,3,46,0,76,0,11,156,97,21,6,6,14,8,290,17,116,4,70,0,98,1589,2653,253,297,285,20,14,0.09536373916321146,0.11194873727855258,0.10742555597436863,0.0173388616660384,0.0286468149264983,DATASET_02_2013,Madhya Pradesh_SIDHI_2013,0.0,236,0.017338861666038447,0.028646814926498305,0.0079155672823219,0.0041462495288352805,0.0365623822088202,0.05880135695439125,181,0
