YEAR,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME
2013,3360.0532994923856,309.6637055837563,353.26269035532994,861.9022842639594,161.11294416243655,103.40482233502539
2014,3564.761845386534,327.25935162094765,400.711970074813,979.6197007481297,161.8778054862843,94.14588528678304
