STATE_UT,DISTRICT,YEAR,MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,HURT,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,RAPE_SHARE,KIDNAPPING_SHARE,SOURCE_DATASET
Meghalaya,GARO HILLS EAST,2013,13,16,6,5,0,7,3,10,5,32,8,0,1,6,0,4,0,6,0,0,0,0,74,188,11,66,58,7,0,0.05851063829787234,0.35106382978723405,0.30851063829787234,0.026595744680851064,0.03723404255319149,DATASET_02_2013
Meghalaya,GARO HILLS NORTH,2013,3,9,0,1,0,18,6,4,3,17,5,1,8,1,5,6,0,0,0,1,0,6,25,115,2,41,35,9,6,0.017391304347826087,0.3565217391304348,0.30434782608695654,0.008695652173913044,0.1565217391304348,DATASET_02_2013
Meghalaya,GARO HILLS SOUTH,2013,18,20,0,7,0,10,8,0,5,19,10,0,3,0,0,10,0,2,0,1,0,6,43,152,10,65,42,3,0,0.06578947368421052,0.4276315789473684,0.27631578947368424,0.046052631578947366,0.06578947368421052,DATASET_02_2013
Meghalaya,GARO HILLS SOUTH W.,2013,7,5,2,10,0,3,6,1,9,9,1,0,3,3,0,5,0,5,0,0,0,3,20,92,15,39,26,6,0,0.16304347826086957,0.42391304347826086,0.2826086956521739,0.10869565217391304,0.03260869565217391,DATASET_02_2013
Meghalaya,GARO HILLS WEST,2013,15,9,4,15,0,18,3,6,27,97,42,9,8,19,6,28,0,16,0,6,0,16,92,400,37,86,175,27,15,0.0925,0.215,0.4375,0.0375,0.045,DATASET_02_2013
Meghalaya,JAINTIA HILLS EAST,2013,23,8,0,14,0,20,2,5,5,58,8,0,14,8,7,33,0,3,0,0,0,24,67,292,17,75,78,22,7,0.05821917808219178,0.2568493150684932,0.2671232876712329,0.04794520547945205,0.0684931506849315,DATASET_02_2013
Meghalaya,JAINTIA HILLS WEST,2013,20,0,2,24,0,2,4,7,19,42,2,0,2,11,15,39,0,10,0,2,0,10,83,293,36,69,74,13,15,0.12286689419795221,0.2354948805460751,0.2525597269624573,0.08191126279863481,0.006825938566552901,DATASET_02_2013
Meghalaya,KHASI HILLS EAST,2013,26,23,2,55,0,40,4,29,83,217,26,0,53,69,72,111,2,32,0,11,0,33,258,1127,100,211,359,122,72,0.08873114463176575,0.18722271517302574,0.318544809228039,0.048802129547471165,0.0354924578527063,DATASET_02_2013
Meghalaya,KHASI HILLS SOUTH W.,2013,10,0,2,11,0,2,5,2,1,12,2,1,2,0,0,14,0,2,0,2,0,3,11,82,15,34,22,2,1,0.18292682926829268,0.4146341463414634,0.2682926829268293,0.13414634146341464,0.024390243902439025,DATASET_02_2013
Meghalaya,KHASI HILLS WEST,2013,12,7,0,12,0,6,8,2,10,30,1,2,1,1,1,7,0,14,0,0,0,0,64,177,26,61,51,2,3,0.14689265536723164,0.3446327683615819,0.288135593220339,0.06779661016949153,0.03389830508474576,DATASET_02_2013
Meghalaya,RI-BHOI,2013,19,14,1,29,0,13,2,2,20,84,18,0,3,4,21,19,0,8,0,0,0,28,74,341,37,88,126,7,21,0.10850439882697947,0.25806451612903225,0.36950146627565983,0.08504398826979472,0.03812316715542522,DATASET_02_2013
Mizoram,AIZAWL,2013,9,8,0,37,0,2,0,1,195,326,44,0,9,45,24,22,0,37,0,5,0,17,105,844,79,94,566,54,24,0.09360189573459715,0.11137440758293839,0.6706161137440758,0.04383886255924171,0.002369668246445498,DATASET_02_2013
Mizoram,CHAMPHAI,2013,0,5,1,12,0,1,0,0,39,88,1,1,0,4,0,7,0,5,0,0,0,0,26,189,17,24,128,4,1,0.08994708994708994,0.12698412698412698,0.6772486772486772,0.06349206349206349,0.005291005291005291,DATASET_02_2013
Mizoram,KOLASIB,2013,6,2,0,9,0,1,3,0,44,61,13,0,5,0,2,8,0,7,0,0,0,0,26,176,16,28,121,5,2,0.09090909090909091,0.1590909090909091,0.6875,0.05113636363636364,0.005681818181818182,DATASET_02_2013
Mizoram,LAWNGTLAI,2013,1,1,0,3,0,0,0,1,18,23,0,0,2,2,0,8,0,6,0,0,0,4,20,90,9,12,42,4,0,0.1,0.13333333333333333,0.4666666666666667,0.03333333333333333,0.0,DATASET_02_2013
Mizoram,LUNGLEI,2013,6,2,0,15,0,0,0,0,29,53,2,0,1,4,0,5,0,13,0,0,0,9,17,154,28,36,84,5,0,0.18181818181818182,0.23376623376623376,0.5454545454545454,0.09740259740259741,0.0,DATASET_02_2013
Mizoram,MAMIT,2013,3,0,1,5,0,3,1,1,16,24,0,0,0,0,1,8,0,5,0,0,0,4,16,88,10,19,42,0,1,0.11363636363636363,0.2159090909090909,0.4772727272727273,0.056818181818181816,0.03409090909090909,DATASET_02_2013
Mizoram,SAIHA,2013,0,1,0,4,0,0,0,0,17,29,0,0,0,0,0,8,0,1,0,0,0,3,4,67,5,6,46,0,0,0.07462686567164178,0.08955223880597014,0.6865671641791045,0.05970149253731343,0.0,DATASET_02_2013
Mizoram,SERCHHIP,2013,2,0,0,4,0,0,0,0,16,39,3,0,0,0,0,4,0,7,0,0,0,0,16,88,11,13,58,0,0,0.125,0.14772727272727273,0.6590909090909091,0.045454545454545456,0.0,DATASET_02_2013
Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,DATASET_02_2013
Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,DATASET_02_2013
Nagaland,DIMAPUR,2013,37,22,1,14,0,22,3,29,13,242,190,1,8,39,8,6,1,18,1,4,0,14,85,572,38,146,477,47,9,0.06643356643356643,0.25524475524475526,0.833916083916084,0.024475524475524476,0.038461538461538464,DATASET_02_2013
Nagaland,KIPHIRE,2013,2,8,0,2,0,2,0,0,0,4,0,4,0,1,0,2,0,0,0,0,0,0,17,42,2,14,4,1,4,0.047619047619047616,0.3333333333333333,0.09523809523809523,0.047619047619047616,0.047619047619047616,DATASET_02_2013
Nagaland,KOHIMA,2013,11,3,13,5,0,7,0,11,5,48,18,0,1,8,0,4,0,0,0,0,0,0,45,162,5,50,82,9,0,0.030864197530864196,0.30864197530864196,0.5061728395061729,0.030864197530864196,0.043209876543209874,DATASET_02_2013
Nagaland,LONGLENG,2013,0,2,0,0,0,0,0,0,1,3,1,0,0,1,0,2,0,0,0,0,0,0,5,14,0,2,5,1,0,0.0,0.14285714285714285,0.35714285714285715,0.0,0.0,DATASET_02_2013
Nagaland,MOKOKCHUNG,2013,5,4,1,3,0,6,0,4,4,18,4,4,0,4,1,8,0,0,0,0,0,2,24,88,3,23,30,4,5,0.03409090909090909,0.26136363636363635,0.3409090909090909,0.03409090909090909,0.06818181818181818,DATASET_02_2013
Nagaland,MON,2013,8,1,0,1,0,2,0,1,0,12,2,1,2,1,0,4,0,0,0,0,0,5,12,50,1,13,15,3,1,0.02,0.26,0.3,0.02,0.04,DATASET_02_2013
Nagaland,PEREN,2013,0,2,0,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,3,15,1,3,8,1,0,0.06666666666666667,0.2,0.5333333333333333,0.06666666666666667,0.0,DATASET_02_2013
Nagaland,PHEK,2013,7,4,3,4,0,0,0,2,3,16,2,0,0,1,0,13,0,0,0,0,0,0,29,82,4,20,23,1,0,0.04878048780487805,0.24390243902439024,0.2804878048780488,0.04878048780487805,0.0,DATASET_02_2013
Nagaland,TUENSANG,2013,1,3,0,1,0,0,0,0,0,13,0,1,0,0,0,5,0,0,0,0,0,5,27,56,1,5,13,0,1,0.017857142857142856,0.08928571428571429,0.23214285714285715,0.017857142857142856,0.0,DATASET_02_2013
Nagaland,WOKHA,2013,2,9,0,0,0,1,0,0,2,28,7,0,0,4,0,12,0,0,0,0,0,0,29,87,0,12,37,4,0,0.0,0.13793103448275862,0.42528735632183906,0.0,0.011494252873563218,DATASET_02_2013
Nagaland,ZUNHEBOTO,2013,5,5,0,0,0,0,0,2,5,17,7,0,0,1,0,3,0,0,0,0,0,0,10,48,0,12,31,1,0,0.0,0.25,0.6458333333333334,0.0,0.0,DATASET_02_2013
Odisha,ANGUL,2013,58,134,0,64,0,127,29,81,183,716,169,155,18,52,23,45,0,288,7,68,0,160,1634,3842,427,781,1178,70,178,0.11114003123373244,0.20327954190525768,0.30661114003123374,0.01665799062988027,0.03305570015616866,DATASET_02_2013
Odisha,BALASORE,2013,56,101,1,94,0,176,16,80,271,400,125,53,16,169,17,1422,49,251,30,396,0,5,438,4067,820,775,892,185,70,0.2016228178018195,0.19055815097123185,0.21932628473075977,0.023112859601671993,0.04327514138185395,DATASET_02_2013
Odisha,BARAGARH,2013,33,82,0,49,0,45,8,47,80,143,38,103,0,43,10,89,4,149,14,79,0,87,510,1587,295,413,316,43,113,0.18588531821045998,0.260239445494644,0.19911783238815375,0.03087586641461878,0.02835538752362949,DATASET_02_2013
Odisha,BERHAMPUR,2013,21,105,1,33,0,71,9,74,115,267,156,44,53,66,4,267,1,183,27,71,0,83,460,1985,315,497,621,119,48,0.15869017632241814,0.2503778337531486,0.3128463476070529,0.01662468513853904,0.035768261964735516,DATASET_02_2013
Odisha,BHADRAK,2013,33,66,0,69,0,111,11,24,94,142,45,16,15,75,23,42,12,136,19,202,0,67,1551,2708,438,450,316,90,39,0.16174298375184637,0.16617429837518463,0.11669128508124077,0.025480059084194977,0.04098966026587888,DATASET_02_2013
Odisha,BOLANGIR,2013,37,55,0,44,0,50,27,45,121,185,63,85,6,66,14,0,11,101,8,42,0,104,1002,2008,206,359,441,72,99,0.10258964143426295,0.17878486055776893,0.2196215139442231,0.021912350597609563,0.0249003984063745,DATASET_02_2013
Odisha,BOUDH,2013,19,20,0,49,0,39,4,10,22,37,15,24,11,17,4,217,1,107,8,31,0,34,52,706,196,248,88,28,28,0.2776203966005666,0.35127478753541075,0.12464589235127478,0.06940509915014165,0.05524079320113314,DATASET_02_2013
Odisha,CUTTACK,2013,51,7,0,44,0,61,20,54,117,221,77,41,2,54,11,715,29,12,1,28,0,133,806,2407,114,249,489,56,52,0.04736186123805567,0.10344827586206896,0.20315745741587038,0.018280016618196927,0.02534275031159119,DATASET_02_2013
Odisha,DCP BBSR,2013,49,74,0,51,0,119,11,88,340,1582,857,78,3,256,14,818,18,92,26,58,0,166,1640,5497,245,484,2878,259,92,0.04456976532654175,0.08804802619610697,0.5235583045297435,0.009277787884300528,0.021648171730034565,DATASET_02_2013
Odisha,DCP CTC,2013,34,12,13,30,0,84,9,55,167,796,388,24,9,125,5,5,2,27,6,183,0,310,1046,2954,248,264,1415,134,29,0.08395396073121192,0.08937034529451592,0.47901150981719703,0.010155721056194989,0.02843601895734597,DATASET_02_2013
Odisha,DEOGARH,2013,14,21,0,19,0,10,2,8,17,44,5,7,3,7,2,176,1,40,1,18,0,32,55,478,79,114,76,10,9,0.16527196652719664,0.2384937238493724,0.1589958158995816,0.0397489539748954,0.02092050209205021,DATASET_02_2013
Odisha,DHENKANAL,2013,54,141,0,37,0,56,15,68,87,205,59,110,9,45,29,46,17,376,44,54,0,117,618,2131,528,747,434,54,139,0.24777099953073675,0.35053965274519006,0.2036602534021586,0.017362740497419052,0.02627874237447208,DATASET_02_2013
Odisha,GAJAPATI,2013,7,25,0,19,0,8,1,3,18,26,10,40,4,32,2,65,4,80,6,10,0,42,31,424,119,143,58,36,42,0.2806603773584906,0.33726415094339623,0.13679245283018868,0.04481132075471698,0.018867924528301886,DATASET_02_2013
Odisha,GANJAM,2013,86,243,0,80,0,65,42,69,109,193,68,108,47,73,34,343,20,407,39,40,0,48,280,2326,586,992,481,120,142,0.2519346517626827,0.42648323301805674,0.206792777300086,0.034393809114359415,0.027944969905417026,DATASET_02_2013
Odisha,JAGATSINGHPUR,2013,53,38,0,40,0,81,14,115,133,412,100,87,10,61,24,207,30,177,7,113,0,239,477,2324,367,518,774,71,111,0.1579173838209983,0.22289156626506024,0.33304647160068845,0.01721170395869191,0.034853700516351116,DATASET_02_2013
Odisha,JAJPUR,2013,49,32,0,76,0,108,11,56,131,438,150,66,11,77,17,977,35,171,20,169,0,429,133,3008,471,503,786,88,83,0.15658244680851063,0.16722074468085107,0.2613031914893617,0.02526595744680851,0.03590425531914894,DATASET_02_2013
Odisha,JHARSUGUDA,2013,22,3,0,21,0,25,9,37,82,189,44,36,19,26,9,307,6,88,5,54,0,102,174,1214,174,205,361,45,45,0.14332784184514002,0.16886326194398682,0.29736408566721584,0.01729818780889621,0.02059308072487644,DATASET_02_2013
Odisha,KALAHANDI,2013,42,50,0,55,0,58,5,32,57,105,18,80,23,55,15,451,9,157,21,116,0,80,324,1735,358,399,217,78,95,0.20634005763688762,0.22997118155619597,0.1250720461095101,0.03170028818443804,0.03342939481268011,DATASET_02_2013
Odisha,KANDHAMAL,2013,24,11,0,43,0,53,5,15,43,68,21,10,10,55,3,340,4,101,6,37,0,1,79,909,191,252,152,65,13,0.21012101210121012,0.27722772277227725,0.16721672167216722,0.047304730473047306,0.058305830583058306,DATASET_02_2013
Odisha,KENDRAPARA,2013,46,97,0,53,0,109,7,49,124,159,66,43,3,54,18,1278,0,26,4,41,0,0,170,2282,124,387,405,57,61,0.05433829973707274,0.16958808063102543,0.17747589833479405,0.02322524101665206,0.047765118317265556,DATASET_02_2013
Odisha,KEONJHAR,2013,92,102,18,115,0,88,16,48,117,278,105,75,43,42,17,642,29,244,20,194,0,241,156,2579,602,723,564,85,92,0.23342380767739435,0.2803412175261729,0.21868941450174487,0.04459092671578131,0.03412175261729353,DATASET_02_2013
Odisha,KHURDA,2013,43,72,0,33,0,76,20,70,98,198,63,66,9,57,13,0,17,105,8,127,0,250,719,1982,290,419,449,66,79,0.14631685166498487,0.2114026236125126,0.2265388496468214,0.016649848637739658,0.03834510595358224,DATASET_02_2013
Odisha,KORAPUT,2013,52,44,0,77,0,58,20,43,97,120,35,71,6,51,12,0,5,112,8,63,0,101,515,1456,265,406,315,57,83,0.1820054945054945,0.27884615384615385,0.21634615384615385,0.052884615384615384,0.03983516483516483,DATASET_02_2013
Odisha,MALKANGIR,2013,34,39,0,15,0,27,6,5,22,39,4,28,18,60,5,5,2,39,6,14,0,25,105,494,76,165,76,78,33,0.15384615384615385,0.3340080971659919,0.15384615384615385,0.030364372469635626,0.05465587044534413,DATASET_02_2013
Odisha,MAYURBHANJ,2013,91,84,0,142,0,126,4,40,138,272,79,26,12,80,15,597,19,343,13,102,0,181,671,2958,619,830,533,92,41,0.209263015551048,0.2805949966193374,0.1801893171061528,0.048005409060175794,0.04259634888438134,DATASET_02_2013
Odisha,NAYAGARH,2013,36,142,2,30,0,55,19,58,59,141,62,48,4,45,10,483,13,13,2,23,0,72,264,1520,81,355,339,49,58,0.053289473684210525,0.23355263157894737,0.22302631578947368,0.019736842105263157,0.03618421052631579,DATASET_02_2013
Odisha,NOWRANGPUR,2013,19,24,2,67,0,71,10,14,33,76,21,65,3,29,6,147,0,111,13,68,0,52,732,1542,259,318,154,32,71,0.16796368352788585,0.20622568093385213,0.09987029831387809,0.04345006485084306,0.046044098573281456,DATASET_02_2013
Odisha,NUAPADA,2013,17,46,0,24,0,49,11,22,41,85,30,25,5,40,7,58,7,120,14,23,0,43,443,1080,188,289,189,45,32,0.17407407407407408,0.2675925925925926,0.175,0.022222222222222223,0.04537037037037037,DATASET_02_2013
Odisha,PURI,2013,64,65,0,58,0,93,10,113,189,449,180,139,5,105,13,192,24,56,5,181,0,187,1799,3753,324,459,941,110,152,0.08633093525179857,0.1223021582733813,0.2507327471356248,0.015454303224087397,0.02478017585931255,DATASET_02_2013
Odisha,RAYAGADA,2013,27,48,1,78,0,92,8,20,72,84,18,30,12,34,9,45,3,136,10,48,0,61,345,1163,275,410,202,46,39,0.236457437661221,0.352536543422184,0.17368873602751506,0.06706792777300086,0.07910576096302666,DATASET_02_2013
Odisha,ROURKELA,2013,62,18,0,71,0,61,24,67,184,515,161,31,7,66,5,236,5,134,17,32,0,151,715,2410,259,437,951,73,36,0.1074688796680498,0.1813278008298755,0.3946058091286307,0.02946058091286307,0.025311203319502075,DATASET_02_2013
Odisha,SAMBALPUR,2013,48,95,0,81,0,56,19,114,247,513,181,70,15,68,17,53,9,63,7,37,0,179,1342,3038,197,476,1074,83,87,0.06484529295589203,0.15668202764976957,0.3535220539828835,0.026662277814351546,0.018433179723502304,DATASET_02_2013
Odisha,SONEPUR,2013,13,18,0,17,0,13,4,9,45,84,18,15,0,34,0,12,1,67,1,44,0,46,227,650,130,141,160,34,15,0.2,0.2169230769230769,0.24615384615384617,0.026153846153846153,0.02,DATASET_02_2013
Odisha,SRP(CUTTACK),2013,3,2,0,0,0,0,2,12,6,375,39,0,0,10,0,6,0,3,0,1,0,0,60,482,4,22,434,10,0,0.008298755186721992,0.04564315352697095,0.9004149377593361,0.0,0.0,DATASET_02_2013
Odisha,SRP(ROURKELA),2013,6,2,0,1,0,5,1,12,17,288,26,0,0,3,0,0,0,15,0,0,0,4,85,443,16,42,344,3,0,0.03611738148984198,0.09480812641083522,0.7765237020316027,0.002257336343115124,0.011286681715575621,DATASET_02_2013
Odisha,SUNDARGARH,2013,59,55,1,53,0,44,7,21,71,199,42,38,6,37,9,457,8,88,3,25,0,207,185,1576,177,328,340,43,47,0.11230964467005077,0.20812182741116753,0.21573604060913706,0.03362944162436548,0.027918781725888325,DATASET_02_2013
Punjab,AMRITSAR RURAL,2013,44,55,4,34,0,67,1,9,96,222,35,0,14,142,5,205,3,60,1,50,0,167,300,1491,148,274,363,156,5,0.09926224010731052,0.18376928236083165,0.24346076458752516,0.022803487592219986,0.04493628437290409,DATASET_02_2013
Punjab,BARNALA,2013,14,22,2,17,0,44,0,2,60,128,64,0,8,26,4,65,2,11,0,17,0,81,263,771,47,112,254,34,4,0.0609597924773022,0.14526588845654995,0.32944228274967574,0.02204928664072633,0.057068741893644616,DATASET_02_2013
Punjab,BATALA,2013,25,23,4,31,0,31,1,9,52,70,36,0,7,63,1,155,1,26,0,35,0,57,229,826,93,150,168,70,1,0.11259079903147699,0.18159806295399517,0.2033898305084746,0.03753026634382567,0.03753026634382567,DATASET_02_2013
Punjab,BHATINDA,2013,36,51,6,52,0,62,0,2,225,326,198,0,17,157,9,229,4,57,2,89,0,120,644,2096,204,266,751,174,9,0.09732824427480916,0.1269083969465649,0.3583015267175573,0.02480916030534351,0.029580152671755726,DATASET_02_2013
Punjab,CP AMRITSAR,2013,18,55,4,29,0,62,2,6,102,259,99,0,17,255,3,157,4,53,4,101,0,78,436,1652,191,229,468,272,3,0.11561743341404358,0.13861985472154964,0.28329297820823246,0.017554479418886198,0.03753026634382567,DATASET_02_2013
Punjab,CP JALANDHAR,2013,23,33,4,41,0,67,0,11,179,388,163,0,6,232,2,129,11,78,14,162,0,64,447,1894,306,257,741,238,2,0.16156282998944033,0.13569165786694826,0.39123548046462514,0.02164730728616684,0.03537486800422387,DATASET_02_2013
Punjab,CP LUDHIANA,2013,71,72,6,109,0,145,3,10,198,495,243,0,46,305,2,193,13,81,21,140,0,247,1025,3194,364,497,949,351,2,0.11396368190356919,0.15560425798371946,0.2971195992485911,0.03412648716343143,0.04539762053850971,DATASET_02_2013
Punjab,FARIDKOT,2013,15,26,3,20,0,21,0,1,50,72,24,0,7,46,2,113,3,29,0,21,0,3,291,724,73,115,147,53,2,0.10082872928176796,0.15883977900552487,0.20303867403314918,0.027624309392265192,0.029005524861878452,DATASET_02_2013
Punjab,FATEHGARH SAHIB,2013,12,11,5,17,0,22,0,2,51,68,36,0,3,127,0,133,1,13,0,47,0,110,183,811,78,82,157,130,0,0.09617755856966707,0.10110974106041924,0.1935881627620222,0.02096177558569667,0.027127003699136867,DATASET_02_2013
Punjab,FAZILKA,2013,20,23,2,34,0,32,0,3,67,109,44,0,5,65,0,167,4,14,4,33,0,40,239,863,89,128,223,70,0,0.10312862108922363,0.14831981460023175,0.25840092699884126,0.039397450753186555,0.03707995365005794,DATASET_02_2013
Punjab,FEROZPUR,2013,31,43,6,17,0,33,0,2,86,156,55,0,17,128,5,193,3,8,0,48,0,90,359,1233,76,140,299,145,5,0.06163828061638281,0.11354420113544202,0.24249797242497972,0.013787510137875101,0.0267639902676399,DATASET_02_2013
Punjab,G.R.P,2013,10,4,0,2,0,2,0,3,2,85,15,0,0,0,0,7,0,5,0,0,0,0,279,419,7,26,105,0,0,0.016706443914081145,0.06205250596658711,0.25059665871121717,0.00477326968973747,0.00477326968973747,DATASET_02_2013
Punjab,GURDASPUR,2013,9,24,4,23,0,42,0,3,42,110,27,0,8,56,1,120,3,41,1,44,0,98,252,884,112,146,182,64,1,0.12669683257918551,0.16515837104072398,0.20588235294117646,0.026018099547511313,0.04751131221719457,DATASET_02_2013
Punjab,HOSHIARPUR,2013,52,36,6,36,0,39,0,25,141,171,38,0,7,149,7,204,5,54,0,154,0,217,355,1667,249,248,375,156,7,0.14937012597480503,0.14877024595080984,0.22495500899820037,0.021595680863827234,0.023395320935812838,DATASET_02_2013
Punjab,JALANDHAR RURAL,2013,39,54,4,39,0,26,4,8,137,182,51,0,2,231,2,202,5,51,5,71,0,149,364,1579,171,225,382,233,2,0.10829639012032932,0.14249525015832806,0.24192526915769474,0.024699176694110196,0.016466117796073463,DATASET_02_2013
Punjab,KAPURTHALA,2013,31,24,1,30,0,42,2,6,97,159,35,0,7,172,2,183,7,40,0,62,0,93,305,1267,139,176,299,179,2,0.10970797158642462,0.13891081294396213,0.23599052880820837,0.02367797947908445,0.03314917127071823,DATASET_02_2013
Punjab,KHANNA,2013,22,25,5,16,0,31,0,4,81,189,54,0,8,57,0,104,2,29,6,24,0,124,243,971,77,132,328,65,0,0.07929969104016478,0.13594232749742532,0.33779608650875387,0.016477857878475798,0.03192584963954686,DATASET_02_2013
Punjab,LUDHIANA RURAL,2013,19,16,1,17,0,49,1,2,72,103,30,0,8,79,1,92,2,18,1,20,0,67,291,864,58,123,208,87,1,0.06712962962962964,0.1423611111111111,0.24074074074074073,0.019675925925925927,0.056712962962962965,DATASET_02_2013
Punjab,MANSA,2013,15,20,5,18,0,13,0,0,57,57,26,0,7,43,1,79,1,16,2,23,0,64,210,640,60,87,140,50,1,0.09375,0.1359375,0.21875,0.028125,0.0203125,DATASET_02_2013
Punjab,MOGA,2013,28,41,1,29,0,41,1,4,86,134,47,0,14,116,4,129,5,22,0,24,0,78,283,1044,80,167,272,130,4,0.07662835249042145,0.15996168582375478,0.26053639846743293,0.027777777777777776,0.039272030651340994,DATASET_02_2013
Punjab,MUKTSAR,2013,16,27,3,18,0,55,0,2,71,99,28,0,10,70,0,108,3,20,1,39,0,62,197,804,81,141,200,80,0,0.10074626865671642,0.17537313432835822,0.24875621890547264,0.022388059701492536,0.06840796019900497,DATASET_02_2013
Punjab,PATHANKOT,2013,7,5,3,11,0,20,0,1,26,28,14,0,4,69,1,21,0,10,0,32,0,68,131,437,53,57,69,73,1,0.12128146453089245,0.13043478260869565,0.15789473684210525,0.02517162471395881,0.04576659038901602,DATASET_02_2013
Punjab,PATIALA,2013,40,59,8,56,0,70,0,1,202,350,153,0,12,328,5,231,11,84,2,159,0,326,908,2869,312,318,706,340,5,0.10874869292436389,0.11084001394214012,0.24607877309166956,0.01951899616591147,0.024398745207389334,DATASET_02_2013
Punjab,ROPAR,2013,13,19,1,30,0,60,0,3,73,123,56,0,2,59,4,120,4,29,0,27,0,132,316,1016,90,155,255,61,4,0.08858267716535433,0.15255905511811024,0.25098425196850394,0.02952755905511811,0.05905511811023622,DATASET_02_2013
Punjab,SANGRUR,2013,24,62,8,56,0,60,1,2,120,191,85,0,14,148,4,206,11,48,2,63,0,157,891,2078,180,261,399,162,4,0.08662175168431184,0.12560153994225218,0.19201154956689123,0.026948989412897015,0.028873917228103944,DATASET_02_2013
Punjab,SAS NGR,2013,30,32,3,51,0,91,1,7,180,424,221,0,23,478,0,108,10,92,0,191,0,493,608,2826,344,307,833,501,0,0.12172682236376504,0.1086341118188252,0.29476291578202407,0.018046709129511677,0.032200990799716916,DATASET_02_2013
Punjab,SBS NAGAR,2013,11,17,3,21,0,13,0,10,75,86,21,0,11,77,0,110,1,13,1,31,0,87,103,671,67,88,192,88,0,0.09985096870342772,0.13114754098360656,0.28614008941877794,0.03129657228017884,0.019374068554396422,DATASET_02_2013
Punjab,TARN TARAN,2013,36,44,2,34,0,34,1,3,79,101,23,0,6,127,0,153,7,43,0,34,0,111,248,1076,118,197,207,133,0,0.10966542750929369,0.18308550185873607,0.19237918215613384,0.031598513011152414,0.031598513011152414,DATASET_02_2013
Rajasthan,AJMER,2013,49,50,9,100,0,207,4,22,287,955,561,6,28,1402,10,314,16,166,1,863,0,527,3615,8636,1146,607,1829,1430,16,0.13270032422417785,0.07028716998610468,0.2117878647522001,0.01157943492357573,0.02396943029180176,DATASET_02_2013
Rajasthan,ALWAR,2013,115,85,6,316,0,363,4,66,314,3964,2893,6,30,1349,21,3063,42,288,0,707,0,558,3377,14677,1353,1243,7241,1379,27,0.09218505144103019,0.08469033181167814,0.4933569530558016,0.021530285480684065,0.024732574776861756,DATASET_02_2013
Rajasthan,BANSWARA,2013,36,11,0,117,0,110,2,18,73,120,67,39,7,152,13,705,13,108,0,205,0,178,876,2784,443,402,280,159,52,0.1591235632183908,0.14439655172413793,0.10057471264367816,0.04202586206896552,0.039511494252873564,DATASET_02_2013
Rajasthan,BARAN,2013,24,55,2,66,0,102,0,4,44,308,153,1,18,246,11,328,1,208,0,289,0,121,1505,3333,564,461,509,264,12,0.1692169216921692,0.13831383138313832,0.15271527152715272,0.019801980198019802,0.0306030603060306,DATASET_02_2013
Rajasthan,BARMER,2013,31,27,1,55,0,27,1,11,150,389,224,0,7,350,26,409,21,190,0,274,0,217,1808,3996,540,343,775,357,26,0.13513513513513514,0.08583583583583583,0.19394394394394393,0.013763763763763764,0.006756756756756757,DATASET_02_2013
Rajasthan,BHARATPUR,2013,94,86,2,164,0,293,2,37,91,2068,1365,1,8,822,24,60,34,156,0,574,0,249,5430,10203,928,834,3563,830,25,0.0909536410859551,0.08174066451043811,0.349211016367735,0.016073703812604135,0.028717044006664708,DATASET_02_2013
Rajasthan,BHILWARA,2013,30,40,5,101,0,128,1,34,197,689,377,8,4,626,5,46,8,135,0,652,0,331,2447,5489,896,474,1298,630,13,0.16323556203315723,0.08635452723629077,0.23647294589178355,0.018400437238112587,0.023319366004736747,DATASET_02_2013
Rajasthan,BIKANER,2013,49,61,7,100,0,81,2,9,140,346,148,0,7,740,16,265,18,63,0,516,0,275,2282,4978,697,372,645,747,16,0.14001607071112895,0.07472880674969867,0.12957010847730013,0.020088388911209322,0.01627159501807955,DATASET_02_2013
Rajasthan,BUNDI,2013,24,22,2,63,0,104,1,6,63,201,98,4,15,315,5,646,2,117,0,326,0,155,1221,3292,508,339,369,330,9,0.1543134872417983,0.10297691373025517,0.11208991494532199,0.01913730255164034,0.031591737545565005,DATASET_02_2013
