STATE_UT,DISTRICT,YEAR,MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,HURT,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,RAPE_SHARE,KIDNAPPING_SHARE,SOURCE_DATASET
Daman & Diu,DAMAN,2013,7,0,4,7,0,11,6,1,18,35,23,11,3,17,8,12,0,2,0,2,0,28,44,217,11,38,83,20,19,0.05069124423963134,0.17511520737327188,0.3824884792626728,0.03225806451612903,0.05069124423963134,DATASET_02_2013
Daman & Diu,DIU,2013,2,1,0,1,0,2,0,0,1,3,2,0,0,2,0,2,0,0,0,0,0,7,8,29,1,6,6,2,0,0.034482758620689655,0.20689655172413793,0.20689655172413793,0.034482758620689655,0.06896551724137931,DATASET_02_2013
Delhi UT,CAW,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,202,0,0,0,203,203,1,0,0,0,1.0,0.0049261083743842365,0.0,0.0,0.0,DATASET_02_2013
Delhi UT,CENTRAL,2013,20,35,5,71,0,220,1,55,121,1928,948,4,45,323,5,122,2,174,28,50,0,79,1274,4562,325,581,3053,368,9,0.07124068391056554,0.12735642262165717,0.6692240245506357,0.015563349408154318,0.048224462954844366,DATASET_02_2013
Delhi UT,CRIME BRANCH,2013,2,6,0,4,0,1,0,0,0,1,0,0,1,48,0,0,0,0,0,0,0,0,12,80,4,13,1,49,0,0.05,0.1625,0.0125,0.05,0.0125,DATASET_02_2013
Delhi UT,EAST,2013,51,60,10,210,0,737,5,134,236,4252,2313,7,34,240,11,177,11,364,133,246,0,134,3332,10388,964,1571,6940,274,18,0.09279938390450519,0.1512321909896034,0.6680785521755872,0.02021563342318059,0.0709472468232576,DATASET_02_2013
Delhi UT,EOW,2013,0,0,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0,0,0,0,0,84,163,0,0,0,79,0,0.0,0.0,0.0,0.0,0.0,DATASET_02_2013
Delhi UT,GRP(RLY),2013,13,2,0,4,0,19,0,20,0,553,5,2,0,15,0,4,0,11,1,0,0,0,116,760,16,69,578,15,2,0.021052631578947368,0.09078947368421053,0.7605263157894737,0.005263157894736842,0.025,DATASET_02_2013
Delhi UT,IGI AIRPORT,2013,0,0,0,0,0,1,0,2,0,79,11,0,5,12,0,2,0,9,5,0,0,5,228,351,14,12,92,17,0,0.039886039886039885,0.03418803418803419,0.2621082621082621,0.0,0.002849002849002849,DATASET_02_2013
Delhi UT,METRO RAIL,2013,1,1,0,0,0,8,0,2,4,875,19,2,4,11,0,1,1,16,12,2,0,1,21,962,31,28,900,15,2,0.032224532224532226,0.029106029106029108,0.9355509355509356,0.0,0.008316008316008316,DATASET_02_2013
Delhi UT,NEW DELHI,2013,7,6,2,19,0,74,0,14,19,473,127,19,18,71,1,21,1,66,25,17,0,55,512,1458,128,188,633,89,20,0.0877914951989026,0.1289437585733882,0.43415637860082307,0.013031550068587106,0.05075445816186557,DATASET_02_2013
Delhi UT,NORTH,2013,29,25,2,53,0,266,2,87,165,1542,657,12,38,167,11,93,9,164,25,107,0,148,1135,4081,358,628,2453,205,23,0.08772359715755942,0.15388385199705953,0.601078167115903,0.012987012987012988,0.06518010291595197,DATASET_02_2013
Delhi UT,NORTH-EAST,2013,69,87,9,183,0,923,5,223,143,3703,2094,12,20,200,13,241,27,333,30,438,0,119,2260,9041,1011,1832,6168,220,25,0.11182391328392877,0.2026324521623714,0.6822254175423073,0.020241123769494523,0.1020904767171773,DATASET_02_2013
Delhi UT,NORTH-WEST,2013,47,56,3,143,0,597,10,194,331,2548,1182,8,28,218,1,172,17,301,45,236,0,180,1428,6564,742,1351,4265,246,9,0.11304082876294942,0.20581962218159658,0.6497562461913468,0.02178549664838513,0.09095063985374771,DATASET_02_2013
Delhi UT,OUTER,2013,88,84,8,178,0,923,6,134,547,3383,1675,4,27,283,12,203,14,332,155,466,0,264,2464,9579,1145,1753,5745,310,16,0.11953231026203152,0.18300448898632424,0.5997494519260883,0.018582315481783067,0.09635661342520097,DATASET_02_2013
Delhi UT,SOUTH,2013,23,35,8,163,0,539,0,68,429,3420,1590,4,62,360,10,133,10,539,140,117,0,160,2372,8593,969,1375,5507,422,14,0.1127662050506226,0.16001396485511463,0.6408704759688119,0.018968928197369953,0.06272547422320493,DATASET_02_2013
Delhi UT,SOUTH-EAST,2013,60,68,7,230,0,719,2,132,240,3155,1865,10,40,292,11,237,16,386,95,220,0,195,2491,8608,947,1604,5394,332,21,0.1100139405204461,0.18633828996282528,0.6266263940520446,0.026719330855018587,0.08352695167286245,DATASET_02_2013
Delhi UT,SOUTH-WEST,2013,52,61,5,194,0,556,1,116,263,1077,623,9,28,295,7,127,14,419,128,403,0,204,2004,5963,1158,1404,2080,323,16,0.1941975515680027,0.2354519537145732,0.34881770920677513,0.03253395941640114,0.09324165688411873,DATASET_02_2013
Delhi UT,STF,2013,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,15,0,5,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,DATASET_02_2013
Delhi UT,WEST,2013,55,54,6,184,0,711,1,64,337,3135,1807,20,34,287,15,235,22,400,94,529,0,234,2393,8813,1229,1475,5344,321,35,0.13945308067627368,0.1673663905594009,0.6063769431521616,0.020878248042664246,0.08067627368659934,DATASET_02_2013
Lakshadweep,LAKSHADWEEP,2013,0,0,0,2,0,0,0,0,2,8,0,2,0,1,1,5,0,1,0,0,0,0,18,40,3,3,10,1,3,0.075,0.075,0.25,0.05,0.0,DATASET_02_2013
Puducherry,KARAIKAL,2013,6,3,0,6,0,3,0,3,18,56,26,10,0,8,3,160,1,1,1,1,0,32,329,643,10,22,103,8,13,0.015552099533437015,0.03421461897356143,0.16018662519440124,0.00933125972006221,0.004665629860031105,DATASET_02_2013
Puducherry,PUDUCHERRY,2013,25,8,2,11,0,38,1,7,53,538,360,75,14,67,13,555,0,11,7,7,0,206,1464,3113,36,103,959,81,88,0.011564407324124639,0.03308705428846771,0.30806296177320913,0.0035335689045936395,0.012206874397687119,DATASET_02_2013
Andhra Pradesh,Anantapur,2014,134,171,8,35,0,125,6,30,415,753,240,214,13,296,12,49,25,436,26,165,0,638,3800,8376,687,945,1444,309,226,0.08202005730659026,0.11282234957020057,0.17239732569245464,0.004178605539637058,0.014923591212989494,DATASET_03_2014
Andhra Pradesh,Chittoor,2014,84,170,2,32,0,38,12,22,195,528,192,134,7,207,23,36,17,135,94,278,0,538,2567,5374,556,495,949,214,157,0.10346110904354298,0.09211016002977299,0.17659099367324152,0.00595459620394492,0.0070710829921845925,DATASET_03_2014
Andhra Pradesh,Cuddapah,2014,80,162,1,28,0,27,3,16,144,638,193,104,86,163,0,78,16,215,12,91,0,417,2604,5803,362,532,994,249,104,0.06238152679648458,0.09167671893848009,0.1712907117008444,0.0048250904704463205,0.004652765810787524,DATASET_03_2014
Andhra Pradesh,East Godavari,2014,64,84,2,85,0,66,3,24,346,903,347,27,96,214,50,87,7,519,62,464,0,668,3791,7630,1137,847,1623,310,77,0.1490170380078637,0.11100917431192661,0.2127129750982962,0.011140235910878113,0.008650065530799476,DATASET_03_2014
Andhra Pradesh,Guntakal Railway,2014,14,4,0,0,0,0,2,4,0,413,0,1,0,5,0,0,0,0,0,0,0,4,37,490,0,24,419,5,1,0.0,0.04897959183673469,0.8551020408163266,0.0,0.0,DATASET_03_2014
Andhra Pradesh,Guntur,2014,105,137,4,49,0,64,5,24,210,711,200,78,22,328,52,74,16,245,347,454,0,494,2606,6897,1111,633,1150,350,130,0.16108452950558214,0.09177903436276642,0.16673916195447297,0.007104538205016674,0.009279396839205452,DATASET_03_2014
Andhra Pradesh,Guntur Urban,2014,51,65,0,40,0,84,5,31,173,1045,367,8,23,531,35,58,12,160,452,345,0,226,1740,5798,1009,436,1621,554,43,0.17402552604346327,0.07519834425664022,0.27957916522938947,0.006898930665746809,0.014487754398068299,DATASET_03_2014
Andhra Pradesh,Krishna,2014,51,47,1,80,0,41,0,15,302,521,141,9,24,242,23,78,8,354,232,613,0,418,3942,7078,1287,589,979,266,32,0.1818310257134784,0.08321559762644815,0.13831590844871433,0.011302627860977677,0.00579259677875106,DATASET_03_2014
Andhra Pradesh,Kurnool,2014,118,135,5,32,0,53,3,28,244,563,9,108,20,639,33,18,12,403,251,362,0,506,3522,8398,1060,777,847,659,141,0.12622052869730888,0.0925220290545368,0.10085734698737794,0.0038104310550130982,0.006311026434865444,DATASET_03_2014
Andhra Pradesh,Nellore,2014,78,117,4,58,0,153,8,44,381,1058,362,84,255,239,45,59,14,295,205,362,0,466,3037,8175,934,757,1853,494,129,0.11425076452599388,0.0925993883792049,0.22666666666666666,0.0070948012232415906,0.01871559633027523,DATASET_03_2014
Andhra Pradesh,Prakasham,2014,75,68,7,50,0,50,5,23,247,617,209,124,98,261,28,36,8,197,16,402,0,502,2687,6367,673,475,1101,359,152,0.10570127218470238,0.07460342390450762,0.1729228836186587,0.00785299198994817,0.00785299198994817,DATASET_03_2014
Andhra Pradesh,Rajahmundry,2014,18,18,1,35,0,15,3,14,214,361,155,16,56,105,13,46,3,121,27,190,0,128,657,2430,376,225,747,161,29,0.15473251028806584,0.09259259259259259,0.3074074074074074,0.01440329218106996,0.006172839506172839,DATASET_03_2014
Andhra Pradesh,Srikakulam,2014,30,29,4,40,0,33,0,8,152,236,52,17,12,153,18,133,3,214,91,298,0,284,2123,4727,646,358,448,165,35,0.13666173048445102,0.07573513856568648,0.0947746985403004,0.008462026655383965,0.00698117199069177,DATASET_03_2014
Andhra Pradesh,Tirupathi Urban,2014,35,72,2,18,0,24,2,8,227,1148,482,31,11,248,11,6,13,60,21,167,0,223,886,3651,279,221,1867,259,42,0.07641741988496302,0.06053136127088469,0.5113667488359354,0.0049301561216105174,0.00657354149548069,DATASET_03_2014
Andhra Pradesh,Vijayawada City,2014,23,45,1,64,0,42,3,48,345,2016,685,2,68,391,21,50,10,279,212,642,0,312,1835,7876,1207,505,3097,459,23,0.1532503809040122,0.06411884205180295,0.39321990858303707,0.008125952260030472,0.005332656170644997,DATASET_03_2014
Andhra Pradesh,Vijayawada Railway,2014,1,1,1,0,0,3,0,7,0,1085,3,0,1,7,0,0,2,8,6,1,0,1,59,1223,17,21,1095,8,0,0.013900245298446443,0.017170891251022075,0.8953393295175798,0.0,0.0024529844644317253,DATASET_03_2014
Andhra Pradesh,Visakha Rural,2014,43,50,4,38,0,24,5,5,88,179,57,14,6,90,23,66,4,129,57,166,0,308,1236,3028,394,298,334,96,37,0.13011889035667107,0.09841479524438573,0.11030383091149273,0.012549537648612946,0.007926023778071334,DATASET_03_2014
Andhra Pradesh,Visakhapatnam,2014,38,57,0,84,0,130,4,46,392,1358,401,3,71,413,14,127,13,147,112,371,0,360,2202,7728,727,506,2201,484,17,0.09407349896480331,0.06547619047619048,0.2848084886128364,0.010869565217391304,0.016821946169772256,DATASET_03_2014
Andhra Pradesh,Vizianagaram,2014,43,23,1,47,0,27,2,4,176,388,92,13,14,149,13,82,8,225,327,330,0,272,1990,5013,937,372,662,163,26,0.18691402353879913,0.07420706163973669,0.13205665270297226,0.009375623379214043,0.005385996409335727,DATASET_03_2014
Andhra Pradesh,West Godavari,2014,90,85,4,146,0,67,4,32,468,1096,353,26,52,410,36,103,24,405,99,661,0,614,2866,8542,1335,833,1953,462,62,0.15628658393818778,0.09751814563334114,0.22863498009833763,0.0170920159213299,0.007843596347459611,DATASET_03_2014
Arunachal Pradesh,Anjaw,2014,0,0,0,0,0,1,0,0,6,2,0,1,1,1,0,4,0,1,0,0,0,2,12,29,1,2,8,2,1,0.034482758620689655,0.06896551724137931,0.27586206896551724,0.0,0.034482758620689655,DATASET_03_2014
Arunachal Pradesh,Changlang,2014,9,3,0,6,0,11,1,5,18,50,4,1,1,0,1,30,0,0,0,0,0,3,23,180,6,35,78,1,2,0.03333333333333333,0.19444444444444445,0.43333333333333335,0.03333333333333333,0.06111111111111111,DATASET_03_2014
Arunachal Pradesh,Crime Branch,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,DATASET_03_2014
Arunachal Pradesh,Dibang Valley,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0.25,0.25,0.0,0.25,0.0,DATASET_03_2014
Arunachal Pradesh,Kameng East,2014,4,1,0,1,0,7,2,4,8,18,0,0,0,3,2,36,0,6,0,0,0,0,66,148,7,25,32,3,2,0.0472972972972973,0.16891891891891891,0.21621621621621623,0.006756756756756757,0.0472972972972973,DATASET_03_2014
Arunachal Pradesh,Kameng West,2014,7,1,0,0,0,3,1,3,4,21,10,8,3,3,5,16,0,9,0,2,0,10,35,140,11,24,39,6,13,0.07857142857142857,0.17142857142857143,0.2785714285714286,0.0,0.02142857142857143,DATASET_03_2014
Arunachal Pradesh,Kukung Kumey,2014,4,1,0,3,1,2,0,0,5,5,1,1,1,0,1,20,0,1,0,0,0,0,13,49,4,11,11,1,2,0.08163265306122448,0.22448979591836735,0.22448979591836735,0.061224489795918366,0.04081632653061224,DATASET_03_2014
Arunachal Pradesh,Lohit,2014,10,4,0,7,0,25,1,8,32,39,6,3,2,5,2,32,0,13,0,1,0,16,89,280,21,68,86,7,5,0.075,0.24285714285714285,0.30714285714285716,0.025,0.08928571428571429,DATASET_03_2014
Arunachal Pradesh,Longding,2014,4,3,1,3,3,9,1,1,9,5,1,0,0,0,0,26,0,3,0,0,0,2,29,92,6,25,17,0,0,0.06521739130434782,0.2717391304347826,0.18478260869565216,0.03260869565217391,0.09782608695652174,DATASET_03_2014
Arunachal Pradesh,Lower Dibang Valley,2014,2,5,0,3,0,4,1,1,10,21,0,0,0,2,0,20,0,0,0,0,0,4,5,75,3,16,33,2,0,0.04,0.21333333333333335,0.44,0.04,0.05333333333333334,DATASET_03_2014
Arunachal Pradesh,Papum Pare City,2014,13,5,1,32,0,52,0,11,36,154,105,6,8,49,3,84,1,26,0,21,0,22,111,661,80,140,306,57,9,0.12102874432677761,0.2118003025718608,0.4629349470499244,0.048411497730711045,0.07866868381240545,DATASET_03_2014
Arunachal Pradesh,Papum Pare Rural,2014,7,3,0,0,0,7,2,3,6,20,6,2,2,2,0,18,0,4,0,0,0,4,20,96,4,26,37,4,2,0.041666666666666664,0.2708333333333333,0.3854166666666667,0.0,0.07291666666666667,DATASET_03_2014
Arunachal Pradesh,Siang East,2014,5,0,1,11,0,4,0,3,20,49,12,0,2,5,9,46,0,21,0,4,0,10,48,245,36,45,84,7,9,0.1469387755102041,0.1836734693877551,0.34285714285714286,0.044897959183673466,0.0163265306122449,DATASET_03_2014
Arunachal Pradesh,Siang Upper,2014,1,0,0,1,0,0,1,0,8,8,2,0,1,1,1,4,0,1,0,0,0,2,12,40,2,4,19,2,1,0.05,0.1,0.475,0.025,0.0,DATASET_03_2014
Arunachal Pradesh,Siang West,2014,10,4,0,6,0,2,0,4,18,29,4,4,7,13,2,60,0,11,3,8,0,6,71,249,28,37,55,20,6,0.11244979919678715,0.14859437751004015,0.22088353413654618,0.024096385542168676,0.008032128514056224,DATASET_03_2014
Arunachal Pradesh,Subansiri Lower,2014,4,3,1,1,0,7,1,10,22,18,4,3,0,6,6,44,0,6,0,3,0,0,43,160,10,33,55,6,9,0.0625,0.20625,0.34375,0.00625,0.04375,DATASET_03_2014
Arunachal Pradesh,Subansiri Upper,2014,3,2,0,5,0,2,1,5,11,33,2,4,3,5,7,38,0,16,0,3,0,2,85,234,24,34,52,8,11,0.10256410256410256,0.1452991452991453,0.2222222222222222,0.021367521367521368,0.008547008547008548,DATASET_03_2014
Arunachal Pradesh,Tawang,2014,1,3,0,0,0,0,0,0,2,14,0,0,0,0,0,4,0,1,0,0,0,2,13,40,1,5,16,0,0,0.025,0.125,0.4,0.0,0.0,DATASET_03_2014
Arunachal Pradesh,Tirap,2014,2,10,0,3,0,10,0,3,9,12,1,0,1,5,0,12,0,2,0,0,0,0,42,117,5,30,25,6,0,0.042735042735042736,0.2564102564102564,0.21367521367521367,0.02564102564102564,0.08547008547008547,DATASET_03_2014
Assam,Barpeta,2014,46,68,0,143,0,379,9,5,357,448,116,306,158,260,38,848,21,556,0,1116,0,70,4118,9056,1836,1206,935,418,344,0.20273851590106007,0.1331713780918728,0.1032464664310954,0.015790636042402828,0.04185070671378092,DATASET_03_2014
Assam,Baska,2014,31,28,0,26,0,41,5,16,42,124,34,0,2,26,29,230,4,27,0,77,0,53,130,853,134,174,221,28,29,0.1570926143024619,0.20398593200468934,0.25908558030480655,0.03048065650644783,0.04806565064478312,DATASET_03_2014
Assam,Bongaigaon,2014,17,23,0,31,0,51,3,12,84,190,108,15,7,55,11,196,4,8,0,178,0,77,838,1789,221,145,397,62,26,0.12353269983230855,0.0810508664058133,0.2219116825041923,0.01732811626607043,0.02850754611514813,DATASET_03_2014
Assam,Cachar,2014,58,7,0,81,0,249,9,24,274,756,123,202,72,97,55,90,14,50,0,595,0,121,2507,5640,740,478,1186,169,257,0.13120567375886524,0.08475177304964539,0.2102836879432624,0.014361702127659574,0.04414893617021277,DATASET_03_2014
Assam,Chirang,2014,37,19,1,29,0,58,3,6,39,95,40,19,13,33,17,170,7,33,0,60,0,18,261,863,129,186,183,46,36,0.14947856315179606,0.21552723059096177,0.21205098493626884,0.03360370799536501,0.06720741599073002,DATASET_03_2014
Assam,Darrang,2014,33,2,0,111,0,208,6,17,174,363,56,82,35,211,38,894,11,453,0,489,0,28,927,3901,1064,830,616,246,120,0.2727505767751858,0.2127659574468085,0.1579082286593181,0.028454242501922584,0.0533196616252243,DATASET_03_2014
Assam,Dhemaji,2014,18,5,2,45,0,84,3,15,26,106,35,0,13,52,5,272,3,51,1,111,0,50,269,1068,211,223,185,65,5,0.19756554307116106,0.20880149812734083,0.17322097378277154,0.042134831460674156,0.07865168539325842,DATASET_03_2014
Assam,Dhubri,2014,58,143,1,193,0,420,23,21,280,432,113,531,187,272,82,3416,10,193,0,1186,0,103,1040,7153,1582,1052,869,459,613,0.2211659443590102,0.1470711589542849,0.12148748776737034,0.026981686005871662,0.0587166223961974,DATASET_03_2014
Assam,Dibrugarh,2014,77,7,2,67,0,163,6,43,150,826,39,12,81,40,23,660,5,105,0,253,0,104,791,3108,430,470,1064,121,35,0.13835263835263836,0.15122265122265122,0.34234234234234234,0.021557271557271558,0.05244530244530245,DATASET_03_2014
Assam,G. R. P.,2014,9,0,0,1,0,10,3,2,2,187,13,5,0,2,0,0,0,0,0,0,0,0,89,319,1,25,207,2,5,0.003134796238244514,0.07836990595611286,0.6489028213166145,0.003134796238244514,0.03134796238244514,DATASET_03_2014
Assam,Goalpara,2014,44,62,0,108,0,218,21,23,243,266,99,52,17,137,28,720,8,121,0,367,0,70,476,2623,604,597,652,154,80,0.23027068242470453,0.2276019824628288,0.248570339306138,0.041174227983225314,0.08311094166984369,DATASET_03_2014
Assam,Golaghat,2014,88,68,0,74,0,238,11,41,87,365,127,29,21,37,32,896,7,74,0,166,0,86,904,2932,321,594,631,58,61,0.10948158253751705,0.20259208731241474,0.21521145975443384,0.0252387448840382,0.08117326057298772,DATASET_03_2014
Assam,Guwahati City,2014,84,94,1,100,0,455,20,247,924,3095,1473,155,577,449,50,358,11,143,0,486,0,283,4151,12216,740,1144,5759,1026,205,0.060576293385723644,0.09364767518009168,0.4714309102815979,0.008185985592665358,0.03724623444662738,DATASET_03_2014
Assam,Hailakandi,2014,24,1,0,77,0,104,3,3,93,178,39,287,28,44,9,26,4,23,0,209,0,36,803,1940,313,235,316,72,296,0.16134020618556702,0.1211340206185567,0.16288659793814433,0.039690721649484534,0.05360824742268041,DATASET_03_2014
Assam,Jorhat,2014,30,3,2,36,0,94,8,76,145,518,168,7,75,169,22,518,6,157,0,401,0,13,1313,3732,600,406,915,244,29,0.1607717041800643,0.10878885316184352,0.24517684887459806,0.00964630225080386,0.025187566988210074,DATASET_03_2014
Assam,Kamrup,2014,65,128,1,77,0,164,14,63,274,727,112,0,52,101,12,90,1,15,0,595,0,4,0,2785,688,527,1190,153,12,0.24703770197486535,0.18922800718132854,0.4272890484739677,0.027648114901256734,0.05888689407540395,DATASET_03_2014
Assam,Karbi Anglong,2014,38,25,11,23,0,78,3,10,2,181,40,6,10,29,0,190,0,26,0,42,0,74,171,960,91,214,236,39,6,0.09479166666666666,0.22291666666666668,0.24583333333333332,0.023958333333333335,0.08125,DATASET_03_2014
Assam,Karimganj,2014,33,42,0,75,0,119,14,8,220,199,32,57,25,82,29,418,13,10,0,337,0,15,917,2827,435,301,473,107,86,0.15387336399009552,0.10647329324372126,0.16731517509727625,0.026529890343119915,0.042094092677750265,DATASET_03_2014
Assam,Kokrajhar,2014,60,21,0,45,0,106,5,7,46,229,19,10,3,35,35,160,3,47,0,71,1,82,504,1419,167,291,306,38,45,0.11768851303735024,0.20507399577167018,0.2156448202959831,0.03171247357293869,0.07470049330514447,DATASET_03_2014
Assam,Lakhimpur,2014,40,0,0,67,0,150,1,7,137,236,70,37,39,115,6,70,4,55,0,369,0,82,1396,2872,495,320,451,154,43,0.17235376044568246,0.11142061281337047,0.157033426183844,0.023328690807799445,0.05222841225626741,DATASET_03_2014
Assam,Morigaon,2014,28,77,0,81,0,174,8,12,93,234,80,130,13,127,17,444,7,328,0,349,0,53,324,2557,765,708,427,140,147,0.29917872506843957,0.27688697692608527,0.16699256941728588,0.03167774736018772,0.06804849432929214,DATASET_03_2014
Assam,N. C. Hills,2014,76,8,15,6,0,30,0,5,17,46,11,4,0,4,2,38,0,0,0,6,0,18,25,299,12,140,79,4,6,0.04013377926421405,0.4682274247491639,0.26421404682274247,0.020066889632107024,0.10033444816053512,DATASET_03_2014
Assam,Nagaon,2014,104,102,10,187,0,454,55,127,455,735,122,485,226,175,98,1818,22,350,0,1162,0,239,1876,8399,1721,1389,1494,401,583,0.20490534587450887,0.16537683057506847,0.17787831884748184,0.02226455530420288,0.05405405405405406,DATASET_03_2014
Assam,Nalbari,2014,27,18,0,41,0,116,18,114,145,225,25,23,17,43,8,64,0,0,0,42,0,13,1239,2122,83,334,527,60,31,0.039114043355325166,0.15739868049010367,0.24835061262959474,0.01932139491046183,0.05466540999057493,DATASET_03_2014
Assam,Sibsagar,2014,80,38,3,44,0,222,3,42,196,599,177,31,136,95,29,1622,6,153,0,333,0,67,1275,4236,536,585,1017,231,60,0.12653446647780925,0.13810198300283286,0.24008498583569404,0.010387157695939566,0.05240793201133145,DATASET_03_2014
Assam,Sonitpur,2014,110,81,8,112,0,222,4,27,282,566,72,90,36,146,31,454,5,20,0,381,0,168,1041,3906,518,584,951,182,121,0.13261648745519714,0.14951356886840758,0.2434715821812596,0.02867383512544803,0.05683563748079877,DATASET_03_2014
Assam,Tinsukia,2014,90,44,0,66,0,143,6,45,106,679,125,47,88,96,16,218,3,66,0,164,0,114,1206,3309,299,460,961,184,63,0.09035962526443034,0.13901480809912362,0.290420066485343,0.019945602901178604,0.043215472952553645,DATASET_03_2014
Assam,Udalguri,2014,46,28,0,34,0,73,3,20,61,132,30,18,21,24,21,286,9,35,0,81,0,38,621,1453,159,239,246,45,39,0.1094287680660702,0.16448726772195457,0.16930488644184447,0.02339986235375086,0.05024088093599449,DATASET_03_2014
Bihar,Araria,2014,53,176,5,35,0,85,16,28,49,310,36,306,24,108,11,52,17,1,0,6,0,95,2459,3898,59,399,439,132,317,0.015135967162647512,0.10236018471010774,0.11262185736275013,0.008978963571062083,0.02180605438686506,DATASET_03_2014
Bihar,Arwal,2014,25,29,2,6,0,26,5,8,51,78,21,82,9,42,3,50,11,4,0,0,0,25,477,991,21,105,163,51,85,0.02119071644803229,0.10595358224016145,0.16448032290615539,0.006054490413723511,0.026236125126135216,DATASET_03_2014
Bihar,Aurangabad,2014,74,40,3,12,0,86,33,27,104,352,114,250,52,122,12,397,28,29,0,110,0,84,1135,3079,179,304,630,174,262,0.0581357583631049,0.09873335498538487,0.204611886976291,0.003897369275738876,0.027931146476128613,DATASET_03_2014
Bihar,Bagaha,2014,21,0,8,14,0,76,2,8,26,147,26,123,48,33,2,16,7,38,0,56,0,22,1190,1860,115,167,209,81,125,0.06182795698924731,0.08978494623655914,0.11236559139784946,0.007526881720430108,0.04086021505376344,DATASET_03_2014
Bihar,Banka,2014,59,143,0,22,0,73,11,19,41,143,30,195,31,10,17,654,23,3,0,64,0,109,922,2505,112,330,244,41,212,0.04471057884231537,0.1317365269461078,0.09740518962075849,0.008782435129740519,0.029141716566866267,DATASET_03_2014
Bihar,Begusarai,2014,121,199,5,30,0,209,26,60,145,598,116,461,47,89,24,156,28,37,1,55,0,89,2416,5196,151,687,945,136,485,0.029060816012317168,0.13221709006928406,0.18187066974595842,0.005773672055427252,0.04022324865280985,DATASET_03_2014
Bihar,Bettiah,2014,75,9,0,33,0,115,7,11,121,497,195,508,44,155,19,20,39,0,0,106,0,134,2715,4712,178,250,831,199,527,0.03777589134125637,0.05305602716468591,0.17635823429541597,0.00700339558573854,0.02440577249575552,DATASET_03_2014
Bihar,Bhabhua,2014,56,105,0,12,0,86,8,21,79,344,51,97,23,49,13,10,12,0,0,44,0,89,1110,2267,68,288,503,72,110,0.02999558888398765,0.12704014115571238,0.2218791354212616,0.00529333921482135,0.037935597706219674,DATASET_03_2014
Bihar,Bhagalpur,2014,102,66,5,52,0,213,13,42,225,677,299,348,44,87,10,3,20,31,0,161,0,128,2213,4763,264,524,1256,131,358,0.05542725173210162,0.11001469661977745,0.26369934914969556,0.010917488977535167,0.0447197144656729,DATASET_03_2014
Bihar,Bhojpur,2014,116,243,7,32,0,151,12,23,224,520,96,205,26,426,41,1222,46,7,0,129,0,138,1898,5488,214,591,875,452,246,0.03899416909620991,0.10768950437317784,0.15943877551020408,0.0058309037900874635,0.027514577259475217,DATASET_03_2014
Bihar,Buxar,2014,56,12,6,16,0,87,6,32,100,438,112,358,12,36,10,520,24,13,0,95,0,54,1573,3284,148,228,688,48,368,0.04506699147381242,0.06942752740560293,0.2095006090133983,0.0048721071863581,0.026492082825822168,DATASET_03_2014
Bihar,Darbhanga,2014,71,179,6,50,0,289,12,36,145,585,196,621,56,120,28,746,30,8,0,298,0,149,2103,5368,386,651,974,176,649,0.07190760059612519,0.121274217585693,0.18144560357675113,0.009314456035767511,0.053837555886736214,DATASET_03_2014
Bihar,Gaya,2014,145,53,9,48,0,248,50,77,209,1366,632,543,35,73,5,1814,63,0,0,198,0,289,2355,7232,309,630,2334,108,548,0.042726769911504425,0.08711283185840708,0.32273230088495575,0.00663716814159292,0.034292035398230086,DATASET_03_2014
Bihar,Gopalganj,2014,87,469,2,14,0,172,10,36,79,276,59,398,23,153,18,598,33,0,6,156,0,117,1494,3879,209,790,460,176,416,0.05387986594483114,0.2036607373034287,0.11858726475895849,0.003609177623098737,0.04434132508378448,DATASET_03_2014
Bihar,Jamalpur Railway,2014,9,1,0,0,0,4,3,3,2,195,11,1,0,2,0,0,0,3,0,0,0,0,72,298,3,23,214,2,1,0.010067114093959731,0.07718120805369127,0.7181208053691275,0.0,0.013422818791946308,DATASET_03_2014
