RECORD_ID,STATE/UT,DISTRICT,YEAR,WOMEN_CRIME_TOTAL,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,MURDER_SHARE,ROBBERY_SHARE,YEAR_NORMALIZED
UTTAR_PRADESH_MEERUT_2002_1,UTTAR PRADESH,MEERUT,2002,534,447,0.008708633988554367,0.03159990047275442,704,1165,244,117,0.1751679522269221,0.28987310276188105,0.05722816621050012,0.030355809902960936,0.09090909090909091
UTTAR_PRADESH_MIRZAPUR_2002_1,UTTAR PRADESH,MIRZAPUR,2002,90,82,0.007751937984496124,0.018826135105204873,260,163,43,31,0.28792912513842744,0.1805094130675526,0.05094130675526024,0.013289036544850499,0.09090909090909091
UTTAR_PRADESH_MORADABAD_2002_1,UTTAR PRADESH,MORADABAD,2002,450,375,0.012618296529968454,0.02698913424465475,633,718,152,91,0.22187171398527866,0.251664914125482,0.06239046617595514,0.02103049421661409,0.09090909090909091
UTTAR_PRADESH_MUZAFFARNAGAR_2002_1,UTTAR PRADESH,MUZAFFARNAGAR,2002,415,385,0.00940733772342427,0.03794292881781123,735,742,132,116,0.23047977422389465,0.23267481969269363,0.08999686422075887,0.03825650674192537,0.09090909090909091
UTTAR_PRADESH_PILIBHIT_2002_1,UTTAR PRADESH,PILIBHIT,2002,317,247,0.02148846960167715,0.026729559748427674,316,295,110,53,0.16561844863731656,0.15461215932914046,0.04769392033542977,0.02410901467505241,0.09090909090909091
UTTAR_PRADESH_PRATAPGARH_2002_1,UTTAR PRADESH,PRATAPGARH,2002,128,124,0.00966183574879227,0.013419216317767043,600,197,78,75,0.322061191626409,0.10574342458400429,0.03435319377348363,0.011272141706924315,0.09090909090909091
UTTAR_PRADESH_RAIBAREILLY_2002_1,UTTAR PRADESH,RAIBAREILLY,2002,279,257,0.016587677725118485,0.018957345971563982,572,369,89,83,0.27109004739336495,0.17488151658767773,0.035545023696682464,0.011374407582938388,0.09090909090909091
UTTAR_PRADESH_RAMPUR_2002_1,UTTAR PRADESH,RAMPUR,2002,227,213,0.014154281670205236,0.028308563340410473,331,384,69,42,0.23425336164189667,0.27176220806794055,0.06157112526539278,0.021939136588818117,0.09090909090909091
UTTAR_PRADESH_SAHARANPUR_2002_1,UTTAR PRADESH,SAHARANPUR,2002,380,338,0.006432246998284734,0.0274442538593482,331,438,191,70,0.14193825042881647,0.18782161234991424,0.03816466552315609,0.018867924528301886,0.09090909090909091
UTTAR_PRADESH_SANT_KABIRNAGAR_2002_1,UTTAR PRADESH,SANT KABIRNAGAR,2002,47,44,0.00954653937947494,0.028639618138424822,162,61,28,14,0.38663484486873506,0.14558472553699284,0.05250596658711217,0.00954653937947494,0.09090909090909091
UTTAR_PRADESH_SHAHJAHANPUR_2002_1,UTTAR PRADESH,SHAHJAHANPUR,2002,348,313,0.01472211998527788,0.032756716967243284,774,502,113,60,0.28487302171512696,0.1847626058152374,0.07729112992270887,0.02576370997423629,0.09090909090909091
UTTAR_PRADESH_SHRAWASTI_2002_1,UTTAR PRADESH,SHRAWASTI,2002,59,40,0.006134969325153374,0.012269938650306749,123,105,24,18,0.25153374233128833,0.2147239263803681,0.03680981595092025,0.014314928425357873,0.09090909090909091
UTTAR_PRADESH_SIDHARTHNAGAR_2002_1,UTTAR PRADESH,SIDHARTHNAGAR,2002,67,63,0.010067114093959731,0.03523489932885906,135,91,54,18,0.22651006711409397,0.15268456375838926,0.025167785234899327,0.013422818791946308,0.09090909090909091
UTTAR_PRADESH_SITAPUR_2002_1,UTTAR PRADESH,SITAPUR,2002,399,386,0.021432765707574866,0.02906635349383441,853,851,104,134,0.2504403992953611,0.2498532002348796,0.04903112155020552,0.02554315913094539,0.09090909090909091
UTTAR_PRADESH_SONBHADRA_2002_1,UTTAR PRADESH,SONBHADRA,2002,44,36,0.008960573476702509,0.012544802867383513,201,116,24,17,0.3602150537634409,0.2078853046594982,0.05913978494623656,0.016129032258064516,0.09090909090909091
UTTAR_PRADESH_ST.RAVIDASNAGAR_2002_1,UTTAR PRADESH,ST.RAVIDASNAGAR,2002,29,28,0.0,0.009380863039399626,163,111,18,19,0.3058161350844278,0.20825515947467166,0.054409005628517824,0.01876172607879925,0.09090909090909091
UTTAR_PRADESH_SULTANPUR_2002_1,UTTAR PRADESH,SULTANPUR,2002,180,165,0.010742643624474545,0.015880429705744978,637,378,111,71,0.2975245212517515,0.17655301261092948,0.039701074264362445,0.021018215787015414,0.09090909090909091
UTTAR_PRADESH_UNNAO_2002_1,UTTAR PRADESH,UNNAO,2002,350,342,0.012767555388659407,0.02365752910251596,775,341,92,106,0.29102515959444236,0.12805107022155462,0.04731505820503192,0.01915133308298911,0.09090909090909091
UTTAR_PRADESH_VARANASI_2002_1,UTTAR PRADESH,VARANASI,2002,339,229,0.0056939501779359435,0.018505338078291814,630,686,194,96,0.22419928825622776,0.24412811387900357,0.027758007117437724,0.018505338078291814,0.09090909090909091
UTTARAKHAND_ALMORA_2002_1,UTTARAKHAND,ALMORA,2002,30,29,0.009230769230769232,0.006153846153846154,128,93,12,20,0.39384615384615385,0.28615384615384615,0.052307692307692305,0.043076923076923075,0.09090909090909091
UTTARAKHAND_BAGESHWAR_2002_1,UTTARAKHAND,BAGESHWAR,2002,17,17,0.038461538461538464,0.023076923076923078,30,33,9,0,0.23076923076923078,0.25384615384615383,0.03076923076923077,0.06923076923076923,0.09090909090909091
UTTARAKHAND_CHAMOLI_2002_1,UTTARAKHAND,CHAMOLI,2002,38,31,0.017543859649122806,0.02631578947368421,64,53,3,23,0.2807017543859649,0.2324561403508772,0.06578947368421052,0.02631578947368421,0.09090909090909091
UTTARAKHAND_CHAMPAWAT_2002_1,UTTARAKHAND,CHAMPAWAT,2002,10,10,0.021505376344086023,0.043010752688172046,25,23,1,2,0.26881720430107525,0.24731182795698925,0.06451612903225806,0.010752688172043012,0.09090909090909091
UTTARAKHAND_DEHRADUN_2002_1,UTTARAKHAND,DEHRADUN,2002,198,169,0.006749156355455568,0.03487064116985377,259,459,158,74,0.14566929133858267,0.25815523059617546,0.021934758155230598,0.012373453318335208,0.09090909090909091
UTTARAKHAND_HARIDWAR_2002_1,UTTARAKHAND,HARIDWAR,2002,270,240,0.011335633316904879,0.031049778215869888,521,574,131,122,0.25677673730901923,0.2828979793001479,0.03696402168555939,0.024149827501232134,0.09090909090909091
UTTARAKHAND_NAINITAL_2002_1,UTTARAKHAND,NAINITAL,2002,75,70,0.006195786864931847,0.0161090458488228,201,259,37,37,0.24907063197026022,0.32094175960346966,0.042131350681536554,0.021065675340768277,0.09090909090909091
UTTARAKHAND_PAURI_GARHWAL_2002_1,UTTARAKHAND,PAURI GARHWAL,2002,43,43,0.01405152224824356,0.02576112412177986,133,134,22,16,0.3114754098360656,0.31381733021077285,0.0468384074941452,0.03044496487119438,0.09090909090909091
UTTARAKHAND_PITHORAGARH_2002_1,UTTARAKHAND,PITHORAGARH,2002,22,17,0.011029411764705883,0.0,37,32,6,12,0.13602941176470587,0.11764705882352941,0.022058823529411766,0.014705882352941176,0.09090909090909091
UTTARAKHAND_RUDRA_PRAYAG_2002_1,UTTARAKHAND,RUDRA PRAYAG,2002,13,13,0.0,0.008264462809917356,57,34,2,20,0.47107438016528924,0.2809917355371901,0.0743801652892562,0.049586776859504134,0.09090909090909091
UTTARAKHAND_TEHRI_GARHWAL_2002_1,UTTARAKHAND,TEHRI GARHWAL,2002,31,31,0.01056338028169014,0.017605633802816902,68,57,19,8,0.23943661971830985,0.2007042253521127,0.02464788732394366,0.007042253521126761,0.09090909090909091
UTTARAKHAND_UDHAMSINGH_NAGAR_2002_1,UTTARAKHAND,UDHAMSINGH NAGAR,2002,130,112,0.011128775834658187,0.017488076311605722,300,327,59,31,0.2384737678855326,0.2599364069952305,0.04292527821939587,0.02384737678855326,0.09090909090909091
UTTARAKHAND_UTTARKASHI_2002_1,UTTARAKHAND,UTTARKASHI,2002,35,32,0.0379746835443038,0.02531645569620253,44,50,6,17,0.18565400843881857,0.2109704641350211,0.02531645569620253,0.016877637130801686,0.09090909090909091
WEST_BENGAL_24_PARGANAS_NORTH_2002_1,WEST BENGAL,24 PARGANAS NORTH,2002,923,922,0.012762871646120376,0.013197969543147208,614,1933,123,249,0.08905003625815809,0.2803480783176215,0.02958665699782451,0.00870195794053662,0.09090909090909091
WEST_BENGAL_24_PARGANAS_SOUTH_2002_1,WEST BENGAL,24 PARGANAS SOUTH,2002,809,807,0.011397921555481059,0.011230305062018102,448,1126,26,224,0.07509218907140462,0.1887361716392893,0.023466309084813945,0.004358028830036876,0.09090909090909091
WEST_BENGAL_ASANSOL_2002_1,WEST BENGAL,ASANSOL,2002,35,35,0.0027472527472527475,0.008241758241758242,30,45,16,9,0.08241758241758242,0.12362637362637363,0.03021978021978022,0.013736263736263736,0.09090909090909091
WEST_BENGAL_BANKURA_2002_1,WEST BENGAL,BANKURA,2002,158,158,0.015754560530679935,0.009950248756218905,195,242,24,66,0.16169154228855723,0.20066334991708126,0.03233830845771144,0.007462686567164179,0.09090909090909091
WEST_BENGAL_BIRBHUM_2002_1,WEST BENGAL,BIRBHUM,2002,290,290,0.01790154152163103,0.0139234211834908,349,214,16,162,0.1735454997513675,0.10641471904525111,0.02834410740924913,0.005469915464942815,0.09090909090909091
WEST_BENGAL_BURDWAN_2002_1,WEST BENGAL,BURDWAN,2002,477,477,0.012832929782082324,0.01162227602905569,435,587,39,154,0.1053268765133172,0.14213075060532687,0.022276029055690073,0.006537530266343826,0.09090909090909091
WEST_BENGAL_COOCHBEHAR_2002_1,WEST BENGAL,COOCHBEHAR,2002,285,284,0.037489102005231034,0.036617262423714034,217,146,18,40,0.1891891891891892,0.12728857890148212,0.026155187445510025,0.008718395815170008,0.09090909090909091
WEST_BENGAL_DAKSHIN_DINAJPUR_2002_1,WEST BENGAL,DAKSHIN DINAJPUR,2002,152,152,0.017937219730941704,0.023318385650224215,112,92,8,36,0.10044843049327354,0.08251121076233184,0.02062780269058296,0.0008968609865470852,0.09090909090909091
WEST_BENGAL_DARJEELING_2002_1,WEST BENGAL,DARJEELING,2002,123,122,0.011689691817215728,0.012221041445270989,236,516,12,27,0.12539851222104145,0.27417640807651433,0.0334750265674814,0.012752391073326248,0.09090909090909091
WEST_BENGAL_HOOGHLY_2002_1,WEST BENGAL,HOOGHLY,2002,429,427,0.011535688536409516,0.012977649603460706,676,469,67,309,0.24369142033165103,0.16906993511175197,0.0277577505407354,0.004686373467916366,0.09090909090909091
WEST_BENGAL_HOWRAH_2002_1,WEST BENGAL,HOWRAH,2002,97,97,0.004411764705882353,0.0058823529411764705,215,139,73,72,0.15808823529411764,0.10220588235294117,0.013235294117647059,0.0058823529411764705,0.09090909090909091
WEST_BENGAL_HOWRAH_CITY_2002_1,WEST BENGAL,HOWRAH CITY,2002,117,117,0.007942811755361398,0.019062748212867357,212,305,64,48,0.16838760921366164,0.24225575853852263,0.019062748212867357,0.012708498808578236,0.09090909090909091
WEST_BENGAL_HOWRAH_G.R.P._2002_1,WEST BENGAL,HOWRAH G.R.P.,2002,10,10,0.0058823529411764705,0.00196078431372549,35,327,3,9,0.06862745098039216,0.6411764705882353,0.01764705882352941,0.0196078431372549,0.09090909090909091
WEST_BENGAL_JALPAIGURI_2002_1,WEST BENGAL,JALPAIGURI,2002,271,271,0.019740259740259742,0.011428571428571429,389,449,49,59,0.20207792207792208,0.23324675324675326,0.047792207792207796,0.014025974025974027,0.09090909090909091
WEST_BENGAL_KHARAGPUR_G.R.P._2002_1,WEST BENGAL,KHARAGPUR G.R.P.,2002,1,1,0.0,0.005376344086021506,17,133,0,5,0.0913978494623656,0.7150537634408602,0.016129032258064516,0.03225806451612903,0.09090909090909091
WEST_BENGAL_KOLKATA_2002_1,WEST BENGAL,KOLKATA,2002,563,539,0.0030945236309077267,0.010033758439609903,1802,4090,1159,242,0.16897974493623405,0.3835333833458365,0.005438859714928732,0.015566391597899475,0.09090909090909091
WEST_BENGAL_MALDA_2002_1,WEST BENGAL,MALDA,2002,209,206,0.020471464019851116,0.024193548387096774,225,295,33,28,0.13957816377171217,0.18300248138957817,0.03287841191066997,0.004962779156327543,0.09090909090909091
WEST_BENGAL_MURSHIDABAD_2002_1,WEST BENGAL,MURSHIDABAD,2002,419,419,0.023556231003039513,0.01405775075987842,478,355,16,133,0.18161094224924013,0.13487841945288753,0.04673252279635259,0.00911854103343465,0.09090909090909091
WEST_BENGAL_NADIA_2002_1,WEST BENGAL,NADIA,2002,534,534,0.020860839714813836,0.02165302350145234,900,660,0,232,0.23765513599155003,0.17428043306047003,0.026142064959070503,0.006073409030895168,0.09090909090909091
WEST_BENGAL_PASCHIM_MIDNAPUR_2002_1,WEST BENGAL,PASCHIM MIDNAPUR,2002,406,406,0.020479134466769706,0.018160741885625966,386,377,47,211,0.1491499227202473,0.14567233384853168,0.03323029366306028,0.00927357032457496,0.09090909090909091
WEST_BENGAL_PURAB_MIDNAPUR_2002_1,WEST BENGAL,PURAB MIDNAPUR,2002,291,291,0.012840267077555213,0.02157164869029276,204,184,6,138,0.10477657935285054,0.09450436569080636,0.019517205957883924,0.005649717514124294,0.09090909090909091
WEST_BENGAL_PURULIA_2002_1,WEST BENGAL,PURULIA,2002,176,176,0.012942191544434857,0.012079378774805867,117,254,33,56,0.10094909404659189,0.2191544434857636,0.03537532355478861,0.012942191544434857,0.09090909090909091
WEST_BENGAL_SEALDAH_G.R.P._2002_1,WEST BENGAL,SEALDAH G.R.P.,2002,5,5,0.0,0.009732360097323601,53,262,4,10,0.12895377128953772,0.6374695863746959,0.0535279805352798,0.0340632603406326,0.09090909090909091
WEST_BENGAL_SILIGURI_G.R.P._2002_1,WEST BENGAL,SILIGURI G.R.P.,2002,2,2,0.0,0.007633587786259542,5,92,1,0,0.03816793893129771,0.7022900763358778,0.030534351145038167,0.007633587786259542,0.09090909090909091
WEST_BENGAL_UTTAR_DINAJPUR_2002_1,WEST BENGAL,UTTAR DINAJPUR,2002,149,148,0.015082956259426848,0.0196078431372549,164,253,27,56,0.12368024132730016,0.1907993966817496,0.02865761689291101,0.003770739064856712,0.09090909090909091
A_&_N_ISLANDS_ANDAMAN_2002_1,A & N ISLANDS,ANDAMAN,2002,26,23,0.0017211703958691911,0.0034423407917383822,127,101,15,13,0.21858864027538727,0.1738382099827883,0.024096385542168676,0.012048192771084338,0.09090909090909091
A_&_N_ISLANDS_NICOBAR_2002_1,A & N ISLANDS,NICOBAR,2002,2,2,0.034482758620689655,0.0,9,5,0,0,0.3103448275862069,0.1724137931034483,0.10344827586206896,0.0,0.09090909090909091
CHANDIGARH_CHANDIGARH_2002_1,CHANDIGARH,CHANDIGARH,2002,193,165,0.004728132387706856,0.014184397163120567,284,2010,221,83,0.07459942211715262,0.5279747832939322,0.008142894667717364,0.006829524560021014,0.09090909090909091
D_&_N_HAVELI_D_and_N_HAVELI_2002_1,D & N HAVELI,D and N HAVELI,2002,19,19,0.011428571428571429,0.025714285714285714,48,117,22,7,0.13714285714285715,0.3342857142857143,0.03142857142857143,0.002857142857142857,0.09090909090909091
DAMAN_&_DIU_DAMAN_2002_1,DAMAN & DIU,DAMAN,2002,5,5,0.0,0.009433962264150943,38,98,15,16,0.1792452830188679,0.46226415094339623,0.0330188679245283,0.0,0.09090909090909091
DAMAN_&_DIU_DIU_2002_1,DAMAN & DIU,DIU,2002,1,1,0.0,0.0196078431372549,8,17,0,2,0.1568627450980392,0.3333333333333333,0.0196078431372549,0.0196078431372549,0.09090909090909091
DELHI_UT_CENTRAL_2002_1,DELHI UT,CENTRAL,2002,159,142,0.006146968426934898,0.019837943559653536,223,1539,193,9,0.062307907236658286,0.4300083822296731,0.006426376082704666,0.010896898575020955,0.09090909090909091
DELHI_UT_EAST_2002_1,DELHI UT,EAST,2002,247,241,0.002575991756826378,0.03632148377125193,392,1694,144,20,0.10097887686759402,0.4363730036063885,0.01287995878413189,0.0095311695002576,0.09090909090909091
DELHI_UT_G.R.P.(RLY)_2002_1,DELHI UT,G.R.P.(RLY),2002,6,6,0.0,0.002130681818181818,28,1293,26,0,0.019886363636363636,0.9183238636363636,0.0014204545454545455,0.008522727272727272,0.09090909090909091
DELHI_UT_I.G.I._AIRPORT_2002_1,DELHI UT,I.G.I. AIRPORT,2002,5,3,0.0,0.001379310344827586,8,55,580,1,0.011034482758620689,0.07586206896551724,0.005517241379310344,0.002758620689655172,0.09090909090909091
DELHI_UT_NEW_DELHI_2002_1,DELHI UT,NEW DELHI,2002,56,41,0.0033236393851267137,0.008309098462816784,90,1223,300,12,0.03739094308267553,0.5081013710012464,0.0024927295388450354,0.008309098462816784,0.09090909090909091
DELHI_UT_NORTH_2002_1,DELHI UT,NORTH,2002,174,151,0.007332971211298208,0.022813688212927757,291,1364,209,22,0.07903313416621402,0.3704508419337317,0.010863661053775122,0.011678435632808256,0.09090909090909091
DELHI_UT_NORTH_EAST_2002_1,DELHI UT,NORTH EAST,2002,267,264,0.013184584178498986,0.05273833671399594,434,1084,98,15,0.14672075726842462,0.3664638269100744,0.02231237322515213,0.021974306964164976,0.09090909090909091
DELHI_UT_NORTH_WEST_2002_1,DELHI UT,NORTH WEST,2002,713,697,0.013054830287206266,0.04677980852915579,720,2909,214,26,0.0783289817232376,0.31647084421235855,0.01468668407310705,0.012184508268059183,0.09090909090909091
DELHI_UT_S.T.F._2002_1,DELHI UT,S.T.F.,2002,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.09090909090909091
DELHI_UT_SOUTH_2002_1,DELHI UT,SOUTH,2002,370,348,0.006983990544751262,0.01751369936606855,509,4137,398,47,0.05469001826582143,0.44450413667132266,0.008595680670463093,0.007951004620178361,0.09090909090909091
DELHI_UT_SOUTH_WEST_2002_1,DELHI UT,SOUTH WEST,2002,310,297,0.014122533748701973,0.026168224299065422,341,1947,207,32,0.07082035306334372,0.4043613707165109,0.010799584631360333,0.009968847352024923,0.09090909090909091
DELHI_UT_SPL_CELL_2002_1,DELHI UT,SPL CELL,2002,0,0,0.0,0.0,1,0,28,0,0.022222222222222223,0.0,0.0,0.0,0.09090909090909091
DELHI_UT_WEST_2002_1,DELHI UT,WEST,2002,263,252,0.0061547069520212615,0.01790460204224367,494,2289,191,12,0.06910057350678417,0.32018464120856066,0.010211218352217093,0.006993985172751434,0.09090909090909091
LAKSHADWEEP_LAKSHADWEEP_2002_1,LAKSHADWEEP,LAKSHADWEEP,2002,2,2,0.018518518518518517,0.0,23,21,0,20,0.42592592592592593,0.3888888888888889,0.0,0.0,0.09090909090909091
PUDUCHERRY_PONDICHERRY_2002_1,PUDUCHERRY,PONDICHERRY,2002,115,89,0.0013519603424966202,0.002253267237494367,1366,663,45,215,0.3077963046417305,0.1493916178458765,0.006534474988733664,0.0013519603424966202,0.09090909090909091
ANDHRA_PRADESH_ADILABAD_2003_1,ANDHRA PRADESH,ADILABAD,2003,510,471,0.007169192953707497,0.009422367882015567,1499,523,166,140,0.3070462925030725,0.10712822613682917,0.021917247029905777,0.004916018025399427,0.18181818181818182
ANDHRA_PRADESH_ANANTAPUR_2003_1,ANDHRA PRADESH,ANANTAPUR,2003,498,453,0.0041457560549858176,0.013091861226271002,2331,569,127,184,0.5086188086406284,0.12415448396247,0.037748199869081386,0.0037093606807767836,0.18181818181818182
ANDHRA_PRADESH_CHITTOOR_2003_1,ANDHRA PRADESH,CHITTOOR,2003,503,330,0.005433962264150944,0.013584905660377358,1323,1228,361,93,0.19969811320754716,0.18535849056603773,0.016452830188679244,0.002716981132075472,0.18181818181818182
ANDHRA_PRADESH_CUDDAPAH_2003_1,ANDHRA PRADESH,CUDDAPAH,2003,247,216,0.002900232018561485,0.010730858468677494,1004,321,90,109,0.29118329466357307,0.09309744779582367,0.027552204176334107,0.0026102088167053363,0.18181818181818182
ANDHRA_PRADESH_CYBERABAD_2003_1,ANDHRA PRADESH,CYBERABAD,2003,876,797,0.003007956530176596,0.009897147292839123,1568,2600,766,94,0.15214438191344848,0.2522802251115855,0.015039782650882981,0.005433727925480303,0.18181818181818182
ANDHRA_PRADESH_EAST_GODAVARI_2003_1,ANDHRA PRADESH,EAST GODAVARI,2003,705,595,0.0023631350925561244,0.007745831692267297,3167,1752,356,150,0.41578049100695813,0.23001181567546278,0.009583825653144282,0.00223184980963634,0.18181818181818182
ANDHRA_PRADESH_GUNTAKAL_RLY._2003_1,ANDHRA PRADESH,GUNTAKAL RLY.,2003,4,4,0.0027100271002710027,0.0027100271002710027,18,214,6,0,0.04878048780487805,0.5799457994579946,0.01084010840108401,0.013550135501355014,0.18181818181818182
ANDHRA_PRADESH_GUNTUR_2003_1,ANDHRA PRADESH,GUNTUR,2003,889,790,0.0059616381544841885,0.012312078797304303,2081,1533,462,193,0.26969932607568686,0.19867807153965786,0.027216174183514776,0.0036288232244686366,0.18181818181818182
ANDHRA_PRADESH_HYDERABAD_CITY_2003_1,ANDHRA PRADESH,HYDERABAD CITY,2003,1797,1501,0.0028143978669826694,0.007653187182145855,5178,8558,2272,299,0.2556658272848467,0.42255468325680146,0.006122549745716684,0.004493161506937244,0.18181818181818182
ANDHRA_PRADESH_KARIMNAGAR_2003_1,ANDHRA PRADESH,KARIMNAGAR,2003,1327,1194,0.011413748378728923,0.011543450064850844,3263,776,432,228,0.4232166018158236,0.1006485084306096,0.019844357976653695,0.005577172503242542,0.18181818181818182
ANDHRA_PRADESH_KHAMMAM_2003_1,ANDHRA PRADESH,KHAMMAM,2003,691,445,0.008687258687258687,0.007915057915057915,2513,589,184,165,0.4851351351351351,0.1137065637065637,0.01718146718146718,0.0015444015444015444,0.18181818181818182
ANDHRA_PRADESH_KRISHNA_2003_1,ANDHRA PRADESH,KRISHNA,2003,730,623,0.008516275548826646,0.010408781226343679,2188,848,211,98,0.4140802422407267,0.16048448145344435,0.012490537471612415,0.002271006813020439,0.18181818181818182
ANDHRA_PRADESH_KURNOOL_2003_1,ANDHRA PRADESH,KURNOOL,2003,638,507,0.005862646566164154,0.007328308207705193,1455,440,231,122,0.3046482412060301,0.09212730318257957,0.026172529313232832,0.005025125628140704,0.18181818181818182
ANDHRA_PRADESH_MAHABOOBNAGAR_2003_1,ANDHRA PRADESH,MAHABOOBNAGAR,2003,587,551,0.012799109627156371,0.008532739751437582,1402,760,145,186,0.26006306807642365,0.14097570024114264,0.03542941940270822,0.006121313299944352,0.18181818181818182
ANDHRA_PRADESH_MEDAK_2003_1,ANDHRA PRADESH,MEDAK,2003,465,428,0.00622535795808259,0.010790620460676489,2158,862,126,144,0.4478107491180743,0.17887528532890642,0.025731479560074703,0.010375596596804317,0.18181818181818182
ANDHRA_PRADESH_NALGONDA_2003_1,ANDHRA PRADESH,NALGONDA,2003,763,712,0.010969568294409059,0.008669497523000707,1674,552,189,223,0.2961783439490446,0.09766454352441614,0.025123849964614295,0.004246284501061571,0.18181818181818182
ANDHRA_PRADESH_NELLORE_2003_1,ANDHRA PRADESH,NELLORE,2003,632,535,0.004535528305056274,0.01058289937846464,2128,815,207,134,0.3574668234503612,0.1369057618007727,0.013438602385351923,0.0020157903578027886,0.18181818181818182
ANDHRA_PRADESH_NIZAMABAD_2003_1,ANDHRA PRADESH,NIZAMABAD,2003,500,465,0.006203208556149733,0.0074866310160427805,2378,612,214,88,0.5086631016042781,0.13090909090909092,0.019251336898395723,0.006844919786096256,0.18181818181818182
ANDHRA_PRADESH_PRAKASHAM_2003_1,ANDHRA PRADESH,PRAKASHAM,2003,473,324,0.005912389142703574,0.011287288363343187,1642,517,130,64,0.44127922601451225,0.138941144853534,0.02526202633700618,0.005106154259607632,0.18181818181818182
ANDHRA_PRADESH_RANGA_REDDY_2003_1,ANDHRA PRADESH,RANGA REDDY,2003,245,233,0.007067137809187279,0.011610297829379102,977,279,52,67,0.49318525996971224,0.1408379606259465,0.03281171125694094,0.005047955577990914,0.18181818181818182
ANDHRA_PRADESH_SECUNDERABAD_RLY._2003_1,ANDHRA PRADESH,SECUNDERABAD RLY.,2003,0,0,0.0,0.0,28,422,28,6,0.0521415270018622,0.7858472998137802,0.0186219739292365,0.00931098696461825,0.18181818181818182
ANDHRA_PRADESH_SRIKAKULAM_2003_1,ANDHRA PRADESH,SRIKAKULAM,2003,273,229,0.0033783783783783786,0.003003003003003003,776,280,98,67,0.2912912912912913,0.10510510510510511,0.01463963963963964,0.0015015015015015015,0.18181818181818182
ANDHRA_PRADESH_VIJAYAWADA_2003_1,ANDHRA PRADESH,VIJAYAWADA,2003,1621,1475,0.002677243430837878,0.006246901338621716,2271,4359,897,38,0.22518591968269708,0.43222607833415966,0.003371343579573624,0.006048587010411503,0.18181818181818182
ANDHRA_PRADESH_VIJAYAWADA_RLY._2003_1,ANDHRA PRADESH,VIJAYAWADA RLY.,2003,3,0,0.0,0.0,13,362,8,1,0.030162412993039442,0.839907192575406,0.0,0.004640371229698376,0.18181818181818182
ANDHRA_PRADESH_VISAKHA_RURAL_2003_1,ANDHRA PRADESH,VISAKHA RURAL,2003,192,176,0.0057692307692307696,0.0057692307692307696,757,315,79,65,0.29115384615384615,0.12115384615384615,0.02346153846153846,0.002307692307692308,0.18181818181818182
ANDHRA_PRADESH_VISAKHAPATNAM_2003_1,ANDHRA PRADESH,VISAKHAPATNAM,2003,229,199,0.0027590435315757206,0.009196811771919068,408,822,395,4,0.12507664009809932,0.25199264255058246,0.005824647455548743,0.0015328019619865114,0.18181818181818182
ANDHRA_PRADESH_VIZIANAGARAM_2003_1,ANDHRA PRADESH,VIZIANAGARAM,2003,199,174,0.002789400278940028,0.001394700139470014,504,249,63,13,0.23430962343096234,0.11576011157601115,0.01394700139470014,0.003719200371920037,0.18181818181818182
ANDHRA_PRADESH_WARANGAL_2003_1,ANDHRA PRADESH,WARANGAL,2003,583,583,0.008933801991798477,0.015084944346807265,2331,774,278,276,0.3413884007029877,0.11335676625659051,0.018746338605741066,0.003368482718219098,0.18181818181818182
ANDHRA_PRADESH_WEST_GODAVARI_2003_1,ANDHRA PRADESH,WEST GODAVARI,2003,1303,1182,0.014302900681727041,0.011763133270953081,1990,1363,425,126,0.26600721828632534,0.18219489373078465,0.010292741612083945,0.0018714075658334448,0.18181818181818182
ARUNACHAL_PRADESH_CHANGLANG_2003_1,ARUNACHAL PRADESH,CHANGLANG,2003,13,13,0.0273972602739726,0.04794520547945205,45,39,2,4,0.3082191780821918,0.2671232876712329,0.0684931506849315,0.0,0.18181818181818182
ARUNACHAL_PRADESH_DIBANG_VALLEY_2003_1,ARUNACHAL PRADESH,DIBANG VALLEY,2003,9,9,0.017094017094017096,0.008547008547008548,47,36,3,1,0.4017094017094017,0.3076923076923077,0.008547008547008548,0.05128205128205128,0.18181818181818182
ARUNACHAL_PRADESH_K/KUMEY_2003_1,ARUNACHAL PRADESH,K/KUMEY,2003,2,2,0.0,0.07692307692307693,16,3,0,0,0.6153846153846154,0.11538461538461539,0.15384615384615385,0.038461538461538464,0.18181818181818182
ARUNACHAL_PRADESH_KAMENG_EAST_2003_1,ARUNACHAL PRADESH,KAMENG EAST,2003,13,13,0.0,0.0196078431372549,43,31,0,1,0.4215686274509804,0.30392156862745096,0.0392156862745098,0.049019607843137254,0.18181818181818182
ARUNACHAL_PRADESH_KAMENG_WEST_2003_1,ARUNACHAL PRADESH,KAMENG WEST,2003,1,1,0.011904761904761904,0.0,32,25,2,0,0.38095238095238093,0.2976190476190476,0.08333333333333333,0.023809523809523808,0.18181818181818182
