RECORD_ID,STATE/UT,DISTRICT,YEAR,WOMEN_CRIME_TOTAL,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,VIOLENT_CRIME,SERIOUS_VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,MURDER_SHARE,ROBBERY_SHARE
ANDHRA_PRADESH_ADILABAD_2001_1,ANDHRA PRADESH,ADILABAD,2001,0.9059101797371725,0.8967270861366112,-0.11124323423044842,-0.4169078818969589,1.073747801187194,0.9162971813405423,0.3513148455598089,0.6541624633436921,0.5885640660871575,1.0450409409858867,-0.7467817107069925,-0.07735025356523932,-0.1612609263456642
ANDHRA_PRADESH_ANANTAPUR_2001_1,ANDHRA PRADESH,ANANTAPUR,2001,0.7617092681752565,0.7588209732660892,-0.5933736516707657,-0.3134697798737768,1.3036239685760143,1.1618362833423677,0.5449965921560246,0.40399134517824353,1.0754759741161999,2.2804534179939013,-0.5168771611324319,0.35953588480273385,-0.5848314044510302
ANDHRA_PRADESH_CHITTOOR_2001_1,ANDHRA PRADESH,CHITTOOR,2001,0.9214166034805639,0.8355299470701958,-0.6631211068773808,-0.471227710596726,1.4310347266994667,0.7225081701588826,0.9299225797846683,1.1563520405919745,0.9512287630788921,1.670088611785873,-0.3283235511782836,-0.3244672287725911,-0.6889201231289559
ANDHRA_PRADESH_CUDDAPAH_2001_1,ANDHRA PRADESH,CUDDAPAH,2001,0.5661179841912676,0.5101898727594665,-0.5341835521620333,-0.5983092596026061,0.8949041782736642,0.5274739280202588,-0.004533798978176974,0.06379695916900145,0.9284347956255652,1.093490071375271,-0.883141963050302,-0.036057023350448796,-0.7690006251632345
ANDHRA_PRADESH_EAST_GODAVARI_2001_1,ANDHRA PRADESH,EAST GODAVARI,2001,0.9446983720679727,0.9028565559632156,-0.7456641118052519,-0.6233795094083286,1.1021209321403944,0.7273334030297196,1.239793411136723,1.2142956701453256,0.6054929354143809,0.045641675717616285,0.08964351738238213,-0.49358359326278584,-0.5874069947757956
ANDHRA_PRADESH_GUNTAKAL_RLY._2001_1,ANDHRA PRADESH,GUNTAKAL RLY.,2001,-2.762613180398607,-2.72698896464857,-1.0094552278904183,-1.0622985262834126,-2.3658885668167535,-2.0033198190352897,-0.36589167233254855,-1.711880669870973,-1.9043475938955154,-1.703005472551138,2.568460773661274,-0.5711980928960204,-0.36797544827058654
ANDHRA_PRADESH_GUNTUR_2001_1,ANDHRA PRADESH,GUNTUR,2001,1.2532863140406179,1.1751061619904726,-0.4959329320119972,-0.4532731548738459,1.4165712909256993,1.2647723979116499,1.263292374675784,1.4333771043390442,1.19437266726536,0.6786814877559472,-0.13810664884736998,-0.1171810113684938,-0.32749529412517264
ANDHRA_PRADESH_HYDERABAD_CITY_2001_1,ANDHRA PRADESH,HYDERABAD CITY,2001,1.4334239207493762,1.4576310265522678,-0.7760430898827898,-0.668142938279517,1.6819696913732547,1.1761169940755258,1.9768673543077462,2.3528145046403823,0.2757541867775629,0.628583204459477,0.863485002536463,-0.6080046501180072,-0.45862103805695276
ANDHRA_PRADESH_KARIMNAGAR_2001_1,ANDHRA PRADESH,KARIMNAGAR,2001,1.3445690024011534,1.3233814963861705,-0.29026745540314586,-0.39027409954442216,1.272805145039269,1.1901608661540568,0.6688381654958436,1.2142956701453256,1.1160436700869263,0.9215885184372851,-0.6732960281243822,0.049398500358224996,-0.2506975791378044
ANDHRA_PRADESH_KHAMMAM_2001_1,ANDHRA PRADESH,KHAMMAM,2001,1.2566786457541619,0.9283011446396243,-0.24398575731705316,-0.5407798550862001,1.0336362882625862,0.6879390406577157,0.5098374935601224,0.8879075285309241,1.045971148226641,0.6101945097370053,-0.6547711680096764,-0.2201101141330505,-0.6584659029563099
ANDHRA_PRADESH_KRISHNA_2001_1,ANDHRA PRADESH,KRISHNA,2001,1.100209250409719,1.059946793197359,-0.431686939834708,-0.6232520800976505,1.362599451031909,0.4837167220070652,0.6380854557355973,0.698131882606179,0.7126430114685002,2.0335915689551425,-0.5372728869813472,-0.4580880947863658,-0.6371447951450625
ANDHRA_PRADESH_KURNOOL_2001_1,ANDHRA PRADESH,KURNOOL,2001,0.8447383212119348,0.6933813352017261,-0.5370411983135609,-0.4643295741028154,1.2537647591716556,0.9612719663954767,0.403920662772238,0.7242589700345624,0.4691383850362786,1.5903837752040955,-0.7663143583630219,0.09039763380591725,-0.5195221645930731
ANDHRA_PRADESH_MAHABOOBNAGAR_2001_1,ANDHRA PRADESH,MAHABOOBNAGAR,2001,0.7995119941879522,0.7682033381771753,-0.09579473334363946,-0.5543284678679358,1.0105730318751216,1.114449036163391,0.5687736974922182,0.5633399789911371,0.8200397772921655,0.4033582752023825,-0.6298679243456267,0.21645973819651895,-0.46293115711350563
ANDHRA_PRADESH_MEDAK_2001_1,ANDHRA PRADESH,MEDAK,2001,0.8045059224085697,0.8027085763040032,-0.2700129455354727,-0.6332903468013322,1.1766810889391277,0.81847785622189,0.5151528139311501,0.5761604499824049,0.7356533121401179,2.1475443651585624,-0.39840697893831223,0.0747900792329134,-0.33864686910850195
ANDHRA_PRADESH_NALGONDA_2001_1,ANDHRA PRADESH,NALGONDA,2001,1.016139639068059,0.9819202417737898,-0.48727861714485915,-0.7476909888906595,1.1350209393545807,0.8849296665325497,0.4115748693592005,0.7689380619869761,1.2051045739360178,0.7730260205473676,-0.8203843307733141,-0.07460196953189578,-0.46328598890774936
ANDHRA_PRADESH_NELLORE_2001_1,ANDHRA PRADESH,NELLORE,2001,1.317304279584977,1.1544377264377768,-0.354955577306237,-0.06218319423616053,1.0578892490859542,0.7463640034043634,0.8518554399696732,0.9998095164011922,0.839465285620085,0.3685612919448291,-0.33055984538841554,-0.33838982428696135,-0.6433771301374338
ANDHRA_PRADESH_NIZAMABAD_2001_1,ANDHRA PRADESH,NIZAMABAD,2001,0.7563854866594321,0.7700642097907276,-0.5766916303929016,-0.4506935467970749,1.161408788370726,0.8010169061161957,0.30706250802637997,0.942385056705789,0.4110957257477902,1.9581277700506479,-0.686921534074343,0.09889328059380403,-0.4295299206256249
ANDHRA_PRADESH_PRAKASHAM_2001_1,ANDHRA PRADESH,PRAKASHAM,2001,0.8208891797781924,0.6765101146533534,-0.6239735978850571,-0.5710878833263389,1.15300814636469,0.8440122352650045,0.362790349547452,0.5568395965047539,0.9082111292433263,1.8503708998985438,-0.6373270427979137,0.04412135814670313,-0.5899558675694967
ANDHRA_PRADESH_RANGA_REDDY_2001_1,ANDHRA PRADESH,RANGA REDDY,2001,1.2717356206220038,1.2600817885186733,-0.4648482152772914,-0.43609921382168737,1.6414255237041706,1.4309873434081366,1.6163898883623975,1.7545987601641042,0.7126430114685002,0.9617738493133781,0.2433693519023211,-0.17055702918842194,-0.30009613569288723
ANDHRA_PRADESH_SECUNDERABAD_RLY._2001_1,ANDHRA PRADESH,SECUNDERABAD RLY.,2001,-2.490270274597788,-2.72698896464857,-1.0094552278904183,-1.0622985262834126,-1.4440443111762058,-1.2519283347322543,0.07638275629038009,-0.2723131338820483,-1.9043475938955154,-1.272450021861854,3.3515325193922414,-0.4567358457429628,0.7481153550430856
ANDHRA_PRADESH_SRIKAKULAM_2001_1,ANDHRA PRADESH,SRIKAKULAM,2001,0.394606654009694,0.27337096388659526,-0.7773793113007819,-0.7904184883551927,0.6850564685009799,-0.22740603115486177,0.1790989110387787,0.2890822166573346,0.5652526263686843,0.776956289900999,-0.5392342623027259,-0.41647871375689377,-0.7491206744873238
ANDHRA_PRADESH_VIJAYAWADA_2001_1,ANDHRA PRADESH,VIJAYAWADA,2001,1.2815892973617982,1.215589235206781,-0.7323486913848362,-0.4563150391131815,1.2023129518218152,0.4707878284670204,1.6468556606580176,1.8218423901292238,-0.08509307870012202,0.28500210906306594,1.1573946550190046,-0.6617156354349034,-0.5755212676263177
ANDHRA_PRADESH_VIJAYAWADA_RLY._2001_1,ANDHRA PRADESH,VIJAYAWADA RLY.,2001,-2.2970399078126413,-2.4542306972289643,-0.776927450092469,-1.0622985262834126,-2.019158926694014,-2.28825328340912,-0.031748452157368025,-0.9513271492716399,-1.9043475938955154,-1.565249079544982,4.241596981714969,-0.7200178919707757,-0.6387578525137942
ANDHRA_PRADESH_VISAKHA_RURAL_2001_1,ANDHRA PRADESH,VISAKHA RURAL,2001,0.45862461955405315,0.35044042567313033,-0.7281433560067123,-0.8425914478948083,1.1936107401896703,0.16874618469771846,-0.08340814694715556,0.1855635432490708,0.8656827134669073,2.710839183333138,-0.9521874995660782,-0.29392404163403363,-0.792426463319728
ANDHRA_PRADESH_VISAKHAPATNAM_2001_1,ANDHRA PRADESH,VISAKHAPATNAM,2001,1.1965407979408371,0.5576946392547556,-0.7259792078054488,-0.8409012288673791,0.1620658022550305,-0.548767739009588,0.9154167535263159,1.102083329742478,-0.32953460746399293,-0.9992684450132908,0.4471318226662652,-0.7130293095957012,-0.7557607577058837
ANDHRA_PRADESH_VIZIANAGARAM_2001_1,ANDHRA PRADESH,VIZIANAGARAM,2001,0.33058868846533424,0.29253763530281407,-0.7354160661716775,-0.8482714993324246,0.5025799534469825,-0.3215947994686448,-0.09237983474270123,0.10262689195785396,0.09005191383459228,0.5105518338170899,-0.7131905024404641,-0.40311845750227554,-0.7941490104500759
ANDHRA_PRADESH_WARANGAL_2001_1,ANDHRA PRADESH,WARANGAL,2001,1.0606225270035585,1.1020777203138876,-0.38350663870108564,-0.31515540464925024,1.4009135212970536,1.0770830006955767,0.6921353877405834,0.7784869809429317,1.2811387817028863,1.2390168490068365,-0.7149431843454144,-0.052751444026290756,-0.6017046413088295
ANDHRA_PRADESH_WEST_GODAVARI_2001_1,ANDHRA PRADESH,WEST GODAVARI,2001,1.2343159060899354,1.2251043112293645,-0.21024048029313225,-0.6427584051500408,0.9664190200857493,0.6031857580109247,1.1925552774702008,1.3555102106519246,0.6936031081098,-0.08330381297566623,0.202943400279514,-0.46101891716014526,-0.6728639501805412
ARUNACHAL_PRADESH_CHANGLANG_2001_1,ARUNACHAL PRADESH,CHANGLANG,2001,-1.8314666352266764,-1.7944222887220198,-0.5543246384200331,0.0040846102856707195,-1.2296549493501754,-1.2035250993358548,-1.2716753981012248,-1.2320248245413314,-1.9043475938955154,0.5483559059908882,0.5759222376512333,1.4429761701344548,0.8657132152946726
ARUNACHAL_PRADESH_DIBANG_VALLEY_2001_1,ARUNACHAL PRADESH,DIBANG VALLEY,2001,-1.5053606234025367,-1.4678189189051356,0.05685072458305906,0.6032903727387767,-1.3366476775021074,-1.416344710892158,-1.3496585296100485,-1.711880669870973,-2.336530672594042,0.5407783994812105,0.6831863779356234,-0.17971797028010256,1.666498644626907
