CLUSTER,WOMEN_CRIME_TOTAL,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,VIOLENT_CRIME,SERIOUS_VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,MURDER_SHARE,ROBBERY_SHARE
0,-1.641657031628896,-1.6403052213772347,0.15168041771969912,-0.04370252344682799,-1.5827244954512654,-1.4644756790417617,-1.266764685812129,-1.3576942192862447,-1.3777975905499635,-0.33807736414979783,0.8543329827740802,0.5833365939221482,0.3926224521057873
1,0.3960740542668046,0.39574791003773535,-0.036595145539938916,0.010543880548606973,0.3818557077532578,0.353326430793933,0.30562572769160673,0.3275638233363144,0.33241405916964895,0.08156616741182666,-0.20612047563030428,-0.14073858626103242,-0.09472597711070908
