state_name,district,STATE_UT,DISTRICT,YEAR,TARGET_YEAR,PREDICTED_WOMEN_CRIME_SHARE_CLIPPED,PREDICTED_RISK_BAND,TOTAL_IPC,GIS_EXACT_MATCH
Madhya Pradesh,Tikamgarh,Madhya Pradesh,TIKAMGARH,2013,2014,0.0834272902468258,MEDIUM,3196,True
Madhya Pradesh,Ujjain,Madhya Pradesh,UJJAIN,2013,2014,0.0620072739634041,MEDIUM,7970,True
Madhya Pradesh,Vidisha,Madhya Pradesh,VIDISHA,2013,2014,0.0926524485323641,HIGH,4687,True
Madhya Pradesh,Singrauli,Madhya Pradesh,SINGRAULI,2013,2014,0.0815098912932172,MEDIUM,2954,True
Madhya Pradesh,Alirajpur,Madhya Pradesh,ALIRAJPUR,2013,2014,0.0655478411913337,MEDIUM,1175,True
Mizoram,Aizawl,Mizoram,AIZAWL,2013,2014,0.0,LOW,844,True
Mizoram,Champhai,Mizoram,CHAMPHAI,2013,2014,0.0769036165458858,MEDIUM,189,True
Mizoram,Kolasib,Mizoram,KOLASIB,2013,2014,0.0531045676970636,MEDIUM,176,True
Mizoram,Lawngtlai,Mizoram,LAWNGTLAI,2013,2014,0.0835480443582328,MEDIUM,90,True
Mizoram,Lunglei,Mizoram,LUNGLEI,2013,2014,0.1429450589814693,HIGH,154,True
Mizoram,Mamit,Mizoram,MAMIT,2013,2014,0.0861515007157593,HIGH,88,True
Madhya Pradesh,Barwani,Madhya Pradesh,BARWANI,2013,2014,0.073879618001422,MEDIUM,2260,True
Madhya Pradesh,Betul,Madhya Pradesh,BETUL,2013,2014,0.1091081592130451,HIGH,3363,True
Madhya Pradesh,Bhind,Madhya Pradesh,BHIND,2013,2014,0.0745497298087032,MEDIUM,4333,True
Madhya Pradesh,Bhopal,Madhya Pradesh,BHOPAL,2013,2014,0.0485517567574633,LOW,13927,True
Madhya Pradesh,Burhanpur,Madhya Pradesh,BURHANPUR,2013,2014,0.0961971145439493,HIGH,1636,True
Madhya Pradesh,Chhatarpur,Madhya Pradesh,CHHATARPUR,2013,2014,0.0872301670021131,HIGH,4527,True
Madhya Pradesh,Chhindwara,Madhya Pradesh,CHHINDWARA,2013,2014,0.0985958927504755,HIGH,5142,True
Madhya Pradesh,Damoh,Madhya Pradesh,DAMOH,2013,2014,0.0950223667789502,HIGH,2630,True
Madhya Pradesh,Dewas,Madhya Pradesh,DEWAS,2013,2014,0.0494567068852249,LOW,4980,True
Madhya Pradesh,Dhar,Madhya Pradesh,DHAR,2013,2014,0.071747937126078,MEDIUM,6164,True
Madhya Pradesh,Dindori,Madhya Pradesh,DINDORI,2013,2014,0.1027251414144261,HIGH,1990,True
Madhya Pradesh,Guna,Madhya Pradesh,GUNA,2013,2014,0.076535181009534,MEDIUM,3788,True
Madhya Pradesh,Gwalior,Madhya Pradesh,GWALIOR,2013,2014,0.0860101509448811,HIGH,10693,True
Madhya Pradesh,Mandsaur,Madhya Pradesh,MANDSAUR,2013,2014,0.0589535816591764,MEDIUM,3772,True
Madhya Pradesh,Morena,Madhya Pradesh,MORENA,2013,2014,0.0801776433677987,MEDIUM,5588,True
Madhya Pradesh,Narsinghpur,Madhya Pradesh,NARSINGHPUR,2013,2014,0.0972551349609902,HIGH,3649,True
Madhya Pradesh,Neemuch,Madhya Pradesh,NEEMUCH,2013,2014,0.0698890349906677,MEDIUM,2525,True
Madhya Pradesh,Panna,Madhya Pradesh,PANNA,2013,2014,0.0345062331684518,LOW,1828,True
Madhya Pradesh,Raisen,Madhya Pradesh,RAISEN,2013,2014,0.0880046153606188,HIGH,4656,True
Nagaland,Wokha,Nagaland,WOKHA,2013,2014,0.0,LOW,87,True
Nagaland,Zunheboto,Nagaland,ZUNHEBOTO,2013,2014,0.0,LOW,48,True
Nagaland,Peren,Nagaland,PEREN,2013,2014,0.0619356436887927,MEDIUM,15,True
Nagaland,Kiphire,Nagaland,KIPHIRE,2013,2014,0.0428271676051055,LOW,42,True
Nagaland,Longleng,Nagaland,LONGLENG,2013,2014,0.0081929073056856,LOW,14,True
Odisha,Bhadrak,Odisha,BHADRAK,2013,2014,0.1112408985822115,HIGH,2708,True
Odisha,Boudh,Odisha,BOUDH,2013,2014,0.2341569290330285,HIGH,706,True
Odisha,Cuttack,Odisha,CUTTACK,2013,2014,0.0652122898421241,MEDIUM,2407,True
Odisha,Deogarh,Odisha,DEOGARH,2013,2014,0.1415663686990471,HIGH,478,True
Odisha,Dhenkanal,Odisha,DHENKANAL,2013,2014,0.1872172484399443,HIGH,2131,True
Odisha,Gajapati,Odisha,GAJAPATI,2013,2014,0.2301120108583789,HIGH,424,True
Odisha,Ganjam,Odisha,GANJAM,2013,2014,0.2023931008169854,HIGH,2326,True
Odisha,Jharsuguda,Odisha,JHARSUGUDA,2013,2014,0.1216474370431528,HIGH,1214,True
Odisha,Kalahandi,Odisha,KALAHANDI,2013,2014,0.1748336854731691,HIGH,1735,True
Odisha,Kandhamal,Odisha,KANDHAMAL,2013,2014,0.1777646809814983,HIGH,909,True
Odisha,Kendrapara,Odisha,KENDRAPARA,2013,2014,0.0784758942240786,MEDIUM,2282,True
Odisha,Koraput,Odisha,KORAPUT,2013,2014,0.1590047597891997,HIGH,1456,True
Odisha,Mayurbhanj,Odisha,MAYURBHANJ,2013,2014,0.1583009488309217,HIGH,2958,True
Odisha,Nayagarh,Odisha,NAYAGARH,2013,2014,0.068293987521814,MEDIUM,1520,True
Odisha,Nuapada,Odisha,NUAPADA,2013,2014,0.1370364990640682,HIGH,1080,True
Odisha,Puri,Odisha,PURI,2013,2014,0.0904010369593508,HIGH,3753,True
Odisha,Rayagada,Odisha,RAYAGADA,2013,2014,0.1876530441370876,HIGH,1163,True
Odisha,Sambalpur,Odisha,SAMBALPUR,2013,2014,0.0594138027390813,MEDIUM,3038,True
Odisha,Sonepur,Odisha,SONEPUR,2013,2014,0.1604666365702287,HIGH,650,True
Odisha,Sundargarh,Odisha,SUNDARGARH,2013,2014,0.1123343094598767,HIGH,1576,True
Punjab,Faridkot,Punjab,FARIDKOT,2013,2014,0.0557778669032005,MEDIUM,724,True
Punjab,Fatehgarh Sahib,Punjab,FATEHGARH SAHIB,2013,2014,0.0982975135788508,HIGH,811,True
Punjab,Gurdaspur,Punjab,GURDASPUR,2013,2014,0.0805542537171974,MEDIUM,884,True
Punjab,Hoshiarpur,Punjab,HOSHIARPUR,2013,2014,0.0777124321159321,MEDIUM,1667,True
Punjab,Kapurthala,Punjab,KAPURTHALA,2013,2014,0.0668643962817314,MEDIUM,1267,True
Punjab,Mansa,Punjab,MANSA,2013,2014,0.0679090336225145,MEDIUM,640,True
Punjab,Moga,Punjab,MOGA,2013,2014,0.027866109003783,LOW,1044,True
Punjab,Patiala,Punjab,PATIALA,2013,2014,0.043713557061993,LOW,2869,True
Punjab,Sangrur,Punjab,SANGRUR,2013,2014,0.0314447414879042,LOW,2078,True
Punjab,Barnala,Punjab,BARNALA,2013,2014,0.0138125565500446,LOW,771,True
Punjab,Tarn Taran,Punjab,TARN TARAN,2013,2014,0.0952474752015974,HIGH,1076,True
Punjab,Fazilka,Punjab,FAZILKA,2013,2014,0.0906803960191113,HIGH,863,True
Punjab,Pathankot,Punjab,PATHANKOT,2013,2014,0.0975702499537776,HIGH,437,True
Puducherry,Karaikal,Puducherry,KARAIKAL,2013,2014,0.033876826474662,LOW,643,True
Rajasthan,Ajmer,Rajasthan,AJMER,2013,2014,0.0993468825488024,HIGH,8636,True
Rajasthan,Alwar,Rajasthan,ALWAR,2013,2014,0.059782611954384,MEDIUM,14677,True
Rajasthan,Banswara,Rajasthan,BANSWARA,2013,2014,0.1450529987073723,HIGH,2784,True
Rajasthan,Baran,Rajasthan,BARAN,2013,2014,0.0842679729406385,MEDIUM,3333,True
Rajasthan,Barmer,Rajasthan,BARMER,2013,2014,0.0183482900723548,LOW,3996,True
Rajasthan,Bharatpur,Rajasthan,BHARATPUR,2013,2014,0.0214277830671123,LOW,10203,True
Rajasthan,Bhilwara,Rajasthan,BHILWARA,2013,2014,0.1308182009696012,HIGH,5489,True
Rajasthan,Bikaner,Rajasthan,BIKANER,2013,2014,0.0531778881114932,MEDIUM,4978,True
Rajasthan,Bundi,Rajasthan,BUNDI,2013,2014,0.1187640801815932,HIGH,3292,True
Rajasthan,Chittorgarh,Rajasthan,CHITTORGARH,2013,2014,0.1668411948411348,HIGH,4980,True
Rajasthan,Churu,Rajasthan,CHURU,2013,2014,0.0572183249608444,MEDIUM,3725,True
Rajasthan,Dausa,Rajasthan,DAUSA,2013,2014,0.0849664557039362,MEDIUM,5673,True
Rajasthan,Dholpur,Rajasthan,DHOLPUR,2013,2014,0.0209454461280829,LOW,3889,True
Rajasthan,Dungarpur,Rajasthan,DUNGARPUR,2013,2014,0.1213148896198903,HIGH,2380,True
Rajasthan,Ganganagar,Rajasthan,GANGANAGAR,2013,2014,0.1228487326387666,HIGH,6347,True
Rajasthan,Hanumangarh,Rajasthan,HANUMANGARH,2013,2014,0.09309830496006,HIGH,4825,True
Rajasthan,Sikar,Rajasthan,SIKAR,2013,2014,0.0574534753943909,MEDIUM,6941,True
Rajasthan,Sirohi,Rajasthan,SIROHI,2013,2014,0.1319570096000377,HIGH,2148,True
Rajasthan,Tonk,Rajasthan,TONK,2013,2014,0.1120954163262142,HIGH,4022,True
Rajasthan,Udaipur,Rajasthan,UDAIPUR,2013,2014,0.123736948404806,HIGH,8212,True
Tamil Nadu,Thanjavur,Tamil Nadu,THANJAVUR,2013,2014,0.0308609927182261,LOW,6510,True
Tamil Nadu,Theni,Tamil Nadu,THENI,2013,2014,0.0385216177932379,LOW,4311,True
Tamil Nadu,Thiruvallur,Tamil Nadu,THIRUVALLUR,2013,2014,0.0412416740193195,LOW,4003,True
Tamil Nadu,Thiruvarur,Tamil Nadu,THIRUVARUR,2013,2014,0.0,LOW,3963,True
Tamil Nadu,Chennai,Tamil Nadu,CHENNAI,2013,2014,0.0342055801656557,LOW,17747,True
Tamil Nadu,Cuddalore,Tamil Nadu,CUDDALORE,2013,2014,0.0364087552355714,LOW,8758,True
Tamil Nadu,Dharmapuri,Tamil Nadu,DHARMAPURI,2013,2014,0.0485818270820972,LOW,4416,True
Tamil Nadu,Dindigul,Tamil Nadu,DINDIGUL,2013,2014,0.0479461475399192,LOW,5845,True
Tamil Nadu,Erode,Tamil Nadu,ERODE,2013,2014,0.0156149215813543,LOW,4342,True
Tamil Nadu,Kanchipuram,Tamil Nadu,KANCHIPURAM,2013,2014,0.0129842126163894,LOW,7977,True
Tamil Nadu,Karur,Tamil Nadu,KARUR,2013,2014,0.0244695955487317,LOW,2013,True
Tamil Nadu,Krishnagiri,Tamil Nadu,KRISHNAGIRI,2013,2014,0.0426365109714284,LOW,5101,True
Tamil Nadu,Nagapattinam,Tamil Nadu,NAGAPATTINAM,2013,2014,0.0165626120815802,LOW,3919,True
Tamil Nadu,Namakkal,Tamil Nadu,NAMAKKAL,2013,2014,0.0441382459755688,LOW,4113,True
Tamil Nadu,Perambalur,Tamil Nadu,PERAMBALUR,2013,2014,0.0377890124027915,LOW,1300,True
Tamil Nadu,Vellore,Tamil Nadu,VELLORE,2013,2014,0.0363595827274652,LOW,9802,True
Tamil Nadu,Villupuram,Tamil Nadu,VILLUPURAM,2013,2014,0.0548727354230551,MEDIUM,8801,True
Tamil Nadu,Virudhunagar,Tamil Nadu,VIRUDHUNAGAR,2013,2014,0.0368635549452933,LOW,4336,True
Tamil Nadu,Ariyalur,Tamil Nadu,ARIYALUR,2013,2014,0.0387190133266501,LOW,1991,True
Tamil Nadu,Tiruppur,Tamil Nadu,TIRUPPUR,2013,2014,0.0340905452397082,LOW,5895,True
Tripura,Dhalai,Tripura,DHALAI,2013,2014,0.2098311613329941,HIGH,394,True
Tripura,Gomati,Tripura,GOMATI,2013,2014,0.1864250400900589,HIGH,1049,True
Tripura,Unakoti,Tripura,UNAKOTI,2013,2014,0.1772780214646816,HIGH,433,True
Telangana,Adilabad,Andhra Pradesh,ADILABAD,2013,2014,0.1228549296254983,HIGH,6381,True
Telangana,Karimnagar,Andhra Pradesh,KARIMNAGAR,2013,2014,0.1319698352194664,HIGH,8836,True
Telangana,Khammam,Andhra Pradesh,KHAMMAM,2013,2014,0.123780024039094,HIGH,10607,True
Telangana,Medak,Andhra Pradesh,MEDAK,2013,2014,0.0899533076840712,HIGH,7054,True
Telangana,Nalgonda,Andhra Pradesh,NALGONDA,2013,2014,0.1044965746737689,HIGH,10291,True
Telangana,Nizamabad,Andhra Pradesh,NIZAMABAD,2013,2014,0.1390369380326335,HIGH,7662,True
Telangana,Ranga Reddy,Andhra Pradesh,RANGA REDDY,2013,2014,0.1093572771844877,HIGH,2191,True
Telangana,Warangal,Andhra Pradesh,WARANGAL,2013,2014,0.0901492240480423,HIGH,5421,True
Uttarakhand,Almora,Uttarakhand,ALMORA,2013,2014,0.1284946525280135,HIGH,172,True
Uttarakhand,Bageshwar,Uttarakhand,BAGESHWAR,2013,2014,0.084924738703515,MEDIUM,84,True
Uttarakhand,Chamoli,Uttarakhand,CHAMOLI,2013,2014,0.1317830674634466,HIGH,119,True
Uttarakhand,Champawat,Uttarakhand,CHAMPAWAT,2013,2014,0.0967860829607134,HIGH,97,True
Uttarakhand,Dehradun,Uttarakhand,DEHRADUN,2013,2014,0.1226607555059915,HIGH,2279,True
Uttarakhand,Haridwar,Uttarakhand,HARIDWAR,2013,2014,0.1014945123993642,HIGH,2796,True
Uttarakhand,Nainital,Uttarakhand,NAINITAL,2013,2014,0.13056781659826,HIGH,842,True
Uttarakhand,Pauri Garhwal,Uttarakhand,PAURI GARHWAL,2013,2014,0.0924409994561032,HIGH,307,True
Uttarakhand,Pithoragarh,Uttarakhand,PITHORAGARH,2013,2014,0.1549082349783803,HIGH,117,True
Uttarakhand,Rudra Prayag,Uttarakhand,RUDRA PRAYAG,2013,2014,0.1476063924818278,HIGH,101,True
Uttarakhand,Tehri Garhwal,Uttarakhand,TEHRI GARHWAL,2013,2014,0.0610197040867974,MEDIUM,114,True
Uttar Pradesh,Agra,Uttar Pradesh,AGRA,2013,2014,0.106993332934097,HIGH,9298,True
Uttar Pradesh,Aligarh,Uttar Pradesh,ALIGARH,2013,2014,0.1249355414059552,HIGH,8129,True
Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,AMBEDKAR NAGAR,2013,2014,0.0645351773703539,MEDIUM,1339,True
Uttar Pradesh,Auraiya,Uttar Pradesh,AURAIYA,2013,2014,0.1140376164450971,HIGH,1316,True
Uttar Pradesh,Azamgarh,Uttar Pradesh,AZAMGARH,2013,2014,0.1221334617268341,HIGH,2621,True
Uttar Pradesh,Baghpat,Uttar Pradesh,BAGHPAT,2013,2014,0.114017800682143,HIGH,1831,True
Uttar Pradesh,Bahraich,Uttar Pradesh,BAHRAICH,2013,2014,0.0769645804333138,MEDIUM,2389,True
Uttar Pradesh,Ballia,Uttar Pradesh,BALLIA,2013,2014,0.1023623655573986,HIGH,1790,True
Uttar Pradesh,Balrampur,Uttar Pradesh,BALRAMPUR,2013,2014,0.102390442476606,HIGH,649,True
Uttar Pradesh,Banda,Uttar Pradesh,BANDA,2013,2014,0.1523521527858606,HIGH,2055,True
Uttar Pradesh,Barabanki,Uttar Pradesh,BARABANKI,2013,2014,0.0442765159722371,LOW,2677,True
Uttar Pradesh,Bareilly,Uttar Pradesh,BAREILLY,2013,2014,0.1016867031512605,HIGH,6860,True
Uttar Pradesh,Basti,Uttar Pradesh,BASTI,2013,2014,0.11589280189842,HIGH,1162,True
Uttar Pradesh,Bijnor,Uttar Pradesh,BIJNOR,2013,2014,0.0981756895902579,HIGH,3639,True
Uttar Pradesh,Deoria,Uttar Pradesh,DEORIA,2013,2014,0.1144894762361248,HIGH,1882,True
Uttar Pradesh,Etah,Uttar Pradesh,ETAH,2013,2014,0.1162674840726312,HIGH,2506,True
Uttar Pradesh,Etawah,Uttar Pradesh,ETAWAH,2013,2014,0.0634044915441209,MEDIUM,2242,True
Uttar Pradesh,Fatehpur,Uttar Pradesh,FATEHPUR,2013,2014,0.1174134160124198,HIGH,2234,True
Uttar Pradesh,Firozabad,Uttar Pradesh,FIROZABAD,2013,2014,0.1115277751221215,HIGH,4026,True
Uttar Pradesh,Ghaziabad,Uttar Pradesh,GHAZIABAD,2013,2014,0.1083435604739493,HIGH,9150,True
Uttar Pradesh,Ghazipur,Uttar Pradesh,GHAZIPUR,2013,2014,0.1167623092497807,HIGH,1626,True
Uttar Pradesh,Gonda,Uttar Pradesh,GONDA,2013,2014,0.0747753377640181,MEDIUM,2342,True
Uttar Pradesh,Gorakhpur,Uttar Pradesh,GORAKHPUR,2013,2014,0.0992306619994509,HIGH,4444,True
Uttar Pradesh,Hamirpur,Uttar Pradesh,HAMIRPUR,2013,2014,0.17596067834196,HIGH,1040,True
Uttar Pradesh,Hardoi,Uttar Pradesh,HARDOI,2013,2014,0.1048758267670295,HIGH,2890,True
Uttar Pradesh,Jalaun,Uttar Pradesh,JALAUN,2013,2014,0.1090386443160171,HIGH,978,True
Uttar Pradesh,Jaunpur,Uttar Pradesh,JAUNPUR,2013,2014,0.1277114442208586,HIGH,2218,True
Uttar Pradesh,Jhansi,Uttar Pradesh,JHANSI,2013,2014,0.1138501883161795,HIGH,1923,True
Uttar Pradesh,Amroha,Uttar Pradesh,AMROHA,2013,2014,0.1147301572808829,HIGH,2401,True
Uttar Pradesh,Kannauj,Uttar Pradesh,KANNAUJ,2013,2014,0.0849359921422008,MEDIUM,1508,True
Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,KANPUR DEHAT,2013,2014,0.1057182546244932,HIGH,2031,True
Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,KANPUR NAGAR,2013,2014,0.0788837488683229,MEDIUM,7060,True
Uttar Pradesh,Kaushambi,Uttar Pradesh,KAUSHAMBI,2013,2014,0.1281190870751716,HIGH,1600,True
Uttar Pradesh,Kushi Nagar,Uttar Pradesh,KUSHI NAGAR,2013,2014,0.1080094568997738,HIGH,1988,True
Uttar Pradesh,Lalitpur,Uttar Pradesh,LALITPUR,2013,2014,0.1179079516586598,HIGH,696,True
Uttar Pradesh,Lucknow,Uttar Pradesh,LUCKNOW,2013,2014,0.1101634643602993,HIGH,13583,True
Uttar Pradesh,Hathras,Uttar Pradesh,HATHRAS,2013,2014,0.1077551536754783,HIGH,2094,True
Uttar Pradesh,Maharajganj,Uttar Pradesh,MAHARAJGANJ,2013,2014,0.1131304494272329,HIGH,1369,True
Uttar Pradesh,Mahoba,Uttar Pradesh,MAHOBA,2013,2014,0.1444126580378879,HIGH,838,True
Uttar Pradesh,Mainpuri,Uttar Pradesh,MAINPURI,2013,2014,0.1062984159472308,HIGH,2432,True
Uttar Pradesh,Mathura,Uttar Pradesh,MATHURA,2013,2014,0.1065645260266892,HIGH,4386,True
Uttar Pradesh,Mau,Uttar Pradesh,MAU,2013,2014,0.131594348415996,HIGH,1495,True
Uttar Pradesh,Meerut,Uttar Pradesh,MEERUT,2013,2014,0.0928503046214659,HIGH,8360,True
Uttar Pradesh,Mirzapur,Uttar Pradesh,MIRZAPUR,2013,2014,0.0821516130709285,MEDIUM,786,True
Uttar Pradesh,Moradabad,Uttar Pradesh,MORADABAD,2013,2014,0.1433235455518386,HIGH,3747,True
Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,MUZAFFARNAGAR,2013,2014,0.1215262604865061,HIGH,4496,True
Uttar Pradesh,Pilibhit,Uttar Pradesh,PILIBHIT,2013,2014,0.0983434715109312,HIGH,2798,True
Uttar Pradesh,Pratapgarh,Uttar Pradesh,PRATAPGARH,2013,2014,0.1021685521048085,HIGH,3311,True
Uttar Pradesh,Rampur,Uttar Pradesh,RAMPUR,2013,2014,0.1112650394579561,HIGH,1970,True
Uttar Pradesh,Saharanpur,Uttar Pradesh,SAHARANPUR,2013,2014,0.1137271042361278,HIGH,3541,True
Uttar Pradesh,Shahjahanpur,Uttar Pradesh,SHAHJAHANPUR,2013,2014,0.1072544954357697,HIGH,2903,True
West Bengal,Hooghly,West Bengal,HOOGHLY,2013,2014,0.1748446035316975,HIGH,6931,True
West Bengal,Jalpaiguri,West Bengal,JALPAIGURI,2013,2014,0.1466463711936627,HIGH,7161,True
West Bengal,Kolkata,West Bengal,KOLKATA,2013,2014,0.0840933516714785,MEDIUM,26319,True
West Bengal,Murshidabad,West Bengal,MURSHIDABAD,2013,2014,0.2081365658684022,HIGH,12310,True
West Bengal,Nadia,West Bengal,NADIA,2013,2014,0.1707114805268845,HIGH,12135,True
West Bengal,Purulia,West Bengal,PURULIA,2013,2014,0.1932114905855557,HIGH,1613,True
