STATE_UT,DISTRICT,YEAR,TOTAL_IPC,GIS_EXACT_MATCH
Tamil Nadu,Salem,2014,4696,True
Tamil Nadu,Salem City,2014,4504,False
Tamil Nadu,Sivagangai,2014,3738,False
Tamil Nadu,Thanjavur,2014,6225,True
Tamil Nadu,Theni,2014,4554,True
Tamil Nadu,Thirunelveli,2014,8490,False
Tamil Nadu,Thirunelveli City,2014,1623,False
Tamil Nadu,Thiruvallur,2014,4037,True
Tamil Nadu,Thiruvannamalai,2014,4411,False
Tamil Nadu,Thiruvarur,2014,4041,True
Tamil Nadu,Thoothugudi,2014,5344,False
Tamil Nadu,Tiruppur,2014,4049,True
Tamil Nadu,Tiruppur City,2014,2490,False
Tamil Nadu,Trichy,2014,4688,False
Tamil Nadu,Trichy City,2014,3074,False
Tamil Nadu,Vellore,2014,10492,True
Tamil Nadu,Villupuram,2014,9643,True
Tamil Nadu,Virudhunagar,2014,4285,True
Telangana,Adilabad,2014,6036,True
Telangana,Cyberabad,2014,19311,False
Telangana,Hyderabad City,2014,18940,False
Telangana,Karimnagar,2014,9382,True
Telangana,Khammam,2014,11022,True
Telangana,Mahaboob Nagar,2014,7533,False
Telangana,Medak,2014,6931,True
Telangana,Nalgonda,2014,9254,True
Telangana,Nizamabad,2014,7053,True
Telangana,Ranga Reddy,2014,2309,True
Telangana,Secunderabad Railway,2014,860,False
Telangana,Warangal,2014,4407,True
Telangana,Warangal Urban,2014,3792,False
Tripura,Dhalai,2014,363,True
Tripura,G. R. P.,2014,9,False
Tripura,Gomati,2014,825,True
Tripura,Kowai,2014,338,False
Tripura,North,2014,510,False
Tripura,Sipahijala,2014,725,False
Tripura,South,2014,678,False
Tripura,Unakoti,2014,401,True
Tripura,West,2014,1650,False
Uttar Pradesh,Agra,2014,9518,True
Uttar Pradesh,Aligarh,2014,8793,True
Uttar Pradesh,Allahabad,2014,9909,False
Uttar Pradesh,Ambedkar Nagar,2014,1323,True
Uttar Pradesh,Amethi,2014,1522,True
Uttar Pradesh,Amroha,2014,2826,True
Uttar Pradesh,Auraiya,2014,1789,True
Uttar Pradesh,Azamgarh,2014,2881,True
Uttar Pradesh,Badaun,2014,2919,False
Uttar Pradesh,Baghpat,2014,1844,True
Uttar Pradesh,Bahraich,2014,2249,True
Uttar Pradesh,Ballia,2014,1674,True
Uttar Pradesh,Balrampur,2014,549,True
Uttar Pradesh,Banda,2014,1948,True
Uttar Pradesh,Barabanki,2014,2471,True
Uttar Pradesh,Bareilly,2014,6589,True
Uttar Pradesh,Basti,2014,752,True
Uttar Pradesh,Bijnor,2014,3475,True
Uttar Pradesh,Bulandshahar,2014,4775,False
Uttar Pradesh,Chandoli,2014,1366,False
Uttar Pradesh,Chitrakoot,2014,988,True
Uttar Pradesh,Deoria,2014,1645,True
Uttar Pradesh,Etah,2014,2783,True
Uttar Pradesh,Etawah,2014,2721,True
Uttar Pradesh,Faizabad,2014,2426,False
Uttar Pradesh,Fatehgarh,2014,2151,False
Uttar Pradesh,Fatehpur,2014,2559,True
Uttar Pradesh,Firozabad,2014,4222,True
Uttar Pradesh,G. R. P.,2014,5158,False
Uttar Pradesh,Gautambudh Nagar,2014,8521,False
Uttar Pradesh,Ghaziabad,2014,10088,True
Uttar Pradesh,Ghazipur,2014,1945,True
Uttar Pradesh,Gonda,2014,2021,True
Uttar Pradesh,Gorakhpur,2014,4537,True
Uttar Pradesh,Hamirpur,2014,981,True
Uttar Pradesh,Hapur,2014,1841,True
Uttar Pradesh,Hardoi,2014,2981,True
Uttar Pradesh,Hathras,2014,2280,True
Uttar Pradesh,Jalaun,2014,856,True
Uttar Pradesh,Jaunpur,2014,2352,True
Uttar Pradesh,Jhansi,2014,1985,True
Uttar Pradesh,Kannauj,2014,2103,True
Uttar Pradesh,Kanpur Dehat,2014,2111,True
Uttar Pradesh,Kanpur Nagar,2014,8641,True
Uttar Pradesh,Kasganj,2014,1232,True
Uttar Pradesh,Kaushambi,2014,1945,True
Uttar Pradesh,Khiri,2014,3465,False
Uttar Pradesh,Kushi Nagar,2014,1757,True
Uttar Pradesh,Lalitpur,2014,962,True
Uttar Pradesh,Lucknow,2014,15107,True
Uttar Pradesh,Maharajganj,2014,1162,True
Uttar Pradesh,Mahoba,2014,814,True
Uttar Pradesh,Mainpuri,2014,2469,True
Uttar Pradesh,Mathura,2014,4779,True
Uttar Pradesh,Mau,2014,1476,True
Uttar Pradesh,Meerut,2014,10073,True
Uttar Pradesh,Mirzapur,2014,780,True
Uttar Pradesh,Moradabad,2014,4026,True
Uttar Pradesh,Muzaffarnagar,2014,3952,True
Uttar Pradesh,Pilibhit,2014,2916,True
Uttar Pradesh,Pratapgarh,2014,4128,True
Uttar Pradesh,Raibareilly,2014,2053,False
Uttar Pradesh,Rampur,2014,1950,True
Uttar Pradesh,Saharanpur,2014,4184,True
Uttar Pradesh,Sambhal,2014,2087,True
Uttar Pradesh,Sant Kabirnagar,2014,727,False
Uttar Pradesh,Shahjahanpur,2014,3106,True
Uttar Pradesh,Shamli,2014,1674,True
Uttar Pradesh,Shrawasti,2014,801,False
Uttar Pradesh,Sidharthnagar,2014,773,False
Uttar Pradesh,Sitapur,2014,3923,True
Uttar Pradesh,Sonbhadra,2014,753,True
Uttar Pradesh,St.Ravidasnagar,2014,574,False
Uttar Pradesh,Sultanpur,2014,2421,True
Uttar Pradesh,Unnao,2014,3438,True
Uttar Pradesh,Varanasi,2014,3900,True
Uttarakhand,Almora,2014,139,True
Uttarakhand,Bageshwar,2014,77,True
Uttarakhand,Chamoli,2014,126,True
Uttarakhand,Champawat,2014,96,True
Uttarakhand,Dehradun,2014,2178,True
Uttarakhand,Haridwar,2014,2505,True
Uttarakhand,Nainital,2014,1095,True
Uttarakhand,Pauri Garhwal,2014,278,True
Uttarakhand,Pithoragarh,2014,117,True
Uttarakhand,Rudra Prayag,2014,97,True
Uttarakhand,Tehri Garhwal,2014,122,True
Uttarakhand,Udhamsingh Nagar,2014,2234,False
Uttarakhand,Uttarkashi,2014,92,False
West Bengal,Alipurduar,2014,3355,True
West Bengal,Asansol-Durgapur PC,2014,4738,False
West Bengal,Bankura,2014,3049,True
West Bengal,Barrackpur PC,2014,8087,False
West Bengal,Bidhannagar PC,2014,3014,False
West Bengal,Birbhum,2014,3749,True
West Bengal,Burdwan,2014,7694,False
West Bengal,Coochbehar,2014,5142,True
West Bengal,Dakshin Dinajpur,2014,2372,False
West Bengal,Darjeeling,2014,2418,True
West Bengal,Hooghly,2014,8858,True
West Bengal,Howrah G. R. P.,2014,5259,False
West Bengal,Howrah PC,2014,6273,False
West Bengal,Howrah Rural,2014,445,False
West Bengal,Jalpaiguri,2014,3832,True
West Bengal,Jhargram Police District,2014,803,False
West Bengal,Kharagpur G. R. P.,2014,213,False
West Bengal,Kolkata,2014,26668,True
West Bengal,Malda,2014,6432,False
West Bengal,Murshidabad,2014,14762,True
West Bengal,Nadia,2014,11790,True
West Bengal,North 24 Parganas,2014,14867,False
West Bengal,Paschim Medinipur,2014,5791,False
West Bengal,Purab Medinipur,2014,6778,False
West Bengal,Purulia,2014,1800,True
West Bengal,Sealdah G. R. P.,2014,655,False
West Bengal,Siliguri G. R. P.,2014,220,False
West Bengal,Siliguri PC,2014,4623,False
West Bengal,South 24 Parganas,2014,21049,False
West Bengal,Uttar Dinajpur,2014,8312,False
