MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,YEAR,NEXT_YEAR_WOMEN_CRIME_SHARE,TARGET_YEAR,STATE_UT,DISTRICT,REPORTING_UNIT_KEY,TEST_ROW_ID,PREDICTED_WOMEN_CRIME_SHARE,PREDICTED_WOMEN_CRIME_SHARE_CLIPPED,ABSOLUTE_ERROR,STATE_KEY,DISTRICT_KEY,GIS_EXACT_MATCH,GIS_MATCH_TYPE,GIS_MAPPED_STATE_KEY,GIS_MAPPED_DISTRICT_KEY,GIS_MAPPED,PREDICTED_RISK_BAND
36,19,1,29,0,84,5,22,151,245,111,131,37,37,15,1,52,12,461,0,232,2074,4099,555,248,534,74,146,0.1353988777750671,2013,0.1441730076091309,2014,Gujarat,JUNAGADH,GUJARAT||JUNAGADH,530,0.1418564462742553,0.1418564462742553,0.0023165613348755,GUJARAT,JUNAGADH,True,EXACT,GUJARAT,JUNAGADH,True,HIGH
23,18,0,11,0,139,16,55,176,551,246,83,40,51,8,0,37,0,321,0,181,5375,7496,369,299,1044,91,91,0.0492262540021344,2013,0.0482769090633065,2014,Gujarat,MEHSANA,GUJARAT||MEHSANA,539,0.0680182540391187,0.0680182540391187,0.0197413449758122,GUJARAT,MEHSANA,False,UNMATCHED,,,False,MEDIUM
14,2,0,7,0,24,0,1,26,50,31,12,8,5,3,0,15,0,10,0,77,383,727,32,63,108,13,15,0.0440165061898211,2013,0.0662650602409638,2014,Gujarat,NARMADA,GUJARAT||NARMADA,542,0.0530363805322851,0.0530363805322851,0.0132286797086787,GUJARAT,NARMADA,True,EXACT,GUJARAT,NARMADA,True,MEDIUM
14,11,0,9,0,39,8,8,108,272,165,17,56,18,1,0,13,1,88,0,0,967,1737,111,102,561,74,18,0.0639032815198618,2013,0.0595375722543352,2014,Gujarat,NAVSARI,GUJARAT||NAVSARI,545,0.0722553180845595,0.0722553180845595,0.0127177458302243,GUJARAT,NAVSARI,True,EXACT,GUJARAT,NAVSARI,True,MEDIUM
59,15,2,16,0,96,18,8,132,257,171,48,18,26,23,0,46,0,217,0,316,1944,3563,279,260,586,44,71,0.0783047993264103,2013,0.0599848139711465,2014,Gujarat,PANCHMAHAL,GUJARAT||PANCHMAHAL,550,0.0903162545330233,0.0903162545330233,0.0303314405618768,GUJARAT,PANCHMAHAL,False,UNMATCHED,,,False,HIGH
14,9,0,19,0,74,17,33,92,283,133,63,27,24,11,0,47,1,174,0,133,2306,3677,241,213,558,51,74,0.0655425618710905,2013,0.1015588096362777,2014,Gujarat,PATAN,GUJARAT||PATAN,553,0.0745389862193464,0.0745389862193464,0.0270198234169312,GUJARAT,PATAN,True,EXACT,GUJARAT,PATAN,True,MEDIUM
12,6,0,6,0,16,1,5,24,65,26,21,12,10,5,0,6,0,79,0,41,441,838,91,52,121,22,26,0.1085918854415274,2013,0.1325301204819277,2014,Gujarat,PORBANDAR,GUJARAT||PORBANDAR,556,0.1166583449672005,0.1166583449672005,0.0158717755147271,GUJARAT,PORBANDAR,True,EXACT,GUJARAT,PORBANDAR,True,HIGH
43,9,3,30,0,83,6,31,163,388,224,76,87,6,10,1,41,2,404,0,359,2595,4683,478,246,812,93,86,0.1020713218022635,2013,0.1044621238325838,2014,Gujarat,RAJKOT RURAL,GUJARAT||RAJKOT RURAL,561,0.1133092582048449,0.1133092582048449,0.0088471343722611,GUJARAT,RAJKOT RURAL,False,UNMATCHED,,,False,HIGH
46,8,3,19,0,36,16,23,142,449,215,33,20,40,3,1,15,0,114,0,368,1754,3242,149,166,845,60,36,0.0459592843923504,2013,0.0380577427821522,2014,Gujarat,SURAT RURAL,GUJARAT||SURAT RURAL,566,0.0684546999248583,0.0684546999248583,0.0303969571427061,GUJARAT,SURAT RURAL,False,UNMATCHED,,,False,MEDIUM
32,30,2,18,0,71,9,18,122,303,124,76,36,11,7,0,51,7,133,0,224,1286,2822,209,231,576,47,83,0.0740609496810772,2013,0.0593699515347334,2014,Gujarat,SURENDRANAGAR,GUJARAT||SURENDRANAGAR,569,0.0829539723846382,0.0829539723846382,0.0235840208499047,GUJARAT,SURENDRANAGAR,True,EXACT,GUJARAT,SURENDRANAGAR,True,MEDIUM
17,2,2,8,0,17,1,2,34,88,37,7,12,14,5,0,13,0,12,0,129,406,822,33,62,162,26,12,0.0401459854014598,2013,0.1348884381338742,2014,Gujarat,TAPI,GUJARAT||TAPI,572,0.0398094249775995,0.0398094249775995,0.0950790131562746,GUJARAT,TAPI,True,EXACT,GUJARAT,TAPI,True,LOW
70,13,1,25,0,72,17,17,88,305,217,58,24,26,9,0,29,0,110,0,433,1909,3439,164,244,644,50,67,0.0476882814771736,2013,0.0404005524861878,2014,Gujarat,VADODARA RURAL,GUJARAT||VADODARA RURAL,577,0.0725781417006403,0.0725781417006403,0.0321775892144525,GUJARAT,VADODARA RURAL,False,UNMATCHED,,,False,MEDIUM
24,10,0,19,0,73,6,33,224,450,252,36,77,24,3,0,33,0,28,0,294,1170,2713,80,198,965,101,39,0.0294876520457058,2013,0.0442708333333333,2014,Gujarat,VALSAD,GUJARAT||VALSAD,580,0.0378858760233258,0.0378858760233258,0.0063849573100074,GUJARAT,VALSAD,True,EXACT,GUJARAT,VALSAD,True,LOW
11,2,0,0,0,7,1,7,7,264,30,2,0,6,0,0,2,0,5,0,0,37,381,7,30,309,6,2,0.0183727034120734,2013,0.0176211453744493,2014,Gujarat,W.RLY AHMEDABAD,GUJARAT||WRLY AHMEDABAD,583,0.0285537124221251,0.0285537124221251,0.0109325670476758,GUJARAT,W RLY AHMEDABAD,False,UNMATCHED,,,False,LOW
5,1,1,1,0,2,1,7,4,414,15,3,2,2,0,0,6,0,0,0,2,47,522,7,24,441,4,3,0.0134099616858237,2013,0.0045662100456621,2014,Gujarat,W.RLY VADODARA,GUJARAT||WRLY VADODARA,586,0.031470839238908,0.031470839238908,0.0269046291932459,GUJARAT,W RLY VADODARA,False,UNMATCHED,,,False,LOW
62,49,0,52,0,169,6,36,411,741,483,174,15,167,24,20,97,36,144,0,183,1233,3877,349,471,1677,182,198,0.0900180551973175,2013,0.0597306689834926,2014,Haryana,BHIWANI,HARYANA||BHIWANI,591,0.089265752303939,0.089265752303939,0.0295350833204464,HARYANA,BHIWANI,True,EXACT,HARYANA,BHIWANI,True,HIGH
60,59,3,65,0,155,6,34,392,1763,1495,183,170,53,4,22,90,56,255,0,221,1529,5264,488,472,3690,223,187,0.0927051671732522,2013,0.0888333333333333,2014,Haryana,FARIDABAD,HARYANA||FARIDABAD,594,0.0986707852453265,0.0986707852453265,0.0098374519119932,HARYANA,FARIDABAD,True,EXACT,HARYANA,FARIDABAD,True,HIGH
25,20,2,30,0,47,6,9,176,258,169,21,6,83,4,2,46,25,193,0,97,788,1974,296,185,618,89,25,0.1499493414387031,2013,0.1011929247223364,2014,Haryana,FATEHABAD,HARYANA||FATEHABAD,597,0.1355515496831942,0.1355515496831942,0.0343586249608578,HARYANA,FATEHABAD,True,EXACT,HARYANA,FATEHABAD,True,HIGH
87,72,5,82,0,263,31,137,667,4330,3323,159,98,257,10,18,97,42,290,0,445,2495,9729,529,774,8488,355,169,0.0543735224586288,2013,0.050768961901433,2014,Haryana,GURGAON,HARYANA||GURGAON,602,0.067990915549325,0.067990915549325,0.017221953647892,HARYANA,GURGAON,False,UNMATCHED,,,False,MEDIUM
55,62,2,61,0,114,8,63,468,1182,782,107,22,178,25,17,118,31,319,0,208,2164,5432,546,483,2503,200,132,0.1005154639175257,2013,0.086305278174037,2014,Haryana,HISSAR,HARYANA||HISSAR,605,0.093334251859227,0.093334251859227,0.00702897368519,HARYANA,HISSAR,False,UNMATCHED,,,False,HIGH
43,36,5,17,0,50,2,28,162,452,254,29,13,65,6,22,44,16,109,0,225,591,2028,208,225,898,78,35,0.1025641025641025,2013,0.1238095238095238,2014,Haryana,JHAJJAR,HARYANA||JHAJJAR,608,0.0957047730413565,0.0957047730413565,0.0281047507681673,HARYANA,JHAJJAR,True,EXACT,HARYANA,JHAJJAR,True,HIGH
58,30,11,38,0,100,2,33,308,726,490,167,54,35,12,9,69,34,121,0,169,769,2923,271,341,1559,89,179,0.0927129661306876,2013,0.0767634854771784,2014,Haryana,JIND,HARYANA||JIND,611,0.0997258542901293,0.0997258542901293,0.0229623688129509,HARYANA,JIND,True,EXACT,HARYANA,JIND,True,HIGH
31,14,1,26,0,106,6,16,181,325,236,0,46,21,2,4,39,11,146,0,133,527,1805,226,239,764,67,2,0.1252077562326869,2013,0.1129032258064516,2014,Haryana,KAITHAL,HARYANA||KAITHAL,614,0.074331154653892,0.074331154653892,0.0385720711525595,HARYANA,KAITHAL,True,EXACT,HARYANA,KAITHAL,True,MEDIUM
56,33,3,72,0,362,6,54,459,975,681,37,7,224,15,12,181,21,213,0,254,1099,4302,499,767,2175,231,52,0.1159925615992561,2013,0.1082283172720533,2014,Haryana,KARNAL,HARYANA||KARNAL,617,0.0941473544761721,0.0941473544761721,0.0140809627958811,HARYANA,KARNAL,True,EXACT,HARYANA,KARNAL,True,HIGH
20,23,1,25,0,56,0,25,288,641,467,0,14,104,5,8,70,26,137,0,195,867,2635,266,220,1421,118,5,0.1009487666034155,2013,0.080201472297559,2014,Haryana,KURUKSHETRA,HARYANA||KURUKSHETRA,620,0.0309518355470375,0.0309518355470375,0.0492496367505214,HARYANA,KURUKSHETRA,True,EXACT,HARYANA,KURUKSHETRA,True,LOW
32,58,2,68,0,44,10,18,59,536,392,171,13,97,5,10,46,7,198,0,154,812,2427,329,278,1015,110,176,0.1355583024309847,2013,0.1172328086164043,2014,Haryana,MEWAT,HARYANA||MEWAT,625,0.1396334568842634,0.1396334568842634,0.0224006482678591,HARYANA,MEWAT,False,UNMATCHED,,,False,HIGH
40,54,5,51,0,66,4,28,128,695,503,165,36,28,1,12,77,23,192,0,184,806,2747,355,325,1358,64,166,0.1292318893338187,2013,0.1090237141977209,2014,Haryana,PALWAL,HARYANA||PALWAL,628,0.1307823659265794,0.1307823659265794,0.0217586517288585,HARYANA,PALWAL,True,EXACT,HARYANA,PALWAL,True,HIGH
12,2,1,15,0,163,7,21,212,464,328,13,13,136,2,4,41,9,80,0,90,457,1790,149,262,1032,149,15,0.0832402234636871,2013,0.0922208281053952,2014,Haryana,PANCHKULA,HARYANA||PANCHKULA,631,0.0678064098081507,0.0678064098081507,0.0244144182972444,HARYANA,PANCHKULA,True,EXACT,HARYANA,PANCHKULA,True,MEDIUM
59,25,3,52,0,144,9,31,232,890,738,32,9,119,7,14,60,19,118,0,266,1064,3299,263,383,1900,128,39,0.0797211276144286,2013,0.0872367855608079,2014,Haryana,PANIPAT,HARYANA||PANIPAT,634,0.0802309656429913,0.0802309656429913,0.0070058199178165,HARYANA,PANIPAT,True,EXACT,HARYANA,PANIPAT,True,MEDIUM
35,37,0,43,0,67,15,52,226,727,542,58,46,25,12,13,62,52,117,0,204,795,2703,287,311,1562,71,70,0.1061783203847576,2013,0.0924128011506652,2014,Haryana,REWARI,HARYANA||REWARI,637,0.0945155744500227,0.0945155744500227,0.0021027732993575,HARYANA,REWARI,True,EXACT,HARYANA,REWARI,True,HIGH
63,47,3,51,0,80,2,39,325,830,649,90,16,67,7,17,55,39,127,0,213,875,3103,289,340,1845,83,97,0.0931356751530776,2013,0.0916230366492146,2014,Haryana,ROHTAK,HARYANA||ROHTAK,640,0.0980780071925921,0.0980780071925921,0.0064549705433775,HARYANA,ROHTAK,True,EXACT,HARYANA,ROHTAK,True,HIGH
34,28,2,64,0,140,1,15,228,524,342,46,14,35,9,5,58,13,187,2,119,1061,2825,329,342,1110,49,55,0.1164601769911504,2013,0.0907524411257897,2014,Haryana,SIRSA,HARYANA||SIRSA,643,0.1015225223893396,0.1015225223893396,0.0107700812635499,HARYANA,SIRSA,True,EXACT,HARYANA,SIRSA,True,HIGH
81,61,1,50,0,69,5,49,327,754,516,3,16,96,17,27,71,48,167,0,358,1177,3570,363,387,1651,112,20,0.1016806722689075,2013,0.0811876594757596,2014,Haryana,SONIPAT,HARYANA||SONIPAT,646,0.0450708742065317,0.0450708742065317,0.0361167852692278,HARYANA,SONIPAT,True,EXACT,HARYANA,SONIPAT,True,LOW
31,37,0,38,0,273,6,11,203,399,337,0,5,89,2,11,60,18,171,0,148,895,2541,298,456,956,94,2,0.1172766627312081,2013,0.0905288317896623,2014,Haryana,YAMUNANAGAR,HARYANA||YAMUNANAGAR,649,0.0593278278787197,0.0593278278787197,0.0312010039109425,HARYANA,YAMUNANAGAR,True,EXACT,HARYANA,YAMUNANAGAR,True,MEDIUM
4,12,0,13,0,51,1,0,69,49,14,29,13,32,10,0,32,23,32,0,27,674,1131,100,113,133,45,39,0.0884173297966401,2013,0.0945147679324894,2014,Himachal Pradesh,BILASPUR,HIMACHAL PRADESH||BILASPUR,654,0.0785834991245424,0.0785834991245424,0.0159312688079469,HIMACHAL PRADESH,BILASPUR,True,EXACT,HIMACHAL PRADESH,BILASPUR,True,MEDIUM
5,3,0,19,0,14,0,0,66,46,12,38,7,14,6,0,31,1,7,0,44,333,694,58,72,124,21,44,0.0835734870317002,2013,0.0788436268068331,2014,Himachal Pradesh,CHAMBA,HIMACHAL PRADESH||CHAMBA,657,0.0874124763001107,0.0874124763001107,0.0085688494932776,HIMACHAL PRADESH,CHAMBA,True,EXACT,HIMACHAL PRADESH,CHAMBA,True,HIGH
6,2,0,12,0,16,0,0,66,45,23,16,8,41,3,0,31,20,23,0,41,379,873,86,67,134,49,19,0.0985108820160366,2013,0.101775147928994,2014,Himachal Pradesh,HAMIRPUR,HIMACHAL PRADESH||HAMIRPUR,664,0.0979331839156729,0.0979331839156729,0.003841964013321,HIMACHAL PRADESH,HAMIRPUR,True,EXACT,HIMACHAL PRADESH,HAMIRPUR,True,HIGH
28,15,1,33,0,61,0,6,139,112,37,73,14,72,21,0,100,31,53,0,8,1964,2884,217,244,294,86,94,0.0752427184466019,2013,0.0678280207561156,2014,Himachal Pradesh,KANGRA,HIMACHAL PRADESH||KANGRA,667,0.0787205938525674,0.0787205938525674,0.0108925730964518,HIMACHAL PRADESH,KANGRA,True,EXACT,HIMACHAL PRADESH,KANGRA,True,MEDIUM
0,0,0,6,0,4,0,1,26,11,2,9,4,0,0,0,8,0,4,0,18,74,173,18,19,40,4,9,0.1040462427745664,2013,0.0900473933649289,2014,Himachal Pradesh,KINNAUR,HIMACHAL PRADESH||KINNAUR,670,0.1046196141228124,0.1046196141228124,0.0145722207578835,HIMACHAL PRADESH,KINNAUR,True,EXACT,HIMACHAL PRADESH,KINNAUR,True,HIGH
7,7,0,29,0,29,4,0,73,51,16,32,6,43,38,0,44,2,30,0,55,512,1009,105,120,144,49,70,0.1040634291377601,2013,0.0787746170678337,2014,Himachal Pradesh,KULLU,HIMACHAL PRADESH||KULLU,673,0.0841774912024904,0.0841774912024904,0.0054028741346567,HIMACHAL PRADESH,KULLU,True,EXACT,HIMACHAL PRADESH,KULLU,True,MEDIUM
9,6,0,31,0,48,2,0,119,89,13,51,6,57,20,0,73,14,34,0,58,1107,1831,152,169,223,63,71,0.083014746040415,2013,0.1098504383702939,2014,Himachal Pradesh,MANDI,HIMACHAL PRADESH||MANDI,678,0.0750505450877072,0.0750505450877072,0.0347998932825866,HIMACHAL PRADESH,MANDI,True,EXACT,HIMACHAL PRADESH,MANDI,True,MEDIUM
11,13,2,32,0,49,2,1,161,157,48,93,30,41,28,0,63,11,29,0,111,769,1652,135,173,369,71,121,0.0817191283292978,2013,0.0715380684721512,2014,Himachal Pradesh,SHIMLA,HIMACHAL PRADESH||SHIMLA,681,0.0785419789227235,0.0785419789227235,0.0070039104505723,HIMACHAL PRADESH,SHIMLA,True,EXACT,HIMACHAL PRADESH,SHIMLA,True,MEDIUM
7,2,0,25,0,17,1,1,34,58,29,40,6,38,3,0,40,4,23,0,62,410,814,92,93,123,44,43,0.113022113022113,2013,0.1146788990825688,2014,Himachal Pradesh,SIRMAUR,HIMACHAL PRADESH||SIRMAUR,684,0.1071459819099247,0.1071459819099247,0.007532917172644,HIMACHAL PRADESH,SIRMAUR,True,EXACT,HIMACHAL PRADESH,SIRMAUR,True,HIGH
5,0,1,17,0,16,1,3,97,79,38,26,12,29,3,0,19,1,16,0,52,270,885,53,62,218,41,29,0.0598870056497175,2013,0.0623020063357972,2014,Himachal Pradesh,SOLAN,HIMACHAL PRADESH||SOLAN,687,0.0759721439928513,0.0759721439928513,0.0136701376570541,HIMACHAL PRADESH,SOLAN,True,EXACT,HIMACHAL PRADESH,SOLAN,True,MEDIUM
11,6,0,25,0,23,1,2,52,71,25,49,8,86,5,0,34,2,57,0,52,526,1076,118,102,151,94,54,0.1096654275092936,2013,0.1089566020313942,2014,Himachal Pradesh,UNA,HIMACHAL PRADESH||UNA,690,0.1097195340450782,0.1097195340450782,0.000762932013684,HIMACHAL PRADESH,UNA,True,EXACT,HIMACHAL PRADESH,UNA,True,HIGH
8,14,0,19,0,93,2,4,88,71,15,162,4,26,16,0,129,26,4,0,29,726,1426,178,269,180,30,178,0.1248246844319775,2013,0.115531752104055,2014,Jammu & Kashmir,ANANTNAG,JAMMU & KASHMIR||ANANTNAG,693,0.1185796410263877,0.1185796410263877,0.0030478889223327,JAMMU KASHMIR,ANANTNAG,True,EXACT,JAMMU KASHMIR,ANANTNAG,True,HIGH
4,8,0,5,0,14,0,3,18,12,1,23,1,8,1,0,18,4,1,0,21,190,332,28,52,34,9,24,0.0843373493975903,2013,0.0668380462724935,2014,Jammu & Kashmir,AWANTIPORA,JAMMU & KASHMIR||AWANTIPORA,696,0.0953009213889346,0.0953009213889346,0.0284628751164411,JAMMU KASHMIR,AWANTIPORA,False,UNMATCHED,,,False,HIGH
4,8,3,8,0,51,0,0,30,33,1,109,7,13,4,0,47,9,5,0,0,321,653,69,121,64,20,113,0.1056661562021439,2013,0.1067961165048543,2014,Jammu & Kashmir,BANDIPORA,JAMMU & KASHMIR||BANDIPORA,699,0.1025582707791785,0.1025582707791785,0.0042378457256757,JAMMU KASHMIR,BANDIPORA,True,EXACT,JAMMU KASHMIR,BANDIPORA,True,HIGH
8,17,0,19,0,95,0,12,75,97,20,219,7,23,15,0,135,18,13,0,0,696,1457,185,286,204,30,234,0.1269732326698696,2013,0.1099099099099099,2014,Jammu & Kashmir,BARAMULLA,JAMMU & KASHMIR||BARAMULLA,702,0.1135827473088271,0.1135827473088271,0.0036728373989172,JAMMU KASHMIR,BARAMULLA,True,EXACT,JAMMU KASHMIR,BARAMULLA,True,HIGH
4,31,4,11,0,63,0,2,85,110,13,198,5,18,20,0,26,13,2,0,19,606,1218,52,141,210,23,218,0.0426929392446633,2013,0.0467836257309941,2014,Jammu & Kashmir,BUDGAM,JAMMU & KASHMIR||BUDGAM,705,0.0525679952919604,0.0525679952919604,0.0057843695609663,JAMMU KASHMIR,BUDGAM,True,EXACT,JAMMU KASHMIR,BUDGAM,True,MEDIUM
0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,19,0,0,0,18,0,0.0,2013,0.0,2014,Jammu & Kashmir,CRIME JAMMU,JAMMU & KASHMIR||CRIME JAMMU,708,0.0456780677555117,0.0456780677555117,0.0456780677555117,JAMMU KASHMIR,CRIME JAMMU,False,UNMATCHED,,,False,LOW
0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0.0,2013,0.0232558139534883,2014,Jammu & Kashmir,CRIME SRINAGAR,JAMMU & KASHMIR||CRIME SRINAGAR,711,0.0564375567395403,0.0564375567395403,0.033181742786052,JAMMU KASHMIR,CRIME SRINAGAR,False,UNMATCHED,,,False,MEDIUM
4,20,0,29,0,37,0,1,46,49,1,25,7,19,9,0,41,9,41,0,2,524,874,120,132,97,26,34,0.137299771167048,2013,0.1574212893553223,2014,Jammu & Kashmir,DODA,JAMMU & KASHMIR||DODA,714,0.1061217346363123,0.1061217346363123,0.0512995547190099,JAMMU KASHMIR,DODA,True,EXACT,JAMMU KASHMIR,DODA,True,HIGH
1,12,0,5,0,29,1,1,35,42,4,94,4,11,3,0,64,4,5,0,14,226,553,78,113,83,15,97,0.1410488245931284,2013,0.120507399577167,2014,Jammu & Kashmir,GANDERBAL,JAMMU & KASHMIR||GANDERBAL,717,0.1174629144206862,0.1174629144206862,0.0030444851564807,JAMMU KASHMIR,GANDERBAL,True,EXACT,JAMMU KASHMIR,GANDERBAL,True,HIGH
2,12,0,10,0,30,0,0,14,55,0,45,2,7,2,0,77,5,5,0,2,241,513,97,131,69,9,47,0.189083820662768,2013,0.1512455516014235,2014,Jammu & Kashmir,HANDWARA,JAMMU & KASHMIR||HANDWARA,720,0.1426799217737924,0.1426799217737924,0.008565629827631,JAMMU KASHMIR,HANDWARA,False,UNMATCHED,,,False,HIGH
11,91,2,50,0,96,0,2,312,398,219,89,42,130,26,5,72,53,92,0,111,2947,4547,272,324,931,172,115,0.0598196613151528,2013,0.0858895705521472,2014,Jammu & Kashmir,JAMMU,JAMMU & KASHMIR||JAMMU,723,0.0505340290984663,0.0505340290984663,0.0353555414536808,JAMMU KASHMIR,JAMMU,True,EXACT,JAMMU KASHMIR,JAMMU,True,LOW
1,0,1,0,0,1,0,0,4,4,0,14,1,1,0,0,1,0,0,0,12,68,108,1,4,8,2,14,0.0092592592592592,2013,0.019047619047619,2014,Jammu & Kashmir,KARGIL,JAMMU & KASHMIR||KARGIL,726,0.0346291458435972,0.0346291458435972,0.0155815267959782,JAMMU KASHMIR,KARGIL,False,UNMATCHED,,,False,LOW
6,13,0,20,0,27,0,0,67,73,29,19,7,19,5,0,37,15,21,0,2,836,1178,93,103,169,26,24,0.0789473684210526,2013,0.0760279286268425,2014,Jammu & Kashmir,KATHUA,JAMMU & KASHMIR||KATHUA,729,0.0696094943585963,0.0696094943585963,0.0064184342682461,JAMMU KASHMIR,KATHUA,True,EXACT,JAMMU KASHMIR,KATHUA,True,MEDIUM
5,13,0,12,0,15,1,2,14,10,0,2,0,1,7,0,14,5,19,0,0,271,391,50,62,27,1,9,0.1278772378516624,2013,0.0979381443298969,2014,Jammu & Kashmir,KISHTWAR,JAMMU & KASHMIR||KISHTWAR,732,0.0868834767999844,0.0868834767999844,0.0110546675299124,JAMMU KASHMIR,KISHTWAR,True,EXACT,JAMMU KASHMIR,KISHTWAR,True,HIGH
3,48,1,13,0,61,0,18,31,47,7,102,5,11,9,0,136,18,0,0,26,336,941,167,280,103,16,111,0.1774707757704569,2013,0.2231308411214953,2014,Jammu & Kashmir,KULGAM,JAMMU & KASHMIR||KULGAM,735,0.1556654638990282,0.1556654638990282,0.067465377222467,JAMMU KASHMIR,KULGAM,True,EXACT,JAMMU KASHMIR,KULGAM,True,HIGH
5,25,0,19,0,54,0,2,29,76,1,144,5,17,11,0,47,14,10,0,11,315,790,90,152,108,22,155,0.1139240506329113,2013,0.1253521126760563,2014,Jammu & Kashmir,KUPWARA,JAMMU & KASHMIR||KUPWARA,738,0.1011863650338769,0.1011863650338769,0.0241657476421794,JAMMU KASHMIR,KUPWARA,True,EXACT,JAMMU KASHMIR,KUPWARA,True,HIGH
0,1,0,2,0,0,0,0,9,8,0,0,2,1,0,0,2,1,0,0,0,130,156,5,5,17,3,0,0.032051282051282,2013,0.0542168674698795,2014,Jammu & Kashmir,LEH,JAMMU & KASHMIR||LEH,741,0.0403261281222826,0.0403261281222826,0.0138907393475968,JAMMU KASHMIR,LEH,False,UNMATCHED,,,False,LOW
7,18,5,20,0,27,0,1,32,22,2,62,2,18,16,0,45,4,14,0,0,446,806,83,123,57,20,78,0.1029776674937965,2013,0.1045130641330166,2014,Jammu & Kashmir,POONCH,JAMMU & KASHMIR||POONCH,744,0.1044614588730057,0.1044614588730057,5.160526001087018e-05,JAMMU KASHMIR,POONCH,True,EXACT,JAMMU KASHMIR,POONCH,True,HIGH
8,8,0,10,0,28,0,4,11,20,1,79,8,7,8,0,19,9,3,0,8,133,429,41,77,36,15,87,0.0955710955710955,2013,0.096045197740113,2014,Jammu & Kashmir,PULWAMA,JAMMU & KASHMIR||PULWAMA,747,0.1052721609883222,0.1052721609883222,0.0092269632482092,JAMMU KASHMIR,PULWAMA,True,EXACT,JAMMU KASHMIR,PULWAMA,True,HIGH
1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,14,20,1,3,2,0,1,0.05,2013,0.1875,2014,Jammu & Kashmir,RAILWAYS JAMMU,JAMMU & KASHMIR||RAILWAYS JAMMU,750,0.0236664679376106,0.0236664679376106,0.1638335320623893,JAMMU KASHMIR,RAILWAYS JAMMU,False,UNMATCHED,,,False,LOW
0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,2,0,0,0,5,19,2,0,4,0,10,0.1052631578947368,2013,0.1538461538461538,2014,Jammu & Kashmir,RAILWAYS KASHMIR,JAMMU & KASHMIR||RAILWAYS KASHMIR,753,0.1547903226878746,0.1547903226878746,0.0009441688417208,JAMMU KASHMIR,RAILWAYS KASHMIR,False,UNMATCHED,,,False,HIGH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,2013,0.1666666666666666,2014,Jammu & Kashmir,RAILWAYS KATRA,JAMMU & KASHMIR||RAILWAYS KATRA,755,0.0225942835763264,0.0225942835763264,0.1440723830903401,JAMMU KASHMIR,RAILWAYS KATRA,False,UNMATCHED,,,False,LOW
11,30,3,30,0,59,0,2,55,61,17,36,6,53,15,1,46,16,57,0,36,1274,1814,150,181,135,59,51,0.0826901874310915,2013,0.1096516276413478,2014,Jammu & Kashmir,RAJOURI,JAMMU & KASHMIR||RAJOURI,758,0.0764707958264254,0.0764707958264254,0.0331808318149223,JAMMU KASHMIR,RAJOURI,True,EXACT,JAMMU KASHMIR,RAJOURI,True,MEDIUM
6,15,0,13,0,21,0,0,20,34,11,3,4,7,4,0,21,6,9,0,7,557,737,49,76,65,11,7,0.0664857530529172,2013,0.0875370919881305,2014,Jammu & Kashmir,RAMBAN,JAMMU & KASHMIR||RAMBAN,761,0.042897680703392,0.042897680703392,0.0446394112847384,JAMMU KASHMIR,RAMBAN,True,EXACT,JAMMU KASHMIR,RAMBAN,True,LOW
5,9,3,13,0,19,0,0,24,27,4,24,5,7,3,0,5,8,14,0,0,528,704,40,54,55,12,27,0.0568181818181818,2013,0.0703851261620186,2014,Jammu & Kashmir,REASI,JAMMU & KASHMIR||REASI,764,0.070288248599249,0.070288248599249,9.687756276950676e-05,JAMMU KASHMIR,REASI,True,EXACT,JAMMU KASHMIR,REASI,True,MEDIUM
5,23,1,5,0,8,0,0,29,28,12,41,0,16,8,1,23,7,12,0,0,565,777,48,65,69,16,49,0.0617760617760617,2013,0.0382848392036753,2014,Jammu & Kashmir,SAMBA,JAMMU & KASHMIR||SAMBA,767,0.0642963419713866,0.0642963419713866,0.0260115027677113,JAMMU KASHMIR,SAMBA,True,EXACT,JAMMU KASHMIR,SAMBA,True,MEDIUM
