MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,YEAR,NEXT_YEAR_WOMEN_CRIME_SHARE,TARGET_YEAR,STATE_UT,DISTRICT,REPORTING_UNIT_KEY,TEST_ROW_ID,PREDICTED_WOMEN_CRIME_SHARE,PREDICTED_WOMEN_CRIME_SHARE_CLIPPED,ABSOLUTE_ERROR,STATE_KEY,DISTRICT_KEY,GIS_EXACT_MATCH,GIS_MATCH_TYPE,GIS_MAPPED_STATE_KEY,GIS_MAPPED_DISTRICT_KEY,GIS_MAPPED,PREDICTED_RISK_BAND
8,1,0,17,0,19,0,7,40,108,33,4,0,202,6,4,88,0,37,0,83,531,1434,146,140,188,202,10,0.101813110181311,2013,0.1062246278755074,2014,Rajasthan,JAISALMER,RAJASTHAN||JAISALMER,1657,0.0627127961786671,0.0627127961786671,0.0435118316968403,RAJASTHAN,JAISALMER,True,EXACT,RAJASTHAN,JAISALMER,True,MEDIUM
33,21,0,44,0,50,1,12,99,218,103,10,3,252,10,12,72,0,180,0,135,1434,2593,308,233,433,255,20,0.1187813343617431,2013,0.1141029956243689,2014,Rajasthan,JALORE,RAJASTHAN||JALORE,1660,0.0920070590452952,0.0920070590452952,0.0220959365790736,RAJASTHAN,JALORE,True,EXACT,RAJASTHAN,JALORE,True,HIGH
54,60,4,117,0,141,1,25,94,400,231,42,3,205,28,5,307,5,478,0,109,1296,4133,912,709,751,208,70,0.2206629566900556,2013,0.2081011573081868,2014,Rajasthan,JHALAWAR,RAJASTHAN||JHALAWAR,1663,0.1718153045914847,0.1718153045914847,0.036285852716702,RAJASTHAN,JHALAWAR,True,EXACT,RAJASTHAN,JHALAWAR,True,HIGH
59,37,4,72,0,81,0,11,124,382,159,9,3,717,10,12,40,0,405,0,275,1918,4752,529,304,676,720,19,0.1113215488215488,2013,0.0956983134356642,2014,Rajasthan,JHUNJHUNU,RAJASTHAN||JHUNJHUNU,1666,0.0996059148524979,0.0996059148524979,0.0039076014168337,RAJASTHAN,JHUNJHUNU,True,EXACT,RAJASTHAN,JHUNJHUNU,True,HIGH
20,55,1,20,0,65,0,20,106,523,324,0,2,510,10,1,51,0,205,0,125,608,2818,277,232,973,512,10,0.0982966643009226,2013,0.1168699186991869,2014,Rajasthan,JODHPUR EAST,RAJASTHAN||JODHPUR EAST,1668,0.0283423449327686,0.0283423449327686,0.0885275737664182,RAJASTHAN,JODHPUR EAST,False,UNMATCHED,,,False,LOW
31,41,1,50,0,59,2,11,127,287,62,1,2,233,15,11,88,0,166,0,233,918,2932,315,283,489,235,16,0.1074351978171896,2013,0.1388785740809506,2014,Rajasthan,JODHPUR RURAL,RAJASTHAN||JODHPUR RURAL,1671,0.0384467498340599,0.0384467498340599,0.1004318242468906,RAJASTHAN,JODHPUR RURAL,False,UNMATCHED,,,False,LOW
25,55,2,50,0,65,2,69,198,704,488,0,10,348,17,6,90,0,168,0,132,683,2989,314,358,1461,358,17,0.1050518568082971,2013,0.0999695214873514,2014,Rajasthan,JODHPUR WEST,RAJASTHAN||JODHPUR WEST,1673,0.0134606642952606,0.0134606642952606,0.0865088571920908,RAJASTHAN,JODHPUR WEST,False,UNMATCHED,,,False,LOW
34,32,1,48,0,119,2,15,32,846,551,1,2,237,13,13,79,0,179,0,103,2876,4636,319,330,1446,239,14,0.0688093183779119,2013,0.0826105810928014,2014,Rajasthan,KARAULI,RAJASTHAN||KARAULI,1676,0.0178408205873823,0.0178408205873823,0.064769760505419,RAJASTHAN,KARAULI,True,EXACT,RAJASTHAN,KARAULI,True,LOW
19,75,1,86,0,204,1,19,112,840,612,0,9,905,4,6,101,5,512,0,105,1774,4872,710,506,1584,914,4,0.1457307060755336,2013,0.141577743902439,2014,Rajasthan,KOTA CITY,RAJASTHAN||KOTA CITY,1679,0.0726243882471651,0.0726243882471651,0.0689533556552738,RAJASTHAN,KOTA CITY,False,UNMATCHED,,,False,MEDIUM
20,48,0,45,0,70,2,9,61,169,84,4,12,217,6,0,166,0,247,0,108,1060,2408,458,360,325,229,10,0.1901993355481727,2013,0.2029722330856472,2014,Rajasthan,KOTA RURAL,RAJASTHAN||KOTA RURAL,1682,0.1310118463017049,0.1310118463017049,0.0719603867839422,RAJASTHAN,KOTA RURAL,False,UNMATCHED,,,False,HIGH
57,57,0,97,0,116,0,6,199,427,189,0,10,576,7,20,110,0,500,0,311,2602,5186,727,443,821,586,7,0.1401851137678365,2013,0.1253700156712519,2014,Rajasthan,NAGAUR,RAJASTHAN||NAGAUR,1685,0.0602270440535279,0.0602270440535279,0.0651429716177239,RAJASTHAN,NAGAUR,True,EXACT,RAJASTHAN,NAGAUR,True,MEDIUM
47,64,0,92,0,140,0,38,236,410,200,0,9,586,8,16,222,0,512,0,295,3260,6152,842,603,884,595,8,0.1368660598179454,2013,0.1545582927977404,2014,Rajasthan,PALI,RAJASTHAN||PALI,1688,0.0503938788694371,0.0503938788694371,0.1041644139283032,RAJASTHAN,PALI,True,EXACT,RAJASTHAN,PALI,True,LOW
15,16,0,40,0,75,1,25,76,183,95,25,8,309,10,9,72,1,271,0,203,697,2571,393,244,380,317,35,0.1528588098016336,2013,0.1523297491039426,2014,Rajasthan,RAJSAMAND,RAJASTHAN||RAJSAMAND,1693,0.1340064892676282,0.1340064892676282,0.0183232598363143,RAJASTHAN,RAJSAMAND,True,EXACT,RAJASTHAN,RAJSAMAND,True,HIGH
32,29,2,39,0,89,0,9,43,640,454,0,3,309,9,5,60,0,206,0,90,2511,4077,310,260,1146,312,9,0.0760363012018641,2013,0.1099240265906932,2014,Rajasthan,SAWAI MADHOPUR,RAJASTHAN||SAWAI MADHOPUR,1696,0.0155905440173158,0.0155905440173158,0.0943334825733773,RAJASTHAN,SAWAI MADHOPUR,True,EXACT,RAJASTHAN,SAWAI MADHOPUR,True,LOW
68,41,3,73,0,186,3,12,250,779,330,15,9,1157,33,13,50,0,397,0,370,3293,6941,533,436,1374,1166,48,0.0767900878835902,2013,0.0797826708607377,2014,Rajasthan,SIKAR,RAJASTHAN||SIKAR,1699,0.0574534753943909,0.0574534753943909,0.0223291954663467,RAJASTHAN,SIKAR,True,EXACT,RAJASTHAN,SIKAR,True,MEDIUM
37,27,2,47,0,63,0,6,65,119,57,4,12,230,6,8,109,0,213,0,165,649,2148,377,291,247,242,10,0.175512104283054,2013,0.175064047822374,2014,Rajasthan,SIROHI,RAJASTHAN||SIROHI,1702,0.1319570096000377,0.1319570096000377,0.0431070382223362,RAJASTHAN,SIROHI,True,EXACT,RAJASTHAN,SIROHI,True,HIGH
15,17,0,33,0,81,0,2,106,285,134,35,6,361,6,5,75,8,352,0,178,1253,4022,473,223,527,367,41,0.1176031824962705,2013,0.1082993780827793,2014,Rajasthan,TONK,RAJASTHAN||TONK,1705,0.1120954163262142,0.1120954163262142,0.0037960382434349,RAJASTHAN,TONK,True,EXACT,RAJASTHAN,TONK,True,HIGH
72,87,11,167,0,298,3,83,267,843,444,66,12,1031,25,10,336,0,598,0,428,2489,8212,1111,1057,1640,1043,91,0.1352898197759376,2013,0.1461289014997973,2014,Rajasthan,UDAIPUR,RAJASTHAN||UDAIPUR,1708,0.123736948404806,0.123736948404806,0.0223919530949912,RAJASTHAN,UDAIPUR,True,EXACT,RAJASTHAN,UDAIPUR,True,HIGH
9,5,0,22,0,9,0,5,53,80,9,4,6,23,4,0,16,0,3,0,24,132,440,41,66,147,29,8,0.0931818181818181,2013,0.0594227504244482,2014,Sikkim,EAST,SIKKIM||EAST,1711,0.073102281853808,0.073102281853808,0.0136795314293598,SIKKIM,EAST,False,UNMATCHED,,,False,MEDIUM
0,0,0,1,0,0,0,0,2,5,2,1,0,0,0,0,0,0,0,0,9,10,35,1,1,9,0,1,0.0285714285714285,2013,0.0769230769230769,2014,Sikkim,NORTH,SIKKIM||NORTH,1714,0.0634550350056188,0.0634550350056188,0.013468041917458,SIKKIM,NORTH,False,UNMATCHED,,,False,MEDIUM
4,6,0,15,0,5,0,1,20,32,4,17,0,2,9,0,8,0,1,0,12,69,248,24,39,57,2,26,0.0967741935483871,2013,0.1068965517241379,2014,Sikkim,SOUTH,SIKKIM||SOUTH,1717,0.09222651761541,0.09222651761541,0.0146700341087278,SIKKIM,SOUTH,False,UNMATCHED,,,False,HIGH
2,1,0,5,0,2,0,0,10,5,2,10,0,0,6,0,5,0,1,0,11,46,128,11,15,17,0,16,0.0859375,2013,0.1496062992125984,2014,Sikkim,WEST,SIKKIM||WEST,1720,0.0963112245081931,0.0963112245081931,0.0532950747044052,SIKKIM,WEST,False,UNMATCHED,,,False,HIGH
18,41,1,10,0,19,2,15,42,97,28,42,0,7,4,3,23,0,8,0,144,1218,1991,44,129,184,7,46,0.0220994475138121,2013,0.0235294117647058,2014,Tamil Nadu,ARIYALUR,TAMIL NADU||ARIYALUR,1723,0.0387190133266501,0.0387190133266501,0.0151896015619443,TAMIL NADU,ARIYALUR,True,EXACT,TAMIL NADU,ARIYALUR,True,LOW
201,202,1,83,0,60,5,81,467,1664,292,97,13,492,22,12,55,155,221,0,1240,11315,17747,526,688,2509,505,119,0.0296388121936101,2013,0.0351699187474052,2014,Tamil Nadu,CHENNAI,TAMIL NADU||CHENNAI,1726,0.0342055801656557,0.0342055801656557,0.0009643385817494,TAMIL NADU,CHENNAI,True,EXACT,TAMIL NADU,CHENNAI,True,LOW
58,117,1,36,0,60,2,42,149,513,202,209,1,55,29,6,8,0,66,0,476,5898,8758,116,324,908,56,238,0.0132450331125827,2013,0.0064604956576996,2014,Tamil Nadu,CUDDALORE,TAMIL NADU||CUDDALORE,1735,0.0364087552355714,0.0364087552355714,0.0299482595778718,TAMIL NADU,CUDDALORE,True,EXACT,TAMIL NADU,CUDDALORE,True,LOW
44,82,10,23,0,157,0,35,124,231,116,102,5,83,33,2,48,1,65,0,338,1719,4416,139,399,506,88,135,0.0314764492753623,2013,0.0163068442811208,2014,Tamil Nadu,DHARMAPURI,TAMIL NADU||DHARMAPURI,1738,0.0485818270820972,0.0485818270820972,0.0322749828009764,TAMIL NADU,DHARMAPURI,True,EXACT,TAMIL NADU,DHARMAPURI,True,LOW
64,89,0,13,0,95,2,43,105,198,75,74,24,164,4,1,46,0,95,0,567,3712,5845,155,352,423,188,78,0.0265183917878528,2013,0.02672,2014,Tamil Nadu,DINDIGUL,TAMIL NADU||DINDIGUL,1741,0.0479461475399192,0.0479461475399192,0.0212261475399192,TAMIL NADU,DINDIGUL,True,EXACT,TAMIL NADU,DINDIGUL,True,LOW
52,29,1,14,0,32,2,56,146,267,123,20,8,107,12,0,25,0,21,0,511,2651,4342,60,211,594,115,32,0.0138185168125287,2013,0.0102974828375286,2014,Tamil Nadu,ERODE,TAMIL NADU||ERODE,1744,0.0156149215813543,0.0156149215813543,0.0053174387438257,TAMIL NADU,ERODE,True,EXACT,TAMIL NADU,ERODE,True,LOW
77,103,0,24,0,9,4,28,230,603,207,162,4,75,19,3,15,0,18,0,845,5178,7977,60,260,1072,79,181,0.0075216246709289,2013,0.005702950657079,2014,Tamil Nadu,KANCHIPURAM,TAMIL NADU||KANCHIPURAM,1747,0.0129842126163894,0.0129842126163894,0.0072812619593104,TAMIL NADU,KANCHIPURAM,True,EXACT,TAMIL NADU,KANCHIPURAM,True,LOW
40,115,3,12,0,35,0,106,159,249,74,0,0,157,27,1,5,0,118,0,290,2308,4203,136,316,588,157,27,0.0323578396383535,2013,0.0168275179411036,2014,Tamil Nadu,KANYAKUMARI,TAMIL NADU||KANYAKUMARI,1750,-0.0508523884733718,0.0,0.0168275179411036,TAMIL NADU,KANYAKUMARI,False,UNMATCHED,,,False,LOW
21,16,0,7,0,17,1,21,43,126,49,19,2,19,3,0,9,1,11,0,314,1240,2013,28,92,240,21,22,0.0139095876800794,2013,0.0138331102186523,2014,Tamil Nadu,KARUR,TAMIL NADU||KARUR,1753,0.0244695955487317,0.0244695955487317,0.0106364853300794,TAMIL NADU,KARUR,True,EXACT,TAMIL NADU,KARUR,True,LOW
66,61,0,8,0,70,2,56,125,190,74,169,0,65,19,12,48,2,47,0,449,2981,5101,117,311,447,65,188,0.0229366790825328,2013,0.0158979391560353,2014,Tamil Nadu,KRISHNAGIRI,TAMIL NADU||KRISHNAGIRI,1756,0.0426365109714284,0.0426365109714284,0.0267385718153931,TAMIL NADU,KRISHNAGIRI,True,EXACT,TAMIL NADU,KRISHNAGIRI,True,LOW
51,70,0,9,0,24,2,31,79,270,75,26,0,8,12,3,30,23,9,0,231,2523,3919,74,217,457,8,38,0.0188823679510079,2013,0.0182398540811673,2014,Tamil Nadu,NAGAPATTINAM,TAMIL NADU||NAGAPATTINAM,1763,0.0165626120815802,0.0165626120815802,0.001677241999587,TAMIL NADU,NAGAPATTINAM,True,EXACT,TAMIL NADU,NAGAPATTINAM,True,LOW
42,37,0,23,0,44,1,50,107,156,55,59,5,68,8,0,57,11,15,0,438,2503,4113,106,254,369,73,67,0.0257719426209579,2013,0.0154883837122158,2014,Tamil Nadu,NAMAKKAL,TAMIL NADU||NAMAKKAL,1766,0.0441382459755688,0.0441382459755688,0.028649862263353,TAMIL NADU,NAMAKKAL,True,EXACT,TAMIL NADU,NAMAKKAL,True,LOW
11,13,0,15,0,10,1,6,53,45,10,16,11,8,4,0,18,1,1,0,46,739,1203,35,74,115,19,20,0.0290939318370739,2013,0.0200166805671392,2014,Tamil Nadu,NILGIRIS,TAMIL NADU||NILGIRIS,1769,0.0472222406434867,0.0472222406434867,0.0272055600763475,TAMIL NADU,NILGIRIS,False,UNMATCHED,,,False,LOW
14,12,0,8,0,4,0,11,40,72,27,25,0,19,1,0,13,1,5,0,147,779,1300,27,62,150,19,26,0.0207692307692307,2013,0.0265536723163841,2014,Tamil Nadu,PERAMBALUR,TAMIL NADU||PERAMBALUR,1772,0.0377890124027915,0.0377890124027915,0.0112353400864074,TAMIL NADU,PERAMBALUR,True,EXACT,TAMIL NADU,PERAMBALUR,True,LOW
43,38,0,10,0,54,4,20,44,110,36,53,36,44,20,3,29,0,39,0,324,2233,3379,81,198,214,80,73,0.0239715892275821,2013,0.0209677419354838,2014,Tamil Nadu,PUDUKOTTAI,TAMIL NADU||PUDUKOTTAI,1775,0.0359677074118012,0.0359677074118012,0.0149999654763174,TAMIL NADU,PUDUKOTTAI,False,UNMATCHED,,,False,LOW
50,91,0,9,0,25,1,66,115,127,25,72,15,63,19,2,24,2,20,0,264,2162,3583,57,266,334,78,91,0.015908456600614,2013,0.0123068866195339,2014,Tamil Nadu,RAMNATHAPURAM,TAMIL NADU||RAMNATHAPURAM,1778,0.021154231717462,0.021154231717462,0.0088473450979281,TAMIL NADU,RAMNATHAPURAM,False,UNMATCHED,,,False,LOW
47,96,4,16,0,34,4,86,126,220,55,55,2,72,10,4,35,0,87,0,255,2239,3742,142,322,491,74,65,0.0379476215927311,2013,0.0219368646334938,2014,Tamil Nadu,SIVAGANGAI,TAMIL NADU||SIVAGANGAI,1785,0.04928798208949,0.04928798208949,0.0273511174559962,TAMIL NADU,SIVAGANGAI,False,UNMATCHED,,,False,LOW
58,122,0,31,0,61,0,145,165,423,215,147,3,88,35,0,68,4,46,0,457,3820,6510,149,485,948,91,182,0.0228878648233486,2013,0.0162248995983935,2014,Tamil Nadu,THANJAVUR,TAMIL NADU||THANJAVUR,1788,0.0308609927182261,0.0308609927182261,0.0146360931198326,TAMIL NADU,THANJAVUR,True,EXACT,TAMIL NADU,THANJAVUR,True,LOW
39,78,0,25,0,38,1,38,110,253,60,61,0,133,16,5,41,0,62,0,223,2531,4311,133,260,462,133,77,0.0308513106007886,2013,0.0223978919631093,2014,Tamil Nadu,THENI,TAMIL NADU||THENI,1791,0.0385216177932379,0.0385216177932379,0.0161237258301286,TAMIL NADU,THENI,True,EXACT,TAMIL NADU,THENI,True,LOW
31,38,1,21,0,23,3,18,151,228,71,172,1,98,12,9,11,0,19,0,325,2449,4003,60,146,471,99,184,0.0149887584311766,2013,0.0076789695318305,2014,Tamil Nadu,THIRUVALLUR,TAMIL NADU||THIRUVALLUR,1798,0.0412416740193195,0.0412416740193195,0.033562704487489,TAMIL NADU,THIRUVALLUR,True,EXACT,TAMIL NADU,THIRUVALLUR,True,LOW
46,50,1,50,0,56,2,15,121,250,66,81,10,71,22,2,31,2,34,0,445,2707,4614,119,251,454,81,103,0.0257910706545296,2013,0.0160961233280435,2014,Tamil Nadu,THIRUVANNAMALAI,TAMIL NADU||THIRUVANNAMALAI,1801,0.0423056234375793,0.0423056234375793,0.0262095001095358,TAMIL NADU,THIRUVANNAMALAI,False,UNMATCHED,,,False,LOW
34,66,0,15,0,23,2,34,90,190,39,19,0,12,23,1,5,0,15,0,184,2818,3963,36,179,355,12,42,0.0090840272520817,2013,0.0032170254887404,2014,Tamil Nadu,THIRUVARUR,TAMIL NADU||THIRUVARUR,1804,-0.0031652666642953,0.0,0.0032170254887404,TAMIL NADU,THIRUVARUR,True,EXACT,TAMIL NADU,THIRUVARUR,True,LOW
85,194,1,52,0,30,5,82,214,284,92,0,16,144,34,2,35,1,64,0,369,3260,5519,154,484,677,160,34,0.0279036057256749,2013,0.0248877245508982,2014,Tamil Nadu,THOOTHUGUDI,TAMIL NADU||THOOTHUGUDI,1807,-0.0671930907444517,0.0,0.0248877245508982,TAMIL NADU,THOOTHUGUDI,False,UNMATCHED,,,False,LOW
75,43,0,20,0,53,2,144,243,462,188,61,10,109,11,8,40,7,91,0,692,3240,5895,166,377,1039,119,72,0.0281594571670907,2013,0.0140775500123487,2014,Tamil Nadu,TIRUPPUR,TAMIL NADU||TIRUPPUR,1810,0.0340905452397082,0.0340905452397082,0.0200129952273595,TAMIL NADU,TIRUPPUR,True,EXACT,TAMIL NADU,TIRUPPUR,True,LOW
66,91,3,51,0,97,1,36,297,663,311,70,0,126,8,8,33,57,40,0,720,6485,9802,189,378,1308,126,78,0.0192817792287288,2013,0.0161075104841784,2014,Tamil Nadu,VELLORE,TAMIL NADU||VELLORE,1819,0.0363595827274652,0.0363595827274652,0.0202520722432868,TAMIL NADU,VELLORE,True,EXACT,TAMIL NADU,VELLORE,True,LOW
71,140,2,67,0,166,2,29,194,481,283,284,3,105,46,4,127,0,80,0,801,5110,8801,278,604,989,108,330,0.0315873196227701,2013,0.03131805454734,2014,Tamil Nadu,VILLUPURAM,TAMIL NADU||VILLUPURAM,1822,0.0548727354230551,0.0548727354230551,0.0235546808757151,TAMIL NADU,VILLUPURAM,True,EXACT,TAMIL NADU,VILLUPURAM,True,MEDIUM
51,68,0,33,0,31,2,43,138,244,58,62,4,149,13,3,16,0,48,0,295,2659,4336,100,244,485,153,75,0.0230627306273062,2013,0.0163360560093348,2014,Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU||VIRUDHUNAGAR,1825,0.0368635549452933,0.0368635549452933,0.0205274989359585,TAMIL NADU,VIRUDHUNAGAR,True,EXACT,TAMIL NADU,VIRUDHUNAGAR,True,LOW
18,3,1,17,0,14,1,3,19,29,7,7,9,19,5,1,38,0,51,0,0,80,394,107,95,59,28,12,0.2715736040609137,2013,0.3443526170798898,2014,Tripura,DHALAI,TRIPURA||DHALAI,1828,0.2098311613329941,0.2098311613329941,0.1345214557468956,TRIPURA,DHALAI,True,EXACT,TRIPURA,DHALAI,True,HIGH
22,7,0,31,0,30,1,7,35,95,41,18,2,20,17,6,45,2,164,0,0,246,1049,248,143,179,22,35,0.2364156339370829,2013,0.2751515151515151,2014,Tripura,GOMATI,TRIPURA||GOMATI,1830,0.1864250400900589,0.1864250400900589,0.0887264750614562,TRIPURA,GOMATI,True,EXACT,TRIPURA,GOMATI,True,HIGH
12,10,0,20,0,11,1,10,23,42,9,7,9,31,2,4,51,0,113,0,0,122,592,188,115,85,40,9,0.3175675675675675,2013,0.2980392156862745,2014,Tripura,NORTH,TRIPURA||NORTH,1836,0.2441355990767222,0.2441355990767222,0.0539036166095522,TRIPURA,NORTH,False,UNMATCHED,,,False,HIGH
13,4,0,27,0,19,2,6,44,78,0,27,3,16,9,1,73,0,118,0,0,240,943,219,144,130,19,36,0.232237539766702,2013,0.2510344827586206,2014,Tripura,SIPAHIJALA,TRIPURA||SIPAHIJALA,1838,0.1866639371686973,0.1866639371686973,0.0643705455899232,TRIPURA,SIPAHIJALA,False,UNMATCHED,,,False,HIGH
21,17,0,32,0,15,0,4,20,38,0,19,9,19,5,5,38,0,93,0,0,199,725,168,127,62,28,24,0.2317241379310345,2013,0.243362831858407,2014,Tripura,SOUTH,TRIPURA||SOUTH,1841,0.1907203099324534,0.1907203099324534,0.0526425219259535,TRIPURA,SOUTH,False,UNMATCHED,,,False,HIGH
9,7,0,37,0,18,1,2,9,37,8,2,4,19,7,5,18,1,51,0,0,76,433,112,92,57,23,9,0.2586605080831409,2013,0.2643391521197007,2014,Tripura,UNAKOTI,TRIPURA||UNAKOTI,1843,0.1772780214646816,0.1772780214646816,0.087061130655019,TRIPURA,UNAKOTI,True,EXACT,TRIPURA,UNAKOTI,True,HIGH
35,11,0,46,0,34,2,7,52,175,59,32,11,70,30,3,101,3,195,0,9,499,1635,348,236,295,81,62,0.2128440366972477,2013,0.263030303030303,2014,Tripura,WEST,TRIPURA||WEST,1846,0.1606498309758863,0.1606498309758863,0.1023804720544166,TRIPURA,WEST,False,UNMATCHED,,,False,HIGH
133,200,29,78,0,424,11,204,342,3015,2365,435,176,427,5,98,239,0,399,0,442,2326,9298,814,1318,5937,603,440,0.0875457087545708,2013,0.0876234503046858,2014,Uttar Pradesh,AGRA,UTTAR PRADESH||AGRA,1849,0.106993332934097,0.106993332934097,0.0193698826294112,UTTAR PRADESH,AGRA,True,EXACT,UTTAR PRADESH,AGRA,True,HIGH
185,261,22,99,0,399,22,195,315,1969,1372,386,140,483,9,73,300,0,455,0,361,2173,8129,927,1483,3873,623,395,0.1140361668101857,2013,0.1072443989537131,2014,Uttar Pradesh,ALIGARH,UTTAR PRADESH||ALIGARH,1852,0.1249355414059552,0.1249355414059552,0.017691142452242,UTTAR PRADESH,ALIGARH,True,EXACT,UTTAR PRADESH,ALIGARH,True,HIGH
123,95,44,102,0,306,5,58,356,1625,1121,117,117,446,5,66,215,0,322,0,449,3483,8357,705,948,3165,563,122,0.0843604164173746,2013,0.0837622363507922,2014,Uttar Pradesh,ALLAHABAD,UTTAR PRADESH||ALLAHABAD,1855,0.0967898644625309,0.0967898644625309,0.0130276281117387,UTTAR PRADESH,ALLAHABAD,False,UNMATCHED,,,False,HIGH
32,27,7,15,0,60,1,10,23,90,34,39,22,49,0,17,16,0,4,0,79,732,1339,52,168,158,71,39,0.0388349514563106,2013,0.0665154950869236,2014,Uttar Pradesh,AMBEDKAR NAGAR,UTTAR PRADESH||AMBEDKAR NAGAR,1858,0.0645351773703539,0.0645351773703539,0.0019803177165696,UTTAR PRADESH,AMBEDKAR NAGAR,True,EXACT,UTTAR PRADESH,AMBEDKAR NAGAR,True,MEDIUM
31,61,12,38,0,116,5,35,61,142,65,50,19,27,14,16,83,0,35,0,137,572,1666,172,381,308,46,64,0.1032412965186074,2013,0.109724047306176,2014,Uttar Pradesh,AMETHI,UTTAR PRADESH||AMETHI,1859,0.1020332595815121,0.1020332595815121,0.0076907877246639,UTTAR PRADESH,AMETHI,True,EXACT,UTTAR PRADESH,AMETHI,True,HIGH
65,80,9,23,0,113,3,38,55,279,112,34,35,117,0,16,57,0,171,0,190,995,2401,267,388,487,152,34,0.1112036651395252,2013,0.1284501061571125,2014,Uttar Pradesh,AMROHA,UTTAR PRADESH||AMROHA,1860,0.1147301572808829,0.1147301572808829,0.0137199488762295,UTTAR PRADESH,AMROHA,True,EXACT,UTTAR PRADESH,AMROHA,True,HIGH
27,28,14,16,0,78,3,12,25,180,110,12,23,38,0,28,38,0,68,0,162,515,1316,150,216,330,61,12,0.1139817629179331,2013,0.1559530463946338,2014,Uttar Pradesh,AURAIYA,UTTAR PRADESH||AURAIYA,1863,0.1140376164450971,0.1140376164450971,0.0419154299495366,UTTAR PRADESH,AURAIYA,True,EXACT,UTTAR PRADESH,AURAIYA,True,HIGH
68,90,23,39,0,154,3,60,86,272,143,190,52,154,1,36,20,0,155,0,240,643,2621,250,457,564,206,191,0.0953834414345669,2013,0.1166261714682402,2014,Uttar Pradesh,AZAMGARH,UTTAR PRADESH||AZAMGARH,1866,0.1221334617268341,0.1221334617268341,0.0055072902585939,UTTAR PRADESH,AZAMGARH,True,EXACT,UTTAR PRADESH,AZAMGARH,True,HIGH
112,143,24,54,0,139,2,53,50,245,118,5,28,98,0,58,102,0,58,0,170,866,2607,272,629,468,126,5,0.1043344840813195,2013,0.1154504967454607,2014,Uttar Pradesh,BADAUN,UTTAR PRADESH||BADAUN,1869,0.1043755603074048,0.1043755603074048,0.0110749364380559,UTTAR PRADESH,BADAUN,False,UNMATCHED,,,False,HIGH
79,112,11,25,0,98,3,83,53,296,148,51,34,85,0,12,56,0,106,0,84,554,1831,199,467,583,119,51,0.1086837793555434,2013,0.1274403470715835,2014,Uttar Pradesh,BAGHPAT,UTTAR PRADESH||BAGHPAT,1872,0.114017800682143,0.114017800682143,0.0134225463894404,UTTAR PRADESH,BAGHPAT,True,EXACT,UTTAR PRADESH,BAGHPAT,True,HIGH
47,55,24,35,0,151,1,18,61,271,112,68,41,196,5,42,44,0,1,0,154,995,2389,122,375,463,237,73,0.0510673922143156,2013,0.0729212983548243,2014,Uttar Pradesh,BAHRAICH,UTTAR PRADESH||BAHRAICH,1875,0.0769645804333138,0.0769645804333138,0.0040432820784895,UTTAR PRADESH,BAHRAICH,True,EXACT,UTTAR PRADESH,BAHRAICH,True,MEDIUM
35,38,13,18,0,143,1,14,109,263,152,104,22,84,1,24,107,0,4,0,140,490,1790,153,369,539,106,105,0.0854748603351955,2013,0.1272401433691756,2014,Uttar Pradesh,BALLIA,UTTAR PRADESH||BALLIA,1878,0.1023623655573986,0.1023623655573986,0.0248777778117769,UTTAR PRADESH,BALLIA,True,EXACT,UTTAR PRADESH,BALLIA,True,HIGH
21,23,7,23,0,71,0,6,37,48,11,18,14,52,0,7,24,0,8,0,27,203,649,62,175,102,66,18,0.0955315870570107,2013,0.1129326047358834,2014,Uttar Pradesh,BALRAMPUR,UTTAR PRADESH||BALRAMPUR,1881,0.102390442476606,0.102390442476606,0.0105421622592773,UTTAR PRADESH,BALRAMPUR,True,EXACT,UTTAR PRADESH,BALRAMPUR,True,HIGH
45,47,17,47,0,145,0,23,84,249,108,75,36,82,7,32,151,0,129,0,123,724,2055,359,475,464,118,82,0.1746958637469586,2013,0.2007186858316221,2014,Uttar Pradesh,BANDA,UTTAR PRADESH||BANDA,1884,0.1523521527858606,0.1523521527858606,0.0483665330457614,UTTAR PRADESH,BANDA,True,EXACT,UTTAR PRADESH,BANDA,True,HIGH
57,50,20,39,0,81,1,17,57,158,81,3,79,191,14,26,39,0,98,0,263,1164,2677,202,304,314,270,17,0.0754576017930519,2013,0.0594900849858356,2014,Uttar Pradesh,BARABANKI,UTTAR PRADESH||BARABANKI,1887,0.0442765159722371,0.0442765159722371,0.0152135690135984,UTTAR PRADESH,BARABANKI,True,EXACT,UTTAR PRADESH,BARABANKI,True,LOW
