STATE/UT,DISTRICT,YEAR,NEXT_YEAR,WOMEN_CRIME_TOTAL,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,WOMEN_CRIME_SHARE,VIOLENT_CRIME,SERIOUS_VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,MURDER_SHARE,ROBBERY_SHARE,TOTAL IPC CRIMES,YEAR_NORMALIZED,NEXT_YEAR_WOMEN_CRIME_SHARE
CHANDIGARH,CHANDIGARH,2005,2006,205,196,0.0105296745373324,0.0172303765156349,0.0654116145500957,149,49,1608,202,44,0.047543075941289,0.5130823229100191,0.0057434588385449,0.0038289725590299,3133,0.3636363636363636,0.0732331307962903
CHHATTISGARH,BALRAMPUR,2005,2006,79,74,0.0689655172413793,0.0095785440613026,0.1513409961685823,128,64,93,2,30,0.2452107279693486,0.1781609195402299,0.0555555555555555,0.0268199233716475,521,0.3636363636363636,0.1572847682119205
CHHATTISGARH,BILASPUR,2005,2006,421,402,0.0140562248995983,0.0065717415115005,0.0768528660094925,729,209,1363,78,171,0.1330777656078861,0.2488134355604235,0.0171595472800292,0.0091274187659729,5477,0.3636363636363636,0.0835533760844964
CHHATTISGARH,BIZAPUR,2005,2006,9,9,0.0124378109452736,0.0024875621890547,0.0223880597014925,237,202,81,4,23,0.5895522388059702,0.2014925373134328,0.1890547263681592,0.0099502487562189,401,0.3636363636363636,0.0325047801147227
CHHATTISGARH,DANTEWARA,2005,2006,35,35,0.0214592274678111,0.0085836909871244,0.050071530758226,180,112,131,6,16,0.2575107296137339,0.1874105865522174,0.1044349070100143,0.0042918454935622,698,0.3636363636363636,0.0598726114649681
CHHATTISGARH,DHAMTARI,2005,2006,143,132,0.0198473282442748,0.0068702290076335,0.1091603053435114,131,21,267,10,26,0.1,0.2038167938931297,0.0083969465648854,0.0022900763358778,1309,0.3636363636363636,0.0812841530054644
CHHATTISGARH,DURG,2005,2006,516,493,0.0192539109506618,0.0042117930204572,0.0776173285198556,774,226,1530,93,86,0.1164259927797834,0.2301444043321299,0.0135379061371841,0.0106799037304452,6647,0.3636363636363636,0.0763798818273526
CHHATTISGARH,GRP RAIPUR,2005,2006,13,13,0.005181347150259,0.0025906735751295,0.0336787564766839,38,16,255,3,6,0.0984455958549222,0.6606217616580311,0.0129533678756476,0.0155440414507772,385,0.3636363636363636,0.0232558139534883
CHHATTISGARH,JAGDALPUR,2005,2006,162,160,0.0354406130268199,0.0043103448275862,0.0775862068965517,343,119,370,35,61,0.164272030651341,0.1772030651340996,0.0301724137931034,0.0057471264367816,2087,0.3636363636363636,0.0737033666969972
CHHATTISGARH,JANJGIR,2005,2006,254,246,0.015890613451589,0.0036954915003695,0.0938654841093865,455,80,535,40,108,0.1681448632668145,0.1977087952697709,0.0184774575018477,0.0029563932002956,2705,0.3636363636363636,0.0950210378681627
CHHATTISGARH,JASHPUR,2005,2006,151,141,0.0708333333333333,0.0197916666666666,0.1572916666666666,282,121,191,26,21,0.29375,0.1989583333333333,0.065625,0.0354166666666666,959,0.3636363636363636,0.1343589743589743
CHHATTISGARH,KABIRDHAM,2005,2006,118,115,0.0214285714285714,0.0035714285714285,0.1053571428571428,382,27,212,8,29,0.3410714285714286,0.1892857142857142,0.0142857142857142,0.0008928571428571,1119,0.3636363636363636,0.1262798634812286
CHHATTISGARH,KANKER,2005,2006,78,78,0.0312805474095796,0.010752688172043,0.0762463343108504,187,82,164,8,54,0.1827956989247312,0.1603128054740958,0.0391006842619745,0.0136852394916911,1022,0.3636363636363636,0.0707269155206286
CHHATTISGARH,KORBA,2005,2006,118,114,0.0129558541266794,0.0014395393474088,0.0566218809980806,517,65,475,24,43,0.2480806142034549,0.2279270633397312,0.0167946257197696,0.0071976967370441,2083,0.3636363636363636,0.0730968858131487
CHHATTISGARH,KORIYA,2005,2006,167,166,0.0379464285714285,0.003720238095238,0.1242559523809523,247,70,289,16,31,0.1837797619047619,0.2150297619047619,0.025297619047619,0.0111607142857142,1343,0.3636363636363636,0.110299488677867
CHHATTISGARH,MAHASAMUND,2005,2006,145,139,0.0161082474226804,0.0045103092783505,0.0934278350515463,266,40,351,30,22,0.1713917525773196,0.226159793814433,0.0122422680412371,0.0064432989690721,1551,0.3636363636363636,0.0816864295125164
CHHATTISGARH,NARAYANPUR,2005,2006,8,8,0.0060975609756097,0.0,0.048780487804878,81,61,45,3,7,0.4939024390243902,0.274390243902439,0.0792682926829268,0.0426829268292682,163,0.3636363636363636,0.0636942675159235
CHHATTISGARH,RAIGARH,2005,2006,153,151,0.0156599552572706,0.0049217002237136,0.0684563758389261,343,123,643,33,75,0.1534675615212528,0.2876957494407159,0.0277404921700223,0.0134228187919463,2234,0.3636363636363636,0.0725738396624472
CHHATTISGARH,RAIPUR,2005,2006,545,516,0.016767270288397,0.0061703554661301,0.0731052984574111,669,195,1692,145,120,0.089738430583501,0.2269617706237424,0.0123407109322602,0.0056338028169014,7454,0.3636363636363636,0.0717257027606202
CHHATTISGARH,RAJNANDGAON,2005,2006,194,188,0.0334710743801652,0.0033057851239669,0.0801652892561983,232,82,414,18,46,0.0958677685950413,0.1710743801652892,0.0165289256198347,0.0066115702479338,2419,0.3636363636363636,0.0836575875486381
CHHATTISGARH,SARGUJA,2005,2006,203,202,0.0401301518438177,0.0103036876355748,0.1100867678958785,273,107,446,24,82,0.1480477223427332,0.2418655097613883,0.0281995661605206,0.0151843817787418,1843,0.3636363636363636,0.1199744735162731
CHHATTISGARH,SURAJPUR,2005,2006,138,136,0.0337726523887973,0.0065897858319604,0.1136738056013179,248,93,279,8,50,0.2042833607907743,0.2298187808896211,0.0461285008237232,0.014827018121911,1213,0.3636363636363636,0.1301775147928994
D & N HAVELI,D and N HAVELI,2005,2006,28,28,0.0114942528735632,0.0298850574712643,0.064367816091954,65,14,104,26,19,0.1494252873563218,0.2390804597701149,0.0160919540229885,0.0045977011494252,434,0.3636363636363636,0.0825688073394495
DAMAN & DIU,DAMAN,2005,2006,9,9,0.0103092783505154,0.0206185567010309,0.0463917525773195,34,6,74,10,17,0.1752577319587628,0.3814432989690721,0.0206185567010309,0.0,193,0.3636363636363636,0.0245901639344262
DAMAN & DIU,DIU,2005,2006,2,2,0.0,0.0,0.0392156862745098,8,1,17,6,3,0.1568627450980392,0.3333333333333333,0.0196078431372549,0.0,50,0.3636363636363636,0.0869565217391304
DELHI UT,CENTRAL,2005,2006,191,164,0.0056657223796034,0.0147308781869688,0.0541076487252124,257,74,1270,208,6,0.0728045325779036,0.3597733711048159,0.0065155807365439,0.0056657223796034,3529,0.3636363636363636,0.054761262476396
DELHI UT,EAST,2005,2006,523,507,0.0108177484415108,0.028052805280528,0.0958929226255958,392,129,2276,174,9,0.0718738540520718,0.4173083975064173,0.0056839017235056,0.0106343967730106,5453,0.3636363636363636,0.0893433799784714
DELHI UT,IGI AIRPORT,2005,2006,6,6,0.0012239902080783,0.0048959608323133,0.00734394124847,6,3,82,612,0,0.00734394124847,0.1003671970624235,0.0012239902080783,0.0024479804161566,816,0.3636363636363636,0.0129729729729729
DELHI UT,NEW DELHI,2005,2006,86,62,0.0026132404181184,0.0082752613240418,0.0374564459930313,86,37,858,276,10,0.0374564459930313,0.3736933797909407,0.0043554006968641,0.0056620209059233,2295,0.3636363636363636,0.0401922236784622
DELHI UT,NORTH,2005,2006,250,243,0.0066525551859691,0.0235863320229815,0.0755972180223767,209,82,1023,195,8,0.0631992742667069,0.3093438161475658,0.0072573329301481,0.0102812216510432,3306,0.3636363636363636,0.0765661252900232
DELHI UT,NORTH-EAST,2005,2006,589,566,0.0218556701030927,0.0437113402061855,0.1214432989690721,446,182,1516,154,10,0.0919587628865979,0.3125773195876288,0.0105154639175257,0.0123711340206185,4849,0.3636363636363636,0.111873840445269
DELHI UT,NORTH-WEST,2005,2006,1300,1247,0.0172413793103448,0.0519056261343012,0.1179673321234119,737,391,3281,248,19,0.0668784029038112,0.2977313974591651,0.0116152450090744,0.0112522686025408,11019,0.3636363636363636,0.107114021709877
DELHI UT,SOUTH,2005,2006,712,676,0.0082621082621082,0.0219373219373219,0.0676163342830009,451,229,4488,445,12,0.0428300094966761,0.4262108262108262,0.0063627730294396,0.0088319088319088,10529,0.3636363636363636,0.0654997696913864
DELHI UT,SOUTH-WEST,2005,2006,417,397,0.0123199722366822,0.0197813638729828,0.0723581467985424,280,159,1982,208,20,0.0485858060038174,0.3439180982127364,0.0081554745792122,0.0088495575221238,5762,0.3636363636363636,0.093090356871678
DELHI UT,WEST,2005,2006,587,568,0.0130229980604045,0.0209199224161817,0.0813244666112496,460,173,2747,217,11,0.0637295649764477,0.3805763369354392,0.0078969243557772,0.0067885840953172,7217,0.3636363636363636,0.0844076536843533
GOA,NORTH GOA,2005,2006,46,40,0.0084226646248085,0.0053598774885145,0.0352220520673813,172,51,478,63,39,0.1316998468606431,0.3660030627871363,0.0168453292496171,0.0114854517611026,1305,0.3636363636363636,0.03
GOA,SOUTH GOA,2005,2006,42,40,0.011042944785276,0.0122699386503067,0.0515337423312883,121,42,312,51,18,0.1484662576687116,0.3828220858895705,0.0282208588957055,0.0159509202453987,814,0.3636363636363636,0.0397614314115308
GUJARAT,AHMEDABAD COMMR.,2005,2006,1080,1054,0.0020035491441982,0.012536493216555,0.061823802163833,1799,288,6366,620,156,0.1029824260117923,0.3644169671990383,0.0043505638559734,0.0091018375407865,17468,0.3636363636363636,0.0666354800145537
GUJARAT,AHMEDABAD RURAL,2005,2006,123,123,0.0023923444976076,0.0099111414900888,0.042036910457963,424,66,374,55,53,0.1449077238550922,0.1278195488721804,0.0095693779904306,0.0099111414900888,2925,0.3636363636363636,0.0532936113869579
GUJARAT,AHWA-DANG,2005,2006,15,15,0.0340136054421768,0.0,0.1020408163265306,40,7,6,7,3,0.272108843537415,0.0408163265306122,0.0340136054421768,0.0068027210884353,146,0.3636363636363636,0.0711743772241993
GUJARAT,AMRELI,2005,2006,208,207,0.0030734842134674,0.0136909751327186,0.0581167924001117,371,57,334,57,43,0.1036602402905839,0.0933221570271025,0.0067057837384744,0.0050293378038558,3578,0.3636363636363636,0.074393752568845
GUJARAT,ANAND,2005,2006,159,157,0.0022742040285899,0.0077972709551656,0.0516569200779727,398,45,464,95,29,0.129304743339831,0.1507472384665367,0.0064977257959714,0.0055230669265756,3077,0.3636363636363636,0.0730189914865749
GUJARAT,BHARUCH,2005,2006,98,93,0.0029750836742283,0.0085533655634064,0.0364447750092971,424,60,484,75,41,0.1576794347341019,0.1799925622908144,0.0130159910747489,0.0052063964298995,2688,0.3636363636363636,0.0336006109201985
GUJARAT,BHAVNAGAR,2005,2006,430,397,0.0018452616317385,0.011203374192698,0.0566758929748253,544,261,1708,292,231,0.0717015948332674,0.225121919072097,0.0086990905496243,0.0216159219717938,7586,0.3636363636363636,0.071884606289903
GUJARAT,DAHOD,2005,2006,94,94,0.0059055118110236,0.0190288713910761,0.0616797900262467,421,88,251,17,68,0.276246719160105,0.1646981627296588,0.0314960629921259,0.0170603674540682,1523,0.3636363636363636,0.041135573580533
GUJARAT,GANDHINAGAR,2005,2006,155,151,0.0034000755572346,0.0109557990177559,0.0585568568190404,305,49,547,58,35,0.1152247827729505,0.2066490366452587,0.0075557234605213,0.0086890819795995,2646,0.3636363636363636,0.0633356790992259
GUJARAT,HIMATNAGAR,2005,2006,233,233,0.0027391006619493,0.0073042684318648,0.053184204519516,469,60,402,100,76,0.1070531842045195,0.0917598721753024,0.0059347181008902,0.0045651677699155,4380,0.3636363636363636,0.0335580753907447
GUJARAT,JAMNAGAR,2005,2006,240,237,0.0036054596961112,0.0051506567087303,0.0618078805047643,486,75,569,90,56,0.1251609580221478,0.1465361833633788,0.0105588462528972,0.0036054596961112,3882,0.3636363636363636,0.0678790983606557
GUJARAT,JUNAGADH,2005,2006,540,531,0.002246414377052,0.0065664420252289,0.093312597200622,657,103,743,140,84,0.1135303265940902,0.1283912217038189,0.0057024364955935,0.0074304475548643,5786,0.3636363636363636,0.1105892399658411
GUJARAT,KHEDA NORTH,2005,2006,238,238,0.0035017508754377,0.0075037518759379,0.0595297648824412,415,57,475,67,50,0.1038019009504752,0.1188094047023511,0.0075037518759379,0.0045022511255627,3997,0.3636363636363636,0.061305207646671
GUJARAT,KUTCH,2005,2006,336,334,0.0020352781546811,0.0101763907734057,0.0759837177747625,576,91,686,121,70,0.1302578018995929,0.1551334237901402,0.0079149706015377,0.0074626865671641,4421,0.3636363636363636,0.0755659121171771
GUJARAT,MEHSANA,2005,2006,308,308,0.0012518255789693,0.0114750678072188,0.0642603797204256,666,107,931,132,81,0.1389526392655956,0.1942416023367411,0.0062591278948466,0.0114750678072188,4792,0.3636363636363636,0.0638709677419354
GUJARAT,NARMADA,2005,2006,13,13,0.0057142857142857,0.0009523809523809,0.0123809523809523,130,19,62,6,22,0.1238095238095238,0.059047619047619,0.0142857142857142,0.0019047619047619,1049,0.3636363636363636,0.0372670807453416
GUJARAT,NAVSARI,2005,2006,48,48,0.0048115477145148,0.0048115477145148,0.0384923817161186,112,24,158,42,6,0.0898155573376102,0.1267040898155573,0.0112269446672012,0.0056134723336006,1246,0.3636363636363636,0.0441426146010186
GUJARAT,PALANPUR,2005,2006,140,140,0.0028601144045761,0.0059802392095683,0.0364014560582423,1099,85,529,65,48,0.2857514300572022,0.1375455018200728,0.0104004160166406,0.0052002080083203,3845,0.3636363636363636,0.0579796772265391
GUJARAT,PANCHMAHAL,2005,2006,209,206,0.003680981595092,0.0098159509202454,0.0641104294478527,311,79,414,60,44,0.0953987730061349,0.1269938650306748,0.0153374233128834,0.0070552147239263,3259,0.3636363636363636,0.0511396843950905
GUJARAT,PATAN,2005,2006,163,163,0.0022667170381564,0.0083112958065734,0.0615791462032489,394,51,406,42,61,0.1488477521722705,0.1533811862485833,0.0090668681526256,0.0049112202493388,2646,0.3636363636363636,0.0727611940298507
GUJARAT,PORBANDAR,2005,2006,52,52,0.0009199632014719,0.0082796688132474,0.0478380864765409,166,31,122,25,13,0.1527138914443422,0.1122355105795768,0.0091996320147194,0.0119595216191352,1086,0.3636363636363636,0.0586387434554973
GUJARAT,RAJKOT COMMR.,2005,2006,211,204,0.0017789072426937,0.009402795425667,0.0536213468869123,464,67,1292,129,69,0.1179161372299873,0.3283354510800508,0.0060991105463786,0.0078780177890724,3934,0.3636363636363636,0.0610315186246418
GUJARAT,RAJKOT RURAL,2005,2006,396,395,0.0037422037422037,0.0116424116424116,0.0823284823284823,617,98,587,179,96,0.1282744282744282,0.122037422037422,0.0072765072765072,0.0056133056133056,4809,0.3636363636363636,0.095489443378119
GUJARAT,SURAT COMMR.,2005,2006,393,389,0.0043610163064087,0.0216154721274175,0.0745164960182025,923,168,2304,298,126,0.1750094804702313,0.4368600682593856,0.0163064087978763,0.0106181266590822,5273,0.3636363636363636,0.0558891454965358
GUJARAT,SURAT RURAL,2005,2006,55,55,0.0040053404539385,0.0062305295950155,0.0244770805518469,299,74,302,53,35,0.1330663106364041,0.1344014241210503,0.0204717400979083,0.0075656430796617,2246,0.3636363636363636,0.0308407266582171
GUJARAT,SURENDRANAGAR,2005,2006,178,177,0.0036858519988658,0.0107740289197618,0.0504678196767791,645,74,462,70,84,0.1828749645591154,0.130989509498157,0.0085058123050751,0.0065211227672242,3526,0.3636363636363636,0.0574754456165878
GUJARAT,VADODARA COMMR.,2005,2006,195,193,0.0009475080538184,0.0073905628197839,0.0369528140989198,545,71,1759,242,180,0.1032783778662118,0.3333333333333333,0.0049270418798559,0.0037900322152738,5276,0.3636363636363636,0.0458311299136259
GUJARAT,VADODARA RURAL,2005,2006,121,121,0.0069444444444444,0.0122354497354497,0.0400132275132275,478,99,296,65,52,0.158068783068783,0.0978835978835978,0.0231481481481481,0.0052910052910052,3023,0.3636363636363636,0.030569354222392
GUJARAT,VALSAD,2005,2006,85,85,0.0064896755162241,0.0147492625368731,0.0501474926253687,334,64,506,72,31,0.1970501474926253,0.2985250737463127,0.0200589970501474,0.0100294985250737,1694,0.3636363636363636,0.0295113691340106
GUJARAT,W.RLY,2005,2006,16,15,0.0012437810945273,0.0024875621890547,0.0099502487562189,97,60,1005,84,5,0.0603233830845771,0.625,0.0074626865671641,0.029228855721393,1607,0.3636363636363636,0.0129081245254365
HARYANA,AMBALA,2005,2006,217,201,0.0092009685230024,0.0116222760290556,0.1050847457627118,313,57,470,115,10,0.1515738498789346,0.2276029055690072,0.0116222760290556,0.0072639225181598,2064,0.3636363636363636,0.103862017247844
HARYANA,BHIWANI,2005,2006,184,168,0.0082379862700228,0.0109839816933638,0.0842105263157894,483,87,601,82,140,0.2210526315789473,0.2750572082379863,0.0215102974828375,0.008695652173913,2184,0.3636363636363636,0.0928571428571428
HARYANA,FARIDABAD,2005,2006,631,378,0.0077197149643705,0.0180126682501979,0.1249010292953285,693,154,1447,173,198,0.1371733966745843,0.2864212193190815,0.0150435471100554,0.005938242280285,5051,0.3636363636363636,0.0992953235105701
HARYANA,FATEHABAD,2005,2006,125,117,0.0070148090413094,0.0155884645362431,0.0974279033515198,238,42,271,128,15,0.1855027279812938,0.2112236944660951,0.0163678877630553,0.0046765393608729,1282,0.3636363636363636,0.1055206149545772
HARYANA,GRP,2005,2006,129,13,0.0023255813953488,0.0023255813953488,0.15,59,27,204,9,11,0.0686046511627907,0.2372093023255814,0.0151162790697674,0.005813953488372,859,0.3636363636363636,0.1476744186046511
HARYANA,GURGAON,2005,2006,187,156,0.0042821158690176,0.0095717884130982,0.0471032745591939,337,149,1923,169,72,0.0848866498740554,0.4843828715365239,0.0163727959697733,0.0100755667506297,3969,0.3636363636363636,0.0537167661421595
HARYANA,HISSAR,2005,2006,242,236,0.0092250922509225,0.0081180811808118,0.0892988929889298,509,131,805,164,55,0.1878228782287823,0.2970479704797047,0.0188191881918819,0.0103321033210332,2709,0.3636363636363636,0.0795381654906991
HARYANA,JHAJJAR,2005,2006,160,140,0.009672619047619,0.0104166666666666,0.119047619047619,292,124,328,65,58,0.2172619047619047,0.244047619047619,0.0446428571428571,0.0208333333333333,1343,0.3636363636363636,0.0969793322734499
HARYANA,JIND,2005,2006,97,80,0.0113636363636363,0.0097402597402597,0.0787337662337662,270,76,294,50,76,0.2191558441558441,0.2386363636363636,0.0300324675324675,0.0081168831168831,1231,0.3636363636363636,0.0868501529051987
HARYANA,KAITHAL,2005,2006,160,160,0.0147630147630147,0.0085470085470085,0.1243201243201243,261,50,324,72,2,0.2027972027972027,0.2517482517482518,0.0178710178710178,0.0046620046620046,1286,0.3636363636363636,0.1356913183279742
HARYANA,KARNAL,2005,2006,372,370,0.0167168171180207,0.0103644266131728,0.1243731193580742,932,112,895,146,48,0.3116014710799064,0.299231026412571,0.015379471748579,0.0090270812437311,2990,0.3636363636363636,0.1125954198473282
HARYANA,KURUKSHETRA,2005,2006,182,167,0.0110854503464203,0.0069284064665127,0.0840646651270207,240,60,666,46,6,0.1108545034642032,0.3076212471131639,0.0115473441108545,0.0083140877598152,2164,0.3636363636363636,0.0903638544582167
HARYANA,MAHENDRAGARH,2005,2006,67,67,0.0138248847926267,0.0119815668202764,0.0617511520737327,196,27,205,29,54,0.1806451612903225,0.1889400921658986,0.0110599078341013,0.0055299539170506,1084,0.3636363636363636,0.0679611650485436
HARYANA,MEWAT,2005,2006,179,174,0.0216836734693877,0.0057397959183673,0.1141581632653061,338,64,284,44,99,0.2155612244897959,0.1811224489795918,0.0121173469387755,0.0063775510204081,1567,0.3636363636363636,0.1350318471337579
HARYANA,PANCHKULA,2005,2006,115,97,0.0066611157368859,0.0124895920066611,0.0957535387177352,49,14,369,80,4,0.0407993338884263,0.3072439633638634,0.0074937552039966,0.0024979184013322,1200,0.3636363636363636,0.0762398223538119
HARYANA,PANIPAT,2005,2006,250,240,0.0261804581580177,0.0163627863487611,0.1168770453482936,298,102,802,53,36,0.1393174380551659,0.3749415614773259,0.0196353436185133,0.0158952781673679,2138,0.3636363636363636,0.1059576169532187
HARYANA,REWARI,2005,2006,123,113,0.0074116305587229,0.0114025085518814,0.0701254275940707,257,61,399,53,47,0.1465222348916761,0.2274800456100342,0.0188141391106043,0.0091220068415051,1753,0.3636363636363636,0.0568862275449101
HARYANA,ROHTAK,2005,2006,182,150,0.0144710578842315,0.0079840319361277,0.090818363273453,343,128,668,98,46,0.1711576846307385,0.3333333333333333,0.0239520958083832,0.0154690618762475,2003,0.3636363636363636,0.0902559497081275
HARYANA,SIRSA,2005,2006,177,177,0.0089928057553956,0.0095923261390887,0.106115107913669,413,67,456,59,22,0.2476019184652278,0.2733812949640288,0.0185851318944844,0.0065947242206235,1667,0.3636363636363636,0.0952380952380952
HARYANA,SONIPAT,2005,2006,248,226,0.0115990057995029,0.016155758077879,0.1027340513670256,446,151,679,95,14,0.1847555923777961,0.2812758906379453,0.0302402651201325,0.0144987572493786,2413,0.3636363636363636,0.1234274056443386
HARYANA,YAMUNANAGAR,2005,2006,190,190,0.0081967213114754,0.0146370023419203,0.1112412177985948,245,61,519,67,5,0.1434426229508196,0.303864168618267,0.0169789227166276,0.0070257611241217,1707,0.3636363636363636,0.1066298342541436
HIMACHAL PRADESH,BILASPUR,2005,2006,74,74,0.006861063464837,0.0077186963979416,0.0634648370497427,110,24,95,31,48,0.0943396226415094,0.0814751286449399,0.0111492281303602,0.0008576329331046,1165,0.3636363636363636,0.0569991617770326
HIMACHAL PRADESH,CHAMBA,2005,2006,51,51,0.0206540447504302,0.0137693631669535,0.0877796901893287,89,19,147,3,23,0.153184165232358,0.253012048192771,0.0154905335628227,0.0017211703958691,580,0.3636363636363636,0.0623946037099494
HIMACHAL PRADESH,G.R.P.,2005,2006,0,0,0.0,0.0,0.0,0,0,7,0,0,0.0,0.6363636363636364,0.0,0.0,10,0.3636363636363636,0.0
HIMACHAL PRADESH,HAMIRPUR,2005,2006,44,40,0.0040650406504065,0.0040650406504065,0.0447154471544715,286,9,94,32,42,0.290650406504065,0.0955284552845528,0.0040650406504065,0.0,983,0.3636363636363636,0.0596877869605142
HIMACHAL PRADESH,KANGRA,2005,2006,128,120,0.0113636363636363,0.0108695652173913,0.0632411067193675,359,44,200,35,112,0.1773715415019763,0.0988142292490118,0.0103754940711462,0.0019762845849802,2023,0.3636363636363636,0.0643494598403006
HIMACHAL PRADESH,KINNAUR,2005,2006,20,19,0.0172413793103448,0.0129310344827586,0.0862068965517241,29,5,48,0,10,0.125,0.2068965517241379,0.0129310344827586,0.0043103448275862,231,0.3636363636363636,0.0560344827586206
HIMACHAL PRADESH,KULLU,2005,2006,78,78,0.0218140068886337,0.0275545350172215,0.0895522388059701,133,32,168,6,51,0.1526980482204362,0.1928817451205511,0.0114810562571756,0.0091848450057405,870,0.3636363636363636,0.070489844683393
HIMACHAL PRADESH,LAHAUL-SPITI,2005,2006,2,2,0.0,0.0192307692307692,0.0384615384615384,3,0,2,1,0,0.0576923076923076,0.0384615384615384,0.0,0.0,51,0.3636363636363636,0.0338983050847457
HIMACHAL PRADESH,MANDI,2005,2006,112,108,0.0046701692936368,0.0058377116170461,0.0653823701109165,224,22,129,21,62,0.130764740221833,0.0753064798598949,0.0040863981319322,0.0011675423234092,1712,0.3636363636363636,0.0591653460116217
HIMACHAL PRADESH,SHIMLA,2005,2006,133,126,0.0159203980099502,0.0069651741293532,0.0661691542288557,225,25,244,68,130,0.1119402985074626,0.1213930348258706,0.0074626865671641,0.0014925373134328,2009,0.3636363636363636,0.0655655655655655
HIMACHAL PRADESH,SIRMAUR,2005,2006,65,61,0.015256588072122,0.0124826629680998,0.0901525658807212,115,17,66,13,62,0.159500693481276,0.0915395284327323,0.0166435506241331,0.0,720,0.3636363636363636,0.0808344198174706
HIMACHAL PRADESH,SOLAN,2005,2006,67,66,0.0121261115602263,0.0072756669361358,0.0541632983023443,432,22,107,20,70,0.349232012934519,0.0864995957962813,0.0048504446240905,0.0016168148746968,1236,0.3636363636363636,0.0547470547470547
HIMACHAL PRADESH,UNA,2005,2006,30,30,0.0066137566137566,0.0066137566137566,0.0396825396825396,145,14,113,21,45,0.1917989417989418,0.1494708994708994,0.0132275132275132,0.0,755,0.3636363636363636,0.0531177829099307
JAMMU & KASHMIR,ANANTNAG,2005,2006,191,156,0.0058785107772697,0.0542129327237099,0.1247550620509471,179,113,294,32,76,0.116917047681254,0.1920313520574787,0.0241672109732201,0.0143696930111038,1530,0.3636363636363636,0.1349206349206349
JAMMU & KASHMIR,AWANTIPORA,2005,2006,46,43,0.0170316301703163,0.0267639902676399,0.1119221411192214,54,37,88,10,17,0.1313868613138686,0.2141119221411192,0.0705596107055961,0.0024330900243309,410,0.3636363636363636,0.1462686567164179
JAMMU & KASHMIR,BARAMULLA,2005,2006,327,291,0.0094007050528789,0.0640423031727379,0.1921269095182138,335,186,333,33,158,0.1968272620446533,0.1956521739130435,0.0458284371327849,0.0064629847238542,1701,0.3636363636363636,0.1805638872225554
JAMMU & KASHMIR,BUDGAM,2005,2006,161,144,0.0062111801242236,0.0652173913043478,0.1666666666666666,184,61,226,15,131,0.1904761904761904,0.2339544513457556,0.0279503105590062,0.0020703933747412,965,0.3636363636363636,0.1689774696707105
JAMMU & KASHMIR,CRIME JAMMU,2005,2006,0,0,0.0,0.0,0.0,2,2,0,43,0,0.0425531914893617,0.0,0.0425531914893617,0.0,46,0.3636363636363636,0.0
JAMMU & KASHMIR,CRIME SRINAGAR,2005,2006,0,0,0.0,0.0,0.0,0,0,0,92,0,0.0,0.0,0.0,0.0,93,0.3636363636363636,0.0
JAMMU & KASHMIR,DODA,2005,2006,30,28,0.0102339181286549,0.0204678362573099,0.043859649122807,209,149,91,9,39,0.3055555555555556,0.1330409356725146,0.0964912280701754,0.0,683,0.3636363636363636,0.0866141732283464
JAMMU & KASHMIR,GANDERBAL,2005,2006,90,86,0.0100200400801603,0.0781563126252505,0.1803607214428857,77,24,102,11,68,0.1543086172344689,0.2044088176352705,0.0260521042084168,0.0140280561122244,498,0.3636363636363636,0.1565557729941291
JAMMU & KASHMIR,HANDWARA,2005,2006,88,85,0.0202020202020202,0.0606060606060606,0.1777777777777777,111,64,79,11,46,0.2242424242424242,0.1595959595959596,0.0343434343434343,0.0121212121212121,494,0.3636363636363636,0.2348178137651821
JAMMU & KASHMIR,JAMMU,2005,2006,152,116,0.0064808813998703,0.0136098509397278,0.0492546986390149,191,90,564,82,78,0.0618924173687621,0.1827608554763447,0.0071289695398574,0.0003240440699935,3085,0.3636363636363636,0.0649350649350649
JAMMU & KASHMIR,KARGIL,2005,2006,6,6,0.0106382978723404,0.0212765957446808,0.0638297872340425,2,0,9,6,3,0.0212765957446808,0.0957446808510638,0.0,0.0,93,0.3636363636363636,0.0648148148148148
JAMMU & KASHMIR,KATHUA,2005,2006,47,39,0.012396694214876,0.0165289256198347,0.0485537190082644,82,44,69,8,21,0.0847107438016528,0.0712809917355371,0.012396694214876,0.0020661157024793,967,0.3636363636363636,0.070460704607046
JAMMU & KASHMIR,KULGAM,2005,2006,81,78,0.0205128205128205,0.0735042735042735,0.1384615384615384,125,58,117,10,69,0.2136752136752136,0.2,0.0666666666666666,0.0188034188034188,584,0.3636363636363636,0.1762048192771084
JAMMU & KASHMIR,KUPWARA,2005,2006,96,91,0.0162721893491124,0.059171597633136,0.1420118343195266,180,83,104,19,112,0.2662721893491124,0.1538461538461538,0.0325443786982248,0.0,675,0.3636363636363636,0.2095238095238095
JAMMU & KASHMIR,LEH,2005,2006,12,12,0.0285714285714285,0.0171428571428571,0.0685714285714285,16,3,20,4,13,0.0914285714285714,0.1142857142857142,0.0057142857142857,0.0,174,0.3636363636363636,0.0646766169154228
