STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,RECORD_ID,RECORD_OCCURRENCE,WOMEN_CRIME_TOTAL,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,WOMEN_CRIME_SHARE,VIOLENT_CRIME,SERIOUS_VIOLENT_CRIME,PROPERTY_CRIME,THEFT_SHARE,BURGLARY_SHARE,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,MURDER_SHARE,ROBBERY_SHARE,YEAR_NORMALIZED,TEMPORAL_KEY,NEXT_YEAR_WOMEN_CRIME_TOTAL,NEXT_YEAR_WOMEN_CRIME_SHARE,NEXT_YEAR_TOTAL_IPC_CRIMES,NEXT_YEAR,WOMEN_CRIME_CHANGE,WOMEN_CRIME_CHANGE_PCT,WOMEN_SHARE_CHANGE,TOTAL_IPC_CHANGE
MADHYA PRADESH,MANDLA,2003,37,15,1,39,0,39,2,2,0,0,0,5,92,113,16,97,20,4,17,0,4,344,4,143,13,44,0,51,1199,2147,MADHYA_PRADESH_MANDLA_2003_1,1,245,232,0.0181564245810055,0.0009310986964618,0.1140595903165735,422,58,210,0.0526070763500931,0.0428305400372439,21,24,0.196461824953445,0.0977653631284916,0.0172253258845437,0.0023277467411545,0.1818181818181818,"('MADHYA PRADESH', 'MANDLA', 2003)",210,0.1057401812688821,1985,2004,-35,-14.285714285714285,-0.008319409047691406,-162
MADHYA PRADESH,MANDSAUR,2003,30,27,0,45,0,45,12,5,7,3,2,33,231,413,86,327,52,24,33,1,21,306,4,126,12,54,0,64,1265,2758,MADHYA_PRADESH_MANDSAUR_2003_1,1,253,241,0.0163102573396158,0.0043494019572308,0.091699891264951,448,90,680,0.1496919173613628,0.0837259876766944,58,73,0.1623776730699528,0.2464661109097499,0.0108735048930772,0.0119608553823849,0.1818181818181818,"('MADHYA PRADESH', 'MANDSAUR', 2003)",281,0.0937291527685123,2997,2004,28,11.067193675889328,0.002029261503561308,239
MADHYA PRADESH,MORENA,2003,57,65,4,40,0,40,32,21,11,6,2,42,248,458,80,378,167,0,29,2,14,783,23,93,3,41,0,104,2274,4487,MADHYA_PRADESH_MORENA_2003_1,1,232,229,0.0089126559714795,0.0071301247771836,0.0516934046345811,1118,168,754,0.1020499108734402,0.0552584670231729,31,181,0.249108734402852,0.1680035650623886,0.0127005347593582,0.0093582887700534,0.1818181818181818,"('MADHYA PRADESH', 'MORENA', 2003)",257,0.0516375326501908,4976,2004,25,10.775862068965516,-5.5871984390304386e-05,489
MADHYA PRADESH,NARSINGHPUR,2003,44,39,2,40,0,40,3,3,0,0,1,19,101,127,31,96,28,3,11,0,15,898,15,134,19,34,0,56,557,2146,MADHYA_PRADESH_NARSINGHPUR_2003_1,1,245,226,0.0186306474149976,0.0013972985561248,0.1141127154168607,1030,104,247,0.0591523055426176,0.0470423847228691,14,43,0.47973917093619,0.1150442477876106,0.0204937121564974,0.0088495575221238,0.1818181818181818,"('MADHYA PRADESH', 'NARSINGHPUR', 2003)",252,0.1072340425531915,2349,2004,7,2.857142857142857,-0.006878672863669208,203
MADHYA PRADESH,NEEMUCH,2003,13,15,2,31,0,31,9,5,4,4,1,18,225,313,110,203,36,31,20,1,11,319,4,65,10,65,0,45,878,2116,MADHYA_PRADESH_NEEMUCH_2003_1,1,184,174,0.0146433632498819,0.0042512990080302,0.0869154463863958,403,48,560,0.1478507321681625,0.1062824752007557,52,47,0.1903637222484648,0.2645252716107699,0.0061407652338214,0.0085025980160604,0.1818181818181818,"('MADHYA PRADESH', 'NEEMUCH', 2003)",165,0.0748299319727891,2204,2004,-19,-10.326086956521738,-0.012085514413606696,88
MADHYA PRADESH,PANNA,2003,36,16,1,32,0,32,7,4,3,0,0,15,100,122,12,110,14,5,5,0,9,72,21,92,2,26,0,36,1021,1632,MADHYA_PRADESH_PANNA_2003_1,1,180,178,0.0195958358848744,0.0042865890998162,0.1102265768524188,154,68,237,0.0747091243110839,0.0612369871402327,10,23,0.0943049601959583,0.1451316595223515,0.0220453153704837,0.0091855480710349,0.1818181818181818,"('MADHYA PRADESH', 'PANNA', 2003)",152,0.1097472924187725,1384,2004,-28,-15.555555555555555,-0.0004792844336462959,-248
MADHYA PRADESH,RAISEN,2003,35,50,0,75,0,75,8,8,0,1,0,16,153,208,38,170,33,4,10,0,7,231,17,176,0,46,0,97,2209,3376,MADHYA_PRADESH_RAISEN_2003_1,1,322,322,0.0222090612970091,0.0023689665383476,0.0953509031684927,365,101,378,0.0615931299970387,0.0453064850458987,14,40,0.1080840983121113,0.1119336689369262,0.0103642286052709,0.0047379330766952,0.1818181818181818,"('MADHYA PRADESH', 'RAISEN', 2003)",357,0.1062816314379279,3358,2004,35,10.869565217391305,0.010930728269435197,-18
MADHYA PRADESH,RAJGARH,2003,31,48,1,88,0,88,9,5,4,1,0,35,214,328,35,293,121,9,10,1,35,367,2,163,20,83,0,111,2389,4066,MADHYA_PRADESH_RAJGARH_2003_1,1,365,345,0.0216375706909269,0.0022129333661175,0.0897467420703221,603,115,578,0.0806491271207278,0.0526186378165724,20,156,0.1482665355298746,0.1421194984017703,0.0076223260388492,0.0086058519793459,0.1818181818181818,"('MADHYA PRADESH', 'RAJGARH', 2003)",471,0.092371053147676,5098,2004,106,29.041095890410958,0.0026243110773539052,1032
MADHYA PRADESH,RATLAM,2003,45,46,3,62,0,62,14,9,5,2,7,18,169,443,111,332,24,22,37,1,19,315,5,132,13,50,0,84,1936,3447,MADHYA_PRADESH_RATLAM_2003_1,1,276,263,0.0179814385150812,0.004060324825986,0.0800464037122969,451,112,632,0.1284802784222737,0.049013921113689,60,43,0.1308004640371229,0.1832946635730858,0.0130510440835266,0.0052204176334106,0.1818181818181818,"('MADHYA PRADESH', 'RATLAM', 2003)",294,0.0802839978154014,3661,2004,18,6.521739130434782,0.00023759410310449092,214
MADHYA PRADESH,REWA,2003,57,46,0,41,0,41,36,11,25,8,7,59,723,393,149,244,49,7,16,0,26,582,28,110,2,44,0,107,2109,4450,MADHYA_PRADESH_REWA_2003_1,1,261,259,0.0092114131655807,0.0080880700966075,0.0586385082004044,793,162,1183,0.0882947652212985,0.162435407773534,23,75,0.1781622107391597,0.2657829701190743,0.0128061109862952,0.0132554482138845,0.1818181818181818,"('MADHYA PRADESH', 'REWA', 2003)",303,0.0676490288010716,4478,2004,42,16.091954022988507,0.009010520600667198,28
MADHYA PRADESH,SAGAR,2003,59,109,0,121,0,121,30,28,2,0,1,32,411,521,38,483,103,6,34,0,35,2040,27,388,17,127,0,107,2688,6856,MADHYA_PRADESH_SAGAR_2003_1,1,710,693,0.01764620096252,0.0043750911477322,0.1035438238296631,2343,200,964,0.0759807495989499,0.0599387487239317,40,138,0.3416946186378883,0.1405862622137961,0.0086043459238734,0.0046667638909143,0.1818181818181818,"('MADHYA PRADESH', 'SAGAR', 2003)",736,0.103023516237402,7143,2004,26,3.6619718309859155,-0.0005203075922610989,287
MADHYA PRADESH,SATNA,2003,61,59,0,59,0,59,18,5,13,1,1,38,330,362,119,243,34,5,17,1,21,910,33,187,5,57,0,175,2163,4537,MADHYA_PRADESH_SATNA_2003_1,1,359,354,0.0130013221683561,0.003966505068312,0.0791097399735566,1102,158,731,0.0797708241516086,0.0727192595857205,23,55,0.2428382547377699,0.1610841780520052,0.0134420449537241,0.008373732921992,0.1818181818181818,"('MADHYA PRADESH', 'SATNA', 2003)",364,0.074620746207462,4877,2004,5,1.392757660167131,-0.004488993766094601,340
MADHYA PRADESH,SEONI,2003,27,24,2,54,0,54,1,1,0,0,0,13,103,93,22,71,28,5,14,0,5,375,6,86,4,25,0,86,944,1895,MADHYA_PRADESH_SEONI_2003_1,1,176,172,0.0284810126582278,0.0005274261603375,0.0928270042194092,469,66,209,0.0490506329113924,0.0543248945147679,19,33,0.2473628691983122,0.1102320675105485,0.0142405063291139,0.0068565400843881,0.1818181818181818,"('MADHYA PRADESH', 'SEONI', 2003)",252,0.1105748135146994,2278,2004,76,43.18181818181818,0.0177478092952902,383
MADHYA PRADESH,SHAHDOL,2003,60,21,8,68,0,68,12,8,4,0,0,31,340,301,37,264,29,7,15,0,28,322,13,221,14,120,0,0,2555,4165,MADHYA_PRADESH_SHAHDOL_2003_1,1,448,434,0.0163226116178588,0.0028804608737397,0.1075372059529524,471,120,672,0.0722515602496399,0.0816130580892942,22,57,0.113058089294287,0.1613058089294287,0.0144023043686989,0.0074411905904944,0.1818181818181818,"('MADHYA PRADESH', 'SHAHDOL', 2003)",272,0.1079793568876538,2518,2004,-176,-39.285714285714285,0.0004421509347014019,-1647
MADHYA PRADESH,SHAJAPUR,2003,31,51,3,71,0,71,13,9,4,3,1,43,268,535,62,473,103,18,23,0,31,1037,10,166,36,79,0,78,1118,3718,MADHYA_PRADESH_SHAJAPUR_2003_1,1,375,339,0.0190911535358967,0.003495563323474,0.1008335574079053,1268,128,849,0.1438558752352783,0.0720623823608496,41,134,0.3409518687819306,0.2282871739714977,0.0083355740790535,0.0115622479161064,0.1818181818181818,"('MADHYA PRADESH', 'SHAJAPUR', 2003)",408,0.1021021021021021,3995,2004,33,8.799999999999999,0.0012685446941968076,277
MADHYA PRADESH,SHEOPUR,2003,15,28,0,19,0,19,4,1,3,3,2,7,58,96,9,87,37,5,9,0,2,227,1,51,0,11,0,16,663,1254,MADHYA_PRADESH_SHEOPUR_2003_1,1,86,86,0.0151394422310756,0.0031872509960159,0.0685258964143426,314,50,164,0.0764940239043824,0.046215139442231,14,39,0.250199203187251,0.1306772908366534,0.0119521912350597,0.0055776892430278,0.1818181818181818,"('MADHYA PRADESH', 'SHEOPUR', 2003)",102,0.0967741935483871,1053,2004,16,18.6046511627907,0.02824829713404449,-201
MADHYA PRADESH,SHIVPURI,2003,60,66,0,69,0,69,47,16,31,0,0,21,191,210,60,150,109,15,16,0,12,400,13,130,0,32,0,99,1983,3473,MADHYA_PRADESH_SHIVPURI_2003_1,1,291,291,0.0198618307426597,0.0135290731145653,0.0837651122625215,656,147,422,0.0604490500863557,0.0549798503166378,31,121,0.1888313183649971,0.1214738054116292,0.0172711571675302,0.0060449050086355,0.1818181818181818,"('MADHYA PRADESH', 'SHIVPURI', 2003)",245,0.0640522875816993,3824,2004,-46,-15.807560137457044,-0.019712824680822194,351
MADHYA PRADESH,SIDHI,2003,44,19,5,38,0,38,26,24,2,2,1,16,342,303,21,282,32,4,27,0,18,446,17,121,2,27,0,91,2136,3717,MADHYA_PRADESH_SIDHI_2003_1,1,231,229,0.0102205486820871,0.0069930069930069,0.0621301775147929,562,84,663,0.0814954276492738,0.0919849381387842,31,50,0.1511565357719204,0.1783216783216783,0.0118343195266272,0.0043033889187735,0.1818181818181818,"('MADHYA PRADESH', 'SIDHI', 2003)",317,0.0852150537634408,3719,2004,86,37.22943722943723,0.023084876248647898,2
MADHYA PRADESH,SIHORE,2003,32,32,2,86,0,86,6,4,2,0,0,24,154,336,45,291,24,13,21,0,12,369,6,87,12,32,0,91,1873,3212,MADHYA_PRADESH_SIHORE_2003_1,1,229,217,0.0267662620603797,0.0018674136321195,0.0712729536258948,483,90,514,0.1045751633986928,0.0479302832244008,34,36,0.1503267973856209,0.1599751011515717,0.009959539371304,0.007469654528478,0.1818181818181818,"('MADHYA PRADESH', 'SIHORE', 2003)",223,0.0732829444627012,3042,2004,-6,-2.6200873362445414,0.002009990836806405,-170
MADHYA PRADESH,TIKAMGARH,2003,40,31,0,50,0,50,15,5,10,1,1,14,169,154,17,137,47,1,14,0,23,912,20,98,5,21,0,60,1002,2678,MADHYA_PRADESH_TIKAMGARH_2003_1,1,209,204,0.0186636804777902,0.005599104143337,0.0780141843971631,1044,85,338,0.0574841358715938,0.0630832400149309,15,70,0.3896976483762598,0.1261664800298619,0.0149309443822321,0.0052258305337812,0.1818181818181818,"('MADHYA PRADESH', 'TIKAMGARH', 2003)",255,0.0872093023255814,2923,2004,46,22.00956937799043,0.009195117928418303,245
MADHYA PRADESH,UJJAIN,2003,58,146,1,59,0,59,40,34,6,8,4,73,602,1174,201,973,91,30,48,1,44,813,7,172,27,125,0,81,4030,7634,MADHYA_PRADESH_UJJAIN_2003_1,1,430,403,0.007727570399476,0.0052390307793058,0.0563195808775376,1182,278,1857,0.153765553372626,0.0788474132285527,79,135,0.1548133595284872,0.2432220039292731,0.0075965946299934,0.0095612311722331,0.1818181818181818,"('MADHYA PRADESH', 'UJJAIN', 2003)",529,0.0609026018880957,8685,2004,99,23.02325581395349,0.004583021010558103,1051
MADHYA PRADESH,UMARIYA,2003,27,4,34,20,0,20,0,0,0,1,1,16,111,69,0,69,17,0,8,0,8,143,5,59,3,22,0,6,690,1244,MADHYA_PRADESH_UMARIYA_2003_1,1,109,106,0.0160642570281124,0.0,0.0875502008032128,241,81,197,0.0554216867469879,0.0891566265060241,8,25,0.193574297188755,0.1582329317269076,0.0216867469879518,0.0128514056224899,0.1818181818181818,"('MADHYA PRADESH', 'UMARIYA', 2003)",133,0.1096455070074196,1212,2004,24,22.018348623853214,0.0220953062042068,-32
MADHYA PRADESH,VIDISHA,2003,41,48,0,94,0,94,9,7,2,23,0,20,275,286,49,237,122,10,11,0,60,606,12,197,24,40,0,43,1789,3710,MADHYA_PRADESH_VIDISHA_2003_1,1,376,352,0.0253300997035839,0.0024252223120452,0.1013203988143357,837,109,604,0.077068175693883,0.0741040150902721,21,182,0.2255456750202102,0.1627593640528159,0.0110482349770951,0.0053893829156561,0.1818181818181818,"('MADHYA PRADESH', 'VIDISHA', 2003)",401,0.1039668135856883,3856,2004,25,6.648936170212766,0.0026464147713525926,146
MAHARASHTRA,AHMEDNAGAR,2003,101,38,2,44,0,44,27,13,14,17,13,102,302,786,232,554,254,29,77,6,44,575,15,51,3,287,0,480,998,4251,MAHARASHTRA_AHMEDNAGAR_2003_1,1,427,424,0.0103480714957666,0.0063499529633113,0.100423330197554,1072,243,1207,0.1848541862652869,0.0710253998118532,112,298,0.2521166509877705,0.2838664158043273,0.0237535277516462,0.0239887111947318,0.1818181818181818,"('MAHARASHTRA', 'AHMEDNAGAR', 2003)",416,0.0877822325385102,4738,2004,-11,-2.576112412177986,-0.01264109765904381,487
MAHARASHTRA,AKOLA,2003,48,38,0,29,0,29,29,29,0,10,1,45,298,727,86,641,89,15,70,5,28,832,9,80,5,132,0,116,1294,3900,MAHARASHTRA_AKOLA_2003_1,1,284,279,0.007433991284286,0.007433991284286,0.0728018456805947,1052,131,1080,0.1863624711612407,0.0763906690592155,90,117,0.2696744424506537,0.2768520892078954,0.0123045372981286,0.0115355037169956,0.1818181818181818,"('MAHARASHTRA', 'AKOLA', 2003)",323,0.0741676234213547,4354,2004,39,13.732394366197184,0.0013657777407600075,454
MAHARASHTRA,AMRAVATI COMMR.,2003,31,25,2,26,0,26,15,12,3,6,3,35,316,948,157,791,85,21,38,5,20,435,3,45,19,77,0,71,760,2986,MAHARASHTRA_AMRAVATI_COMMR._2003_1,1,185,166,0.008704385671242,0.0050217609641781,0.0619350518915299,613,93,1305,0.3173752929360562,0.1057917643120187,64,105,0.2052226314027452,0.4368932038834951,0.0103783059926347,0.0117174422497489,0.1818181818181818,"('MAHARASHTRA', 'AMRAVATI COMMR.', 2003)",153,0.0558190441444728,2740,2004,-32,-17.2972972972973,-0.006116007747057103,-246
MAHARASHTRA,AMRAVATI RURAL,2003,53,38,3,47,0,47,17,15,2,11,0,31,343,902,41,861,138,19,29,4,70,855,8,118,22,151,0,132,772,3763,MAHARASHTRA_AMRAVATI_RURAL_2003_1,1,363,341,0.0124867162592986,0.0045164718384697,0.0964399574920297,1118,125,1287,0.2396386822529224,0.0911264612114771,52,208,0.2970244420828905,0.34192348565356,0.0140807651434644,0.0082359192348565,0.1818181818181818,"('MAHARASHTRA', 'AMRAVATI RURAL', 2003)",340,0.0928708003277793,3660,2004,-23,-6.336088154269973,-0.0035691571642504083,-103
MAHARASHTRA,AURANGABAD COMMR.,2003,28,26,1,8,0,8,19,13,6,17,5,49,234,506,167,339,126,16,111,4,11,339,4,25,10,130,0,102,515,2286,MAHARASHTRA_AURANGABAD_COMMR._2003_1,1,196,186,0.0034980323567993,0.0083078268473983,0.0857017927415828,569,104,806,0.2212505465675557,0.1023174464363795,131,137,0.2487975513773502,0.3524267599475295,0.0122431132487975,0.0214254481853957,0.1818181818181818,"('MAHARASHTRA', 'AURANGABAD COMMR.', 2003)",192,0.0825096691018478,2326,2004,-4,-2.0408163265306123,-0.0031921236397349922,40
MAHARASHTRA,AURANGABAD RURAL,2003,60,24,0,14,0,14,4,4,0,10,2,47,110,281,54,227,165,9,35,1,53,798,32,48,8,190,0,200,584,2675,MAHARASHTRA_AURANGABAD_RURAL_2003_1,1,296,288,0.0052316890881913,0.0014947683109118,0.1106128550074738,1094,131,448,0.1050074738415545,0.0411061285500747,45,218,0.4088191330343796,0.1674140508221225,0.0224215246636771,0.0175635276532137,0.1818181818181818,"('MAHARASHTRA', 'AURANGABAD RURAL', 2003)",339,0.1220302375809935,2777,2004,43,14.527027027027026,0.011417382573519708,102
MAHARASHTRA,BEED,2003,72,55,1,25,0,25,17,11,6,23,7,73,282,599,103,496,318,24,47,2,53,992,10,58,8,186,0,186,849,3887,MAHARASHTRA_BEED_2003_1,1,304,296,0.0064300411522633,0.004372427983539,0.0781893004115226,1511,201,977,0.1540637860082304,0.0725308641975308,73,371,0.3886316872427983,0.2512860082304526,0.0185185185185185,0.018775720164609,0.1818181818181818,"('MAHARASHTRA', 'BEED', 2003)",388,0.0985521971043942,3936,2004,84,27.631578947368425,0.0203628966928716,49
MAHARASHTRA,BHANDARA,2003,30,7,1,41,0,41,7,6,1,3,0,12,224,361,33,328,73,13,19,0,30,378,7,54,27,69,0,117,840,2313,MAHARASHTRA_BHANDARA_2003_1,1,205,178,0.0177182368193604,0.0030250648228176,0.088591184096802,501,50,600,0.1560069144338807,0.0968020743301642,32,103,0.2165082108902333,0.2592912705272255,0.0129645635263612,0.0051858254105445,0.1818181818181818,"('MAHARASHTRA', 'BHANDARA', 2003)",210,0.0823206585652685,2550,2004,5,2.4390243902439024,-0.006270525531533497,237
MAHARASHTRA,BULDHANA,2003,53,33,4,39,0,39,17,13,4,17,2,40,239,723,62,661,167,19,69,7,86,825,61,106,26,164,0,180,944,3821,MAHARASHTRA_BULDHANA_2003_1,1,413,387,0.010204081632653,0.0044479330193615,0.108058608058608,1122,130,1019,0.1891679748822606,0.0625327053898482,95,253,0.2935635792778649,0.2666143380429094,0.0138670852956567,0.010465724751439,0.1818181818181818,"('MAHARASHTRA', 'BULDHANA', 2003)",411,0.1109012412304371,3705,2004,-2,-0.48426150121065376,0.0028426331718291037,-116
MAHARASHTRA,CHANDRAPUR,2003,41,21,8,36,0,36,13,12,1,8,1,29,295,574,77,497,116,21,47,1,27,508,3,85,21,101,0,189,888,3033,MAHARASHTRA_CHANDRAPUR_2003_1,1,259,238,0.011865524060646,0.0042847725774555,0.0853658536585365,723,99,906,0.1891891891891892,0.0972313777191826,69,143,0.2382992748846407,0.2986156888595913,0.0135135135135135,0.0095583388266315,0.1818181818181818,"('MAHARASHTRA', 'CHANDRAPUR', 2003)",266,0.0751412429378531,3539,2004,7,2.7027027027027026,-0.010224610720683397,506
MAHARASHTRA,DHULE,2003,32,13,2,7,0,7,5,5,0,2,3,3,82,219,70,149,61,17,38,2,3,290,2,18,6,90,0,223,636,1754,MAHARASHTRA_DHULE_2003_1,1,128,122,0.0039886039886039,0.0028490028490028,0.0729344729344729,401,50,306,0.1247863247863247,0.0467236467236467,57,64,0.2284900284900285,0.1743589743589743,0.0182336182336182,0.0017094017094017,0.1818181818181818,"('MAHARASHTRA', 'DHULE', 2003)",144,0.0704845814977973,2042,2004,16,12.5,-0.002449891436675608,288
MAHARASHTRA,GADCHIROLI,2003,58,28,4,30,0,30,17,13,4,9,0,7,113,131,10,121,21,21,8,1,51,282,2,57,20,81,0,60,500,1501,MAHARASHTRA_GADCHIROLI_2003_1,1,207,187,0.0199733688415446,0.0113182423435419,0.1378162450066578,400,97,260,0.0872170439414114,0.0752330226364846,30,72,0.2663115845539281,0.1731025299600532,0.0386151797603195,0.0046604527296937,0.1818181818181818,"('MAHARASHTRA', 'GADCHIROLI', 2003)",143,0.10453216374269,1367,2004,-64,-30.917874396135264,-0.033284081263967785,-134
MAHARASHTRA,GONDIA,2003,41,13,1,25,0,25,12,11,1,7,1,9,214,300,27,273,27,10,13,1,15,360,6,93,26,74,0,82,545,1875,MAHARASHTRA_GONDIA_2003_1,1,236,210,0.0133262260127931,0.0063965884861407,0.1257995735607676,451,64,530,0.1599147121535181,0.1140724946695096,24,42,0.2404051172707889,0.2825159914712153,0.0218550106609808,0.0047974413646055,0.1818181818181818,"('MAHARASHTRA', 'GONDIA', 2003)",202,0.1063717746182201,1898,2004,-34,-14.40677966101695,-0.019427798942547495,23
MAHARASHTRA,HINGOLI,2003,28,29,1,14,0,14,7,7,0,4,0,44,98,142,21,121,107,6,31,0,25,488,1,36,6,112,0,77,479,1735,MAHARASHTRA_HINGOLI_2003_1,1,176,170,0.0080645161290322,0.0040322580645161,0.1013824884792626,697,102,288,0.0817972350230414,0.0564516129032258,37,132,0.4014976958525346,0.1658986175115207,0.0161290322580645,0.0253456221198156,0.1818181818181818,"('MAHARASHTRA', 'HINGOLI', 2003)",154,0.0911242603550295,1689,2004,-22,-12.5,-0.01025822812423309,-46
MAHARASHTRA,JALGAON,2003,82,39,3,38,0,38,20,9,11,13,2,28,228,475,103,372,135,65,147,2,19,822,8,79,21,239,0,276,1186,3927,MAHARASHTRA_JALGAON_2003_1,1,405,384,0.0096741344195519,0.005091649694501,0.1031059063136456,1109,152,744,0.1209266802443991,0.0580448065173116,214,154,0.2823319755600815,0.1894093686354379,0.0208757637474541,0.0071283095723014,0.1818181818181818,"('MAHARASHTRA', 'JALGAON', 2003)",498,0.114825916532165,4336,2004,93,22.962962962962962,0.0117200102185194,409
MAHARASHTRA,JALNA,2003,53,25,1,8,0,8,15,14,1,7,0,43,165,309,63,246,146,16,44,2,28,644,15,53,14,204,0,100,538,2430,MAHARASHTRA_JALNA_2003_1,1,309,295,0.0032908268202385,0.0061703002879473,0.1271081859317153,912,122,524,0.1271081859317153,0.0678733031674208,62,174,0.3751542575071986,0.2155491567256273,0.0218017276840806,0.0176881941587823,0.1818181818181818,"('MAHARASHTRA', 'JALNA', 2003)",331,0.1271121351766513,2603,2004,22,7.119741100323624,3.949244935991247e-06,173
MAHARASHTRA,KOLHAPUR,2003,66,40,7,15,0,15,18,11,7,5,0,24,229,508,178,330,148,93,304,6,16,567,25,47,7,64,0,286,883,3358,MAHARASHTRA_KOLHAPUR_2003_1,1,176,169,0.0044656147662994,0.0053587377195593,0.0523965465912473,852,137,766,0.1512354867520095,0.0681750520988389,403,164,0.2536469187258112,0.2280440607323608,0.0196487049717177,0.0071449836260791,0.1818181818181818,"('MAHARASHTRA', 'KOLHAPUR', 2003)",191,0.0609639323332269,3132,2004,15,8.522727272727272,0.0085673857419796,-226
MAHARASHTRA,LATUR,2003,56,34,0,21,0,21,15,15,0,4,2,34,100,291,42,249,175,25,58,0,37,950,31,49,2,80,0,154,956,3074,MAHARASHTRA_LATUR_2003_1,1,198,196,0.0068292682926829,0.0048780487804878,0.064390243902439,1249,124,429,0.0946341463414634,0.032520325203252,83,212,0.4061788617886179,0.1395121951219512,0.0182113821138211,0.0110569105691056,0.1818181818181818,"('MAHARASHTRA', 'LATUR', 2003)",198,0.0585279337865799,3382,2004,0,0.0,-0.005862310115859096,308
MAHARASHTRA,MUMBAI,2003,242,115,8,133,0,133,150,85,65,30,53,239,2550,9793,2883,6910,131,392,1178,73,7,3562,8,282,44,199,0,632,5865,25686,MAHARASHTRA_MUMBAI_2003_1,1,816,772,0.0051777163545762,0.0058395297232062,0.0317670416942422,4297,604,12612,0.3812434305290614,0.0992720052945069,1643,138,0.1672830614707829,0.4909876591271849,0.0094211079534394,0.0093043173589753,0.1818181818181818,"('MAHARASHTRA', 'MUMBAI', 2003)",1025,0.0348000271609968,29453,2004,209,25.612745098039213,0.003032985466754602,3767
MAHARASHTRA,MUMBAI RLY.,2003,9,8,0,4,0,4,2,2,0,1,2,32,3,1589,1,1588,9,10,36,1,0,28,1,16,1,0,0,0,89,1841,MAHARASHTRA_MUMBAI_RLY._2003_1,1,24,23,0.002171552660152,0.001085776330076,0.013029315960912,86,49,1625,0.8626492942453855,0.001628664495114,47,9,0.0466883821932681,0.8821932681867535,0.004885993485342,0.017372421281216,0.1818181818181818,"('MAHARASHTRA', 'MUMBAI RLY.', 2003)",15,0.0074220682830282,2020,2004,-9,-37.5,-0.0056072476778838,179
MAHARASHTRA,NAGPUR COMMR.,2003,104,40,0,26,0,26,36,29,7,16,37,172,1079,2022,722,1300,165,46,151,16,14,783,4,36,36,136,0,224,2214,7357,MAHARASHTRA_NAGPUR_COMMR._2003_1,1,274,238,0.0035335689045936,0.0048926338678988,0.0372383799945637,1264,316,3289,0.2748029355803207,0.146643109540636,213,179,0.1717858113617831,0.4469964664310954,0.0141342756183745,0.0233759173688502,0.1818181818181818,"('MAHARASHTRA', 'NAGPUR COMMR.', 2003)",348,0.04084986500763,8518,2004,74,27.00729927007299,0.0036114850130663026,1161
MAHARASHTRA,NAGPUR RLY.,2003,8,2,0,1,0,1,2,2,0,1,1,12,3,940,7,933,4,3,2,14,0,29,0,5,1,0,0,2,139,1169,MAHARASHTRA_NAGPUR_RLY._2003_1,1,9,8,0.0008547008547008,0.0017094017094017,0.0076923076923076,55,22,956,0.8034188034188035,0.0025641025641025,19,4,0.047008547008547,0.8170940170940171,0.0068376068376068,0.0102564102564102,0.1818181818181818,"('MAHARASHTRA', 'NAGPUR RLY.', 2003)",10,0.008,1249,2004,1,11.11111111111111,0.00030769230769240024,80
MAHARASHTRA,NAGPUR RURAL,2003,73,28,5,52,0,52,23,19,4,4,5,63,341,860,66,794,112,28,47,8,62,758,5,95,42,111,0,309,1613,4644,MAHARASHTRA_NAGPUR_RURAL_2003_1,1,328,286,0.0111948331539289,0.0049515608180839,0.0706135629709364,1039,169,1268,0.1851453175457481,0.0734122712594187,83,174,0.2236813778256189,0.2729817007534983,0.0157158234660925,0.0135629709364908,0.1818181818181818,"('MAHARASHTRA', 'NAGPUR RURAL', 2003)",314,0.0642784032753326,4884,2004,-14,-4.2682926829268295,-0.006335159695603804,240
